Id,Strata Trade Type,Id Scheme,Trade Date,Start Date,End Date,Convention,Buy Sell,Notional,Fixed Rate,Price,PV,Quantity
IRS_LCH_BAR_271,Swap,OG,2020-02-20,2020-02-20,2070-02-20,EUR-FIXED-1Y-EURIBOR-6M,Sell,22500000,0.206,118.465842232,3343182.32,1
IRS_LCH_BAR_272,Swap,OG,2020-02-20,2020-02-20,2055-02-20,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.5e+07,0.3106,114.103787825,1687155.89,1
IRS_LCH_BAR_273,Swap,OG,2020-02-25,2020-02-25,2022-02-25,EUR-FIXED-1Y-EURIBOR-6M,Buy,-9e+07,-0.3765,100.26591273,-13036.2399999946,1
IRS_LCH_BAR_274,Swap,OG,2020-02-25,2020-02-25,2054-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,5e+07,0.2,109.760789655,3407584.33,1
IRS_LCH_BAR_275,Swap,OG,2020-02-25,2020-02-25,2044-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,3.1e+07,0.201,105.782710898,1006573.08,1
IRS_LCH_BAR_276,Swap,OG,2020-02-25,2020-02-25,2034-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.6e+07,0.066,103.335524833,399773.09,1
IRS_LCH_BAR_277,Swap,OG,2020-02-25,2020-02-25,2044-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.4e+07,0.251,106.98850625,1068673.27,1
IRS_LCH_BAR_278,Swap,OG,2020-02-25,2020-02-25,2039-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,14500000,0.2,104.996018176,409800.140000001,1
IRS_LCH_BAR_279,Swap,OG,2020-02-25,2020-02-25,2029-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,1e+07,-0.1521,102.020302711,65875.5099999998,1
IRS_LCH_BAR_28,Swap,OG,2017-04-12,2017-04-12,2037-10-29,EUR-FIXED-1Y-EURIBOR-6M,Sell,8.5e+07,1.786,133.184547548,26402209.39,1
IRS_LCH_BAR_280,Swap,OG,2020-02-25,2020-02-25,2039-02-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,9500000,0.1953,104.906382209,259974.32,1
IRS_LCH_BAR_281,Swap,OG,2020-03-05,2020-03-05,2021-03-05,EUR-FIXED-1Y-EURIBOR-6M,Buy,-8.5e+07,-0.4494,100.032231107,11970.6599999964,1
IRS_LCH_BAR_282,Swap,OG,2020-03-16,2020-03-16,2066-07-01,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,-0.47,84.457754709,-4526486.22,1
IRS_LCH_BAR_283,Swap,OG,2020-03-13,2020-03-13,2041-03-04,EUR-FIXED-1Y-EURIBOR-6M,Sell,6.6e+07,-0.11,98.51077961,-2487350.76,1
IRS_LCH_BAR_284,Swap,OG,2020-03-13,2020-03-13,2056-07-29,EUR-FIXED-1Y-EURIBOR-6M,Sell,4.6e+07,-0.28,93.229959748,-4481051.76000001,1
IRS_LCH_BAR_286,Swap,OG,2020-03-30,2020-03-30,2027-04-01,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+08,-0.184,101.864124198,-1168489.98000002,1
IRS_LCH_BAR_287,Swap,OG,2020-04-09,2020-04-09,2027-04-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1e+08,-0.1045,102.416879285,-1293893.76000001,1
IRS_LCH_BAR_288,Swap,OG,2020-04-28,2020-04-28,2060-04-28,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.5e+07,-0.05,102.75588377,-120555.109999999,1
IRS_LCH_BAR_289,Swap,OG,2020-05-05,2022-05-09,2032-05-09,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.65e+08,-0.0075,102.866878786,708985.949999988,1
IRS_LCH_BAR_29,Swap,OG,2017-04-12,2017-04-12,2021-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.4e+07,0.083,100.416830183,50900.0099999998,1
IRS_LCH_BAR_290,Swap,OG,2020-05-06,2020-05-06,2025-05-08,EUR-FIXED-1Y-EURIBOR-6M,Buy,-14800000,-0.2935,101.077403748,-34627.1500000004,1
IRS_LCH_BAR_291,Swap,OG,2020-05-06,2020-05-06,2022-05-08,EUR-FIXED-1Y-EURIBOR-6M,Buy,-22300000,-0.3127,100.420752516,-15820.9100000001,1
IRS_LCH_BAR_292,Swap,OG,2020-05-11,2022-05-13,2047-05-13,EUR-FIXED-1Y-EURIBOR-6M,Sell,27500000,0.049,102.617085653,-258659.149999999,1
IRS_LCH_BAR_293,Swap,OG,2020-05-12,2021-05-14,2036-05-14,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.1e+07,0.068,102.806504716,111750.209999997,1
IRS_LCH_BAR_296,Swap,OG,2020-05-27,2020-05-27,2040-05-29,EUR-FIXED-1Y-EURIBOR-6M,Sell,63500000,0.078,102.422831609,53121.5200000033,1
IRS_LCH_BAR_297,Swap,OG,2020-05-27,2020-05-27,2027-05-29,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.03e+08,-0.2165,101.644586112,482889.329999998,1
IRS_LCH_BAR_298,Swap,OG,2020-05-13,2021-05-17,2028-05-15,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.9e+08,-0.231,101.659853992,204117.899999976,1
IRS_LCH_BAR_30,Swap,OG,2017-04-12,2017-04-12,2026-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.8e+07,0.648,106.598557821,1028594.1,1
IRS_LCH_BAR_31,Swap,OG,2017-04-12,2017-04-12,2046-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,5e+07,1.193,132.394944321,14853743.57,1
IRS_LCH_BAR_32,Swap,OG,2017-04-12,2017-04-12,2031-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.9e+07,1.024,114.435249893,2441839.5,1
IRS_LCH_BAR_33,Swap,OG,2017-04-12,2017-04-12,2036-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,8e+06,1.161,120.477145393,1485607.7,1
IRS_LCH_BAR_34,Swap,OG,2017-04-12,2017-04-12,2041-03-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.1e+07,1.194,126.099520558,4994931.94,1
IRS_LCH_BAR_47,Swap,OG,2017-04-21,2017-04-21,2025-04-25,EUR-FIXED-1Y-EURIBOR-6M,Buy,-5.5e+07,0.522,105.060370325,-2322949.46,1
IRS_LCH_BAR_48,Swap,OG,2017-04-21,2017-04-21,2026-04-25,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2.8e+07,0.635,106.624723293,-1580828.75,1
IRS_LCH_BAR_59,Swap,OG,2017-06-19,2017-06-19,2022-06-21,EUR-FIXED-1Y-EURIBOR-6M,Sell,4e+07,0.1365,101.34333613,399980.93,1
IRS_LCH_BAR_60,Swap,OG,2017-06-19,2017-06-19,2032-06-21,EUR-FIXED-1Y-EURIBOR-6M,Sell,4.5e+07,1.155,117.086614867,6891103.77,1
IRS_LCH_BAR_61,Swap,OG,2017-06-19,2017-06-19,2027-06-21,EUR-FIXED-1Y-EURIBOR-6M,Sell,6.5e+07,0.754,108.547310759,4802733.13999999,1
IRS_LCH_BAR_76,Swap,OG,2017-08-25,2017-08-25,2042-08-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,7900000,1.453,133.723446485,2471951.34,1
IRS_LCH_BAR_88,Swap,OG,2017-09-19,2017-09-19,2037-09-21,EUR-FIXED-1Y-EURIBOR-6M,Sell,5e+07,1.4725,127.465691481,12707242.55,1
IRS_LCH_BAR_91,Swap,OG,2017-10-04,2017-10-04,2037-10-04,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.8e+07,1.489,127.807343597,4632205.03,1
IRS_LCH_BAR_93,Swap,OG,2017-10-11,2017-10-11,2047-10-13,EUR-FIXED-1Y-EURIBOR-6M,Buy,-8900000,1.594,145.767896175,-3813745.67,1
IRS_LCH_BAR_95,Swap,OG,2017-10-20,2017-10-20,2025-10-24,EUR-FIXED-1Y-EURIBOR-6M,Sell,18400000,0.656,106.239977896,980328.16,1
IRS_LCH_BAR_96,Swap,OG,2017-10-23,2017-10-23,2025-10-25,EUR-FIXED-1Y-EURIBOR-6M,Sell,127800000,0.644,106.183519259,6731440.07000001,1
IRS_LCH_BAR_97,Swap,OG,2017-10-24,2017-10-24,2042-10-26,EUR-FIXED-1Y-EURIBOR-6M,Sell,27600000,1.564,136.510623383,9382854.29,1
IRS_LCH_BAR_98,Swap,OG,2017-10-27,2017-10-27,2025-10-31,EUR-FIXED-1Y-EURIBOR-6M,Sell,79200000,0.634,106.1404278,4147438.22,1
IRS_LCH_BAR_99,Swap,OG,2017-10-30,2017-10-30,2030-11-01,EUR-FIXED-1Y-EURIBOR-6M,Sell,46300000,1.135,115.26690307,6311066.12,1
IRS_LCH_BNP_03,Swap,OG,2019-06-06,2019-06-06,2029-06-10,EUR-FIXED-1Y-EURIBOR-6M,Sell,42800000,0.2995,106.111796779,1990690.89,1
IRS_LCH_BNP_04,Swap,OG,2019-06-06,2019-06-06,2029-06-10,EUR-FIXED-1Y-EURIBOR-6M,Sell,31500000,0.30376,106.150768599,1477387.41,1
IRS_LCH_BNP_05,Swap,OG,2019-06-06,2019-06-06,2029-06-10,EUR-FIXED-1Y-EURIBOR-6M,Sell,39500000,0.283,105.960849585,1777578.90000001,1
IRS_LCH_BNP_06,Swap,OG,2019-06-11,2019-06-11,2029-06-13,EUR-FIXED-1Y-EURIBOR-6M,Sell,46200000,0.283,105.962507042,2076413.37,1
IRS_LCH_BNP_07,Swap,OG,2019-06-11,2019-06-11,2029-06-13,EUR-FIXED-1Y-EURIBOR-6M,Sell,4.8e+07,0.2846,105.977153457,2164342.88,1
IRS_LCH_BNP_08,Swap,OG,2019-06-12,2019-06-12,2029-06-14,EUR-FIXED-1Y-EURIBOR-6M,Sell,54600000,0.27043,105.848242802,2391284.83,1
IRS_LCH_BNP_09,Swap,OG,2019-06-12,2019-06-12,2029-06-14,EUR-FIXED-1Y-EURIBOR-6M,Sell,66500000,0.2655,105.803099324,2882441.88,1
IRS_LCH_BNP_10,Swap,OG,2019-06-12,2019-06-12,2029-06-14,EUR-FIXED-1Y-EURIBOR-6M,Sell,75900000,0.272,105.862619123,3335060.31,1
IRS_LCH_BNP_11,Swap,OG,2019-09-11,2019-09-11,2044-09-13,EUR-FIXED-1Y-EURIBOR-6M,Sell,57500000,0.318,108.799522305,3591822.76,1
IRS_LCH_BNP_12,Swap,OG,2019-09-11,2019-09-11,2038-09-13,EUR-FIXED-1Y-EURIBOR-6M,Buy,-7.5e+07,0.255,106.040556522,-2944075.57000001,1
IRS_LCH_BNP_13,Swap,OG,2019-09-11,2019-09-11,2037-09-13,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2.75e+08,0.234,105.635370697,-9908182.79000002,1
IRS_LCH_BNP_14,Swap,OG,2019-09-11,2019-09-11,2044-09-13,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.01e+08,0.32,108.848864053,12654939.94,1
IRS_LCH_BNP_15,Swap,OG,2019-09-12,2019-09-12,2038-09-16,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.3e+08,0.205,105.109504114,-3896505.58,1
IRS_LCH_BNP_16,Swap,OG,2019-09-12,2019-09-12,2044-09-16,EUR-FIXED-1Y-EURIBOR-6M,Sell,99900000,0.266,107.519158922,4964404.62,1
IRS_LCH_BNP_17,Swap,OG,2019-09-13,2019-09-13,2066-09-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.5e+07,0.336,122.695808625,3013202.48,1
IRS_LCH_BNP_18,Swap,OG,2019-09-13,2019-09-13,2037-09-17,EUR-FIXED-1Y-EURIBOR-6M,Buy,-3.7e+07,0.315,107.062440739,-1858675.92,1
IRS_LCH_BNP_19,Swap,OG,2019-09-13,2019-09-13,2038-09-17,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+08,0.34,107.624137823,-8253409.17999998,1
IRS_LCH_BNP_20,Swap,OG,2019-09-13,2019-09-13,2044-09-17,EUR-FIXED-1Y-EURIBOR-6M,Sell,115700000,0.402,110.879207155,9626778.77000001,1
IRS_LCH_BNP_21,Swap,OG,2019-09-16,2019-09-16,2037-09-18,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.48e+08,0.325,107.238938879,-7687107.56,1
IRS_LCH_BNP_22,Swap,OG,2019-09-16,2019-09-16,2044-09-18,EUR-FIXED-1Y-EURIBOR-6M,Sell,108400000,0.4065,110.990305999,9132987.60000001,1
IRS_LCH_BNP_23,Swap,OG,2019-09-24,2019-09-24,2044-09-26,EUR-FIXED-1Y-EURIBOR-6M,Sell,7.6e+07,0.191,105.674508606,2350540.30000001,1
IRS_LCH_BNP_24,Swap,OG,2019-09-24,2019-09-24,2038-09-26,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1e+08,0.145,103.989266459,-1844525.55,1
IRS_LCH_BNP_25,Swap,OG,2019-09-25,2019-09-25,2044-09-27,EUR-FIXED-1Y-EURIBOR-6M,Sell,114500000,0.1215,103.957778455,1574449.78,1
IRS_LCH_BNP_26,Swap,OG,2019-09-25,2019-09-25,2044-09-27,EUR-FIXED-1Y-EURIBOR-6M,Sell,19100000,0.14146,104.450994474,356841.73,1
IRS_LCH_BNP_27,Swap,OG,2019-09-25,2019-09-25,2038-09-27,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2.5e+07,0.09865,103.124578565,-244741.650000002,1
IRS_LCH_BNP_28,Swap,OG,2019-09-25,2019-09-25,2044-09-27,EUR-FIXED-1Y-EURIBOR-6M,Sell,38100000,0.117,103.846582458,481534.210000001,1
IRS_LCH_BNP_29,Swap,OG,2019-09-25,2019-09-25,2038-09-27,EUR-FIXED-1Y-EURIBOR-6M,Buy,-5e+07,0.075,102.683372519,-268880.280000001,1
IRS_LCH_BNP_30,Swap,OG,2019-09-25,2019-09-25,2038-09-27,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+08,0.08,102.776650753,-946558.180000007,1
IRS_LCH_BNP_31,Swap,OG,2019-09-26,2019-09-26,2044-09-30,EUR-FIXED-1Y-EURIBOR-6M,Sell,19100000,0.1875,105.590510956,573211.91,1
IRS_LCH_BNP_32,Swap,OG,2019-09-26,2019-09-26,2038-09-30,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2.5e+07,0.1445,103.979177811,-456681.579999998,1
IRS_LCH_BNP_33,Swap,OG,2019-12-09,2019-12-09,2049-12-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,69400000,0.50762,117.209764182,9734545.14,1
IRS_LCH_BNP_34,Swap,OG,2019-12-09,2019-12-09,2035-12-11,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.25e+08,0.38262,107.878817113,-7406929.85999998,1
IRS_LCH_BNP_35,Swap,OG,2019-12-09,2019-12-09,2038-12-11,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.05e+08,0.46368,109.98198004,-8158502.28,1
IRS_LCH_BNP_36,Swap,OG,2019-12-09,2019-12-09,2049-12-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,6.9e+07,0.51468,117.421559276,9824576.87,1
IRS_LCH_BNP_37,Swap,OG,2020-03-26,2020-03-26,2025-03-30,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2e+08,-0.1615,101.7001703,-1861972.01999998,1
IRS_LCH_BNP_40,Swap,OG,2019-12-10,2019-12-10,2049-12-12,EUR-FIXED-1Y-EURIBOR-6M,Sell,3.5e+07,0.5295,117.866150746,5138646.12,1
IRS_LCH_BNP_41,Swap,OG,2020-03-27,2020-03-27,2027-03-31,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2e+08,-0.1425,102.148966776,-2129737.77000001,1
IRS_LCH_BNP_42,Swap,OG,2020-03-27,2020-03-27,2027-03-31,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1e+08,-0.1405,102.162728153,-1078630.26000001,1
IRS_MS20,Swap,OG,2016-02-11,2016-02-11,2021-02-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-5e+07,0.048,100.340946368,-140318.509999998,1
IRS_MS22,Swap,OG,2016-02-11,2016-02-11,2031-02-15,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.1e+07,0.91,113.112054934,1267156.7,1
IRS_MS23,Swap,OG,2016-02-11,2016-02-11,2031-02-15,EUR-FIXED-1Y-EURIBOR-6M,Sell,1.1e+07,0.91,113.112054934,1267156.7,1
IRS_MS24,Swap,OG,2016-02-11,2016-02-11,2021-02-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-5e+07,0.048,100.340946368,-140318.509999998,1
IRS_MS25,Swap,OG,2016-02-11,2016-02-11,2036-02-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.8e+07,1.04,118.439778015,-2974992.41,1
IRS_MS26,Swap,OG,2016-02-11,2016-02-11,2036-02-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.8e+07,1.04,118.439778015,-2974992.41,1
IRS_MS27,Swap,OG,2016-02-19,2016-02-19,2046-02-23,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+07,1.076,129.227142952,-3980239.31,1
IRS_MS28,Swap,OG,2016-02-19,2016-02-19,2046-02-23,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+07,1.076,129.227142952,-3980239.31,1
IRS_MS29,Swap,OG,2016-02-26,2016-02-26,2021-03-01,EUR-FIXED-1Y-EURIBOR-6M,Buy,-7.2e+07,0.011,100.33858133,-204329.99000001,1
IRS_MS30,Swap,OG,2016-02-26,2016-02-26,2021-03-01,EUR-FIXED-1Y-EURIBOR-6M,Buy,-7.2e+07,0.011,100.33858133,-204329.99000001,1
IRS_MS31,Swap,OG,2016-03-11,2016-03-11,2021-03-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-3e+07,0.069,100.400500005,-107502.59,1
IRS_MS32,Swap,OG,2016-03-11,2016-03-11,2021-03-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-3e+07,0.069,100.400500005,-107502.59,1
IRS_MS33,Swap,OG,2016-03-11,2016-03-11,2026-03-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2e+07,0.623,106.444340995,-1114198.55,1
IRS_MS34,Swap,OG,2016-03-11,2016-03-11,2026-03-15,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2e+07,0.623,106.444340995,-1114198.55,1
IRS_MS35,Swap,OG,2016-03-24,2016-03-24,2023-03-30,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.5e+08,0.237,102.189315214,-2579459.84,1
IRS_RABO01,Swap,OG,2011-07-26,2021-07-28,2041-07-28,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,3.69,178.420656,17892403.75,1
IRS_RABO34,Swap,OG,2015-02-26,2015-02-26,2030-02-26,EUR-FIXED-1Y-EURIBOR-6M,Sell,1e+07,0.983,113.049021062,1153620.61,1
IRS_RABO35,Swap,OG,2015-12-14,2015-12-14,2042-07-04,EUR-FIXED-1Y-EURIBOR-6M,Buy,-7.2e+07,1.53,135.239290358,-23624288.24,1
IRS_RABO36,Swap,OG,2015-12-30,2015-12-30,2040-02-28,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.9e+07,1.575,132.548178998,8787930.58,1
IRS_RABO38,Swap,OG,2015-12-30,2015-12-30,2037-12-12,EUR-FIXED-1Y-EURIBOR-6M,Sell,3e+07,1.565,129.413730742,8184657.13,1
IRS_SG01,Swap,OG,2011-06-14,2011-06-14,2035-06-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,28750000,3,147.865007873,13211559.15,1
IRS_SG02,Swap,OG,2011-06-16,2031-06-18,2051-06-18,EUR-FIXED-1Y-EURIBOR-6M,Sell,6e+07,3.25,168.349521633,38203061.66,1
IRS_SG05,Swap,OG,2013-04-22,2013-04-22,2038-04-27,EUR-FIXED-1Y-EURIBOR-6M,Sell,2e+07,2.23,142.043647863,7975015.8,1
IRS_SG08,Swap,OG,2014-10-17,2014-10-17,2023-10-21,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.9e+08,0.994,105.173253802,-8697256.30000001,1
IRS_SG09,Swap,OG,2014-10-17,2014-10-17,2037-10-21,EUR-FIXED-1Y-EURIBOR-6M,Sell,8.5e+07,1.761,132.682618205,25994291.81,1
IRS_SG10,Swap,OG,2014-10-20,2014-10-20,2028-10-22,EUR-FIXED-1Y-EURIBOR-6M,Buy,-1.25e+08,1.43,115.495725552,-17673455.74,1
IRS_SG11,Swap,OG,2014-10-20,2014-10-20,2038-10-22,EUR-FIXED-1Y-EURIBOR-6M,Sell,8e+07,1.766,134.337678667,25720321.48,1
IRS_SG12,Swap,OG,2015-11-09,2015-11-09,2040-11-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,1.642,134.974624482,8148751.61,1
IRS_SG13,Swap,OG,2015-11-09,2015-11-09,2040-11-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,1.642,134.974624482,8148751.61,1
IRS_UBS17,Swap,OG,2014-11-03,2014-11-03,2022-11-05,EUR-FIXED-1Y-EURIBOR-6M,Buy,-2.1e+08,0.811,103.212250417,-5860035.62,1
IRS_UBS18,Swap,OG,2014-11-03,2014-11-03,2037-11-05,EUR-FIXED-1Y-EURIBOR-6M,Sell,8e+07,1.734,132.264291698,24116918.66,1
IRS_UBS19,Swap,OG,2015-11-09,2015-11-09,2040-11-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,1.646,135.057825839,8169551.95,1
IRS_UBS20,Swap,OG,2015-11-09,2015-11-09,2040-11-11,EUR-FIXED-1Y-EURIBOR-6M,Sell,2.5e+07,1.646,135.057825839,8169551.95,1
