Strata Trade Type,Id Scheme,Id,MALE,DATE_OF_BIRTH,EXPIRY_DATE,TARIF_ID,INV_ACC_GUAR,INV_ACC,INV_ACC_PROXY,INV_ACC_EXP_RATE,INV_ACC_EXP_RATE_GUAR,INV_ACC_RATE_GUAR,MORT_REST,CURRENCY
Policy,OG,520416006,False,1952-04-16,2021-03-30,221,6023.69,7518.58,5916.68,0.0133,0.0124,0.0125,90,EUR
Policy,OG,520418011,False,1952-04-18,2021-03-30,221,48316.86,58133.62,45192.83,0.0133,0.0124,0.0125,90,EUR
Policy,OG,520719002,False,1952-07-19,2022-11-30,220,14834.87,0,14940.3,0.0087,0,0.03,90,EUR
Policy,OG,521225006,True,1952-12-25,2020-11-30,220,19462.85,0,19777.31,0.0087,0,0.03,90,EUR
Policy,OG,530218004,False,1953-02-18,2021-09-30,221,75762.04,0,62447.05,0.0133,0,0.0125,90,EUR
Policy,OG,530223003,False,1953-02-23,2021-06-30,221,28961.6,34785.92,24105.27,0.0133,0.0124863127092801,0.0125,90,EUR
Policy,OG,530521005,False,1953-05-21,2020-08-30,220,120433.11,0,122023.93,0.0087,0,0.03,90,EUR
Policy,OG,530904006,False,1953-09-04,2020-08-30,221,4660.55,5789.14,4464.98,0.0133,0.0124,0.0125,90,EUR
Policy,OG,530908007,False,1953-09-08,2020-08-30,221,6805.4,0,6153.51,0.0133,0,0.0125,90,EUR
Policy,OG,530924006,False,1953-09-24,2020-08-30,221,19496.75,0,18411.02,0.0133,0,0.0125,90,EUR
Policy,OG,531008001,True,1953-10-08,2021-02-28,220,7657.92,0,8711.16,0.0087,0,0.03,0,EUR
Policy,OG,531127006,False,1953-11-27,2021-02-28,220,3449.63,0,3495.64,0.0087,0,0.03,90,EUR
Policy,OG,531127007,False,1953-11-27,2021-02-28,221,8741.11,0,6761.22,0.0133,0,0.0125,90,EUR
Policy,OG,531212004,False,1953-12-12,2021-04-30,220,3942.91,0,3945.37,0.0087,0,0.03,90,EUR
Policy,OG,531223005,True,1953-12-23,2021-03-30,220,11020.61,0,11415.33,0.0087,0,0.03,0,EUR
Policy,OG,531226007,False,1953-12-26,2021-03-30,220,24441.31,0,24177.51,0.0087,0,0.03,90,EUR
Policy,OG,540103003,True,1954-01-03,2021-04-30,220,30131.63,0,31297.13,0.0087,0,0.03,90,EUR
Policy,OG,540105004,True,1954-01-05,2021-05-30,221,847.36,3607.94,762.37,0.0133,0.0104794816432646,0.0125,90,EUR
Policy,OG,540205005,False,1954-02-05,2024-01-30,221,74966.93,169722.95,61510.1,0.0133,0.0124468292001759,0.0125,90,EUR
Policy,OG,540210004,False,1954-02-10,2021-03-30,220,70756.59,233.69,78296.43,0.0087,0.0045,0.03,0,EUR
Policy,OG,540217003,False,1954-02-17,2025-04-30,221,231615.78,48951.26,210278.35,0.0133,0.0124,0.0125,90,EUR
Policy,OG,540225002,False,1954-02-25,2021-03-30,221,2474.44,2831.05,2101.24,0.0133,0.0124,0.0125,90,EUR
Policy,OG,540306001,True,1954-03-06,2021-02-28,220,34705.98,0,35565.21,0.0087,0,0.03,90,EUR
Policy,OG,540311001,True,1954-03-11,2021-07-30,220,6373.27,0,9349.93,0.0087,0,0.03,90,EUR
Policy,OG,540312004,True,1954-03-12,2021-06-30,220,51482.65,0,53999.88,0.0087,0,0.03,0,EUR
Policy,OG,540322005,False,1954-03-22,2021-07-30,220,5568.86,0,7202.7,0.0087,0,0.03,90,EUR
Policy,OG,540329004,True,1954-03-29,2021-07-30,221,557.68,2600.15,551.03,0.0097,0.0125,0.03,90,EUR
Policy,OG,540404004,True,1954-04-04,2021-08-30,220,0,32949.63,0,0,0.007,0,90,EUR
Policy,OG,540409003,True,1954-04-09,2021-09-30,221,2896.23,0,3105.2,0.0097,0,0.03,90,EUR
Policy,OG,540412005,True,1954-04-12,2021-07-30,220,16666.17,0,17583.91,0.0087,0,0.03,90,EUR
Policy,OG,540413003,True,1954-04-13,2021-04-30,220,8966.02,0,8945.14,0.0087,0,0.03,90,EUR
Policy,OG,540416006,False,1954-04-16,2021-08-30,220,18661.04,0,19047.23,0.0087,0,0.03,0,EUR
Policy,OG,540418002,False,1954-04-18,2021-07-30,220,38254.75,0,39180.46,0.0087,0,0.03,90,EUR
Policy,OG,540502008,False,1954-05-02,2021-04-30,220,15454.53,0,20532.48,0.0087,0,0.03,90,EUR
Policy,OG,540503003,True,1954-05-03,2021-04-30,221,23016.03,0,22764.68,0.0097,0,0.03,0,EUR
Policy,OG,540505010,False,1954-05-05,2021-04-30,221,15503.97,0,13617.42,0.0133,0,0.0125,90,EUR
Policy,OG,540511004,True,1954-05-11,2021-04-30,220,174337.68,0,174804.82,0.0087,0,0.03,90,EUR
Policy,OG,540516004,False,1954-05-16,2020-09-30,220,14066.01,0,14396.13,0.0087,0,0.03,90,EUR
Policy,OG,540518005,True,1954-05-18,2020-08-30,220,25141.72,0,26066,0.0087,0,0.03,90,EUR
Policy,OG,540520005,False,1954-05-20,2020-09-30,221,32981.59,0,30763.47,0.0133,0,0.0125,90,EUR
Policy,OG,540601002,False,1954-06-01,2021-05-30,220,10702.4,0,14131.32,0.0087,0,0.03,0,EUR
Policy,OG,540603002,False,1954-06-03,2021-08-30,220,34778.24,0,35627.28,0.0087,0,0.03,0,EUR
Policy,OG,540608007,True,1954-06-08,2021-08-30,221,2953.12,0,2532.29,0.0133,0,0.0125,90,EUR
Policy,OG,540620001,True,1954-06-20,2021-06-30,220,43207.9,0,44610.81,0.0087,0,0.03,90,EUR
Policy,OG,540624001,False,1954-06-24,2021-05-30,221,17514.85,0,15089.32,0.0133,0,0.0125,90,EUR
Policy,OG,540703000,False,1954-07-03,2020-10-30,221,5002.01,14450.78,5065.95,0.0133,0.0124413574907375,0.0125,90,EUR
Policy,OG,540703001,False,1954-07-03,2020-10-30,221,6545.67,19110.88,6139.85,0.0133,0.0124421207186692,0.0125,90,EUR
Policy,OG,540715002,False,1954-07-15,2021-07-30,221,582.09,719.08,531.63,0.0133,0.0124000305946487,0.0125,90,EUR
Policy,OG,540811009,False,1954-08-11,2021-08-30,221,4368.98,0,3846.75,0.0133,0,0.0125,90,EUR
Policy,OG,540813004,True,1954-08-13,2021-07-30,220,9518.28,0,13557.63,0.0087,0,0.03,0,EUR
Policy,OG,540818004,False,1954-08-18,2020-12-30,221,10477.31,0,9931.29,0.0133,0,0.0125,90,EUR
Policy,OG,540904004,True,1954-09-04,2021-08-30,220,6002.25,0,6940.07,0.0087,0,0.03,90,EUR
Policy,OG,540906004,False,1954-09-06,2020-12-30,221,23240.9,0,23569.96,0.0133,0,0.0125,90,EUR
Policy,OG,540918009,False,1954-09-18,2020-12-30,221,6751.82,11151.08,6106.23,0.0133,0.0108787787371268,0.0125,90,EUR
Policy,OG,540927007,False,1954-09-27,2021-08-30,221,34411.5,33176.99,32402.16,0.0097,0.0124,0.03,0,EUR
Policy,OG,540928002,False,1954-09-28,2021-01-30,221,0,136453.98,0,0,0.00605483919193856,0,0,EUR
Policy,OG,541109008,False,1954-11-09,2021-02-28,221,8649.96,10184.37,7497.98,0.0133,0.0124,0.0125,90,EUR
Policy,OG,541113002,False,1954-11-13,2021-02-28,220,16702.57,0,17043.62,0.0087,0,0.03,90,EUR
Policy,OG,541205001,True,1954-12-05,2021-04-30,221,52864.42,0,54131.71,0.0133,0,0.0125,90,EUR
Policy,OG,541208006,False,1954-12-08,2021-03-30,221,60337.1,0,49043.99,0.0133,0,0.0125,90,EUR
Policy,OG,541211008,False,1954-12-11,2021-04-30,221,65436.23,98106.83,53697.7,0.0133,0.0124,0.0125,90,EUR
Policy,OG,541217001,True,1954-12-17,2020-12-30,220,24905.26,0,26835.23,0.0087,0,0.03,90,EUR
Policy,OG,541220002,False,1954-12-20,2021-03-30,220,11934.06,0,12168.66,0.0087,0,0.03,0,EUR
Policy,OG,550104005,False,1955-01-04,2021-02-28,221,17533.98,0,17457.92,0.0097,0,0.03,90,EUR
Policy,OG,550210003,False,1955-02-10,2021-05-30,221,11223.88,12513.71,9699.3,0.0133,0.0124,0.0125,0,EUR
Policy,OG,550307007,False,1955-03-07,2021-06-30,221,2920.28,0,2728.93,0.0133,0,0.0125,90,EUR
Policy,OG,550307008,False,1955-03-07,2021-06-30,221,1814.53,0,1734.32,0.0133,0,0.0125,0,EUR
Policy,OG,550310008,True,1955-03-10,2021-06-30,221,2024.74,2254.8,1884.52,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550313007,False,1955-03-13,2021-06-30,221,5426.03,51920.28,20278.19,0.0133,0.011027551469291,0.0125,90,EUR
Policy,OG,550317006,True,1955-03-17,2021-04-30,221,38733.34,29753.52,34642.28,0.0133,0.0095,0.0125,90,EUR
Policy,OG,550319008,False,1955-03-19,2021-06-30,221,88201.05,0,76541.01,0.0133,0,0.0125,90,EUR
Policy,OG,550331004,False,1955-03-31,2021-04-30,220,23673.77,0,23354.79,0.0087,0,0.03,90,EUR
Policy,OG,550412007,False,1955-04-12,2021-03-30,220,71728.5,0,72931.15,0.0087,0,0.03,90,EUR
Policy,OG,550502007,False,1955-05-02,2021-08-30,221,47849.51,0,43180.82,0.0133,0,0.0125,90,EUR
Policy,OG,550506004,True,1955-05-06,2021-08-30,221,4370.64,0,3870.67,0.0133,0,0.0125,0,EUR
Policy,OG,550515008,True,1955-05-15,2021-08-30,221,6845.31,7590.12,6062.52,0.0133,0.0095,0.0125,0,EUR
Policy,OG,550601009,False,1955-06-01,2021-08-30,220,5879.63,20336.6,5621.78,0.0055,0.00846118623565395,0.03,110,EUR
Policy,OG,550601010,False,1955-06-01,2021-08-30,220,14021.72,47941.98,16085.34,0.0055,0.00845551268429047,0.04,110,EUR
Policy,OG,550605005,True,1955-06-05,2021-09-30,221,5899.35,6682.32,5174.3,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550613003,True,1955-06-13,2021-09-30,221,2535.51,3029.46,2611.47,0.0133,0.0124,0.0125,110,EUR
Policy,OG,550624004,True,1955-06-24,2021-10-30,221,35910.31,44553.3,29337.72,0.0133,0.0114837718642615,0.0125,0,EUR
Policy,OG,550704003,False,1955-07-04,2020-06-30,221,25953.8,0,22295.04,0.0133,0,0.0125,90,EUR
Policy,OG,550708006,False,1955-07-08,2022-12-30,220,11586.59,0,12293.35,0.0087,0,0.03,90,EUR
Policy,OG,550711005,False,1955-07-11,2020-06-30,221,19781.47,61563.2,18626.26,0.0133,0.0110171538354082,0.0125,0,EUR
Policy,OG,550711007,True,1955-07-11,2021-10-30,221,3954.57,0,2561.33,0.0133,0,0.0125,90,EUR
Policy,OG,550715005,False,1955-07-15,2021-10-30,221,16987.93,0,15792.22,0.0133,0,0.0125,90,EUR
Policy,OG,550721004,True,1955-07-21,2020-06-30,220,1265.41,0,1299.32,0.0087,0,0.03,0,EUR
Policy,OG,550724002,True,1955-07-24,2020-06-30,220,4836.04,0,7174.27,0.0087,0,0.03,0,EUR
Policy,OG,550726004,True,1955-07-26,2020-06-30,221,560.43,0,464.99,0.0133,0,0.0125,90,EUR
Policy,OG,550801007,False,1955-08-01,2020-07-30,221,4928.93,10126.88,4216.39,0.0133,0.0124232535588454,0.0125,0,EUR
Policy,OG,550803005,True,1955-08-03,2021-11-30,220,31223.35,0,31282.26,0.0087,0,0.03,90,EUR
Policy,OG,550807001,False,1955-08-07,2020-07-30,220,31459.64,0,37161.13,0.0087,0,0.03,90,EUR
Policy,OG,550810002,True,1955-08-10,2021-11-30,220,8711.16,0,8757.56,0.0087,0,0.03,0,EUR
Policy,OG,550811005,True,1955-08-11,2020-07-30,221,15918.98,0,13781.88,0.0133,0,0.0125,0,EUR
Policy,OG,550818006,False,1955-08-18,2020-07-30,220,5791.69,0,5900.08,0.0087,0,0.03,90,EUR
Policy,OG,550818008,False,1955-08-18,2020-07-30,220,869.67,0,934.84,0.0087,0,0.03,0,EUR
Policy,OG,550821004,False,1955-08-21,2021-11-30,221,26388.95,11547.29,27811.15,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550822008,False,1955-08-22,2020-07-30,221,13211.26,15598.19,12609.58,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550901003,False,1955-09-01,2020-08-30,221,95350.01,0,94438.06,0.0103429806981667,0,0.027105032123701,90,EUR
Policy,OG,550901004,False,1955-09-01,2020-08-30,221,44983.52,52091.45,43165.09,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550901005,False,1955-09-01,2020-08-30,221,4928.35,5876.84,5143.7,0.0133,0.0124,0.0125,0,EUR
Policy,OG,550901008,True,1955-09-01,2020-08-30,221,7008.98,8223.89,6177.32,0.0133,0.0124,0.0125,0,EUR
Policy,OG,550903008,False,1955-09-03,2020-08-30,220,22943.78,0,23510.05,0.0087,0,0.03,90,EUR
Policy,OG,550903010,False,1955-09-03,2020-08-30,221,3256.6,2780.07,3068.38,0.0133,0.0045,0.0125,90,EUR
Policy,OG,550910007,False,1955-09-10,2020-08-30,220,19829.37,0,20184.03,0.0087,0,0.03,90,EUR
Policy,OG,550910011,False,1955-09-10,2020-08-30,221,15220.87,0,13423.53,0.0133,0,0.0125,90,EUR
Policy,OG,550913007,False,1955-09-13,2020-08-30,220,15382.34,0,15685.43,0.0087,0,0.03,90,EUR
Policy,OG,550914003,False,1955-09-14,2020-08-30,220,20800.45,0,18791.44,0.0087,0,0.03,90,EUR
Policy,OG,550914005,False,1955-09-14,2020-08-30,221,14285.25,0,12186.23,0.0097,0,0.03,90,EUR
Policy,OG,550917006,True,1955-09-17,2020-08-30,220,9226.17,0,9574.16,0.0087,0,0.03,90,EUR
Policy,OG,550919004,False,1955-09-19,2020-08-30,221,36944.05,46900.96,34746.95,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550926004,False,1955-09-26,2022-03-30,221,7038.71,2627.03,5360.08,0.0133,0.0124,0.0125,90,EUR
Policy,OG,550928000,False,1955-09-28,2020-08-30,220,99401.26,0,102923.38,0.0087,0,0.03,90,EUR
Policy,OG,550929003,True,1955-09-29,2020-08-30,220,1145.43,0,1443.85,0.0087,0,0.03,0,EUR
Policy,OG,550930008,False,1955-09-30,2020-08-30,221,19699.73,2288.89,18922.22,0.0097,0.0124,0.03,90,EUR
Policy,OG,550930010,False,1955-09-30,2020-08-30,221,10134.94,1231.04,9841.75,0.0097,0.0124,0.03,90,EUR
Policy,OG,551004001,False,1955-10-04,2020-09-30,220,390.63,0,401.03,0.0087,0,0.03,90,EUR
Policy,OG,551008003,False,1955-10-08,2020-09-30,220,115176.94,0,115351.22,0.0087,0,0.03,90,EUR
Policy,OG,551008004,False,1955-10-08,2020-09-30,220,1152.6,0,1351.88,0.0087,0,0.03,0,EUR
Policy,OG,551008005,False,1955-10-08,2020-09-30,220,938.28,0,932.52,0.0087,0,0.03,0,EUR
Policy,OG,551008006,False,1955-10-08,2020-09-30,220,43547.93,0,43579.55,0.0087,0,0.03,0,EUR
Policy,OG,551008008,False,1955-10-08,2020-09-30,221,9844.24,18117.82,9256.51,0.0133,0.0115383786791126,0.0125,90,EUR
Policy,OG,551009005,False,1955-10-09,2020-09-30,220,121324.63,0,124727.66,0.0087,0,0.03,90,EUR
Policy,OG,551010005,True,1955-10-10,2020-09-30,221,31855.59,0,29045.62,0.0133,0,0.0125,0,EUR
Policy,OG,551012004,False,1955-10-12,2020-09-30,220,1678.44,0,1662.82,0.0087,0,0.03,90,EUR
Policy,OG,551013003,False,1955-10-13,2020-09-30,221,79988.62,0,82921.95,0.0133,0,0.0125,90,EUR
Policy,OG,551013004,True,1955-10-13,2020-09-30,221,3991.95,0,3306.79,0.0133,0,0.0125,90,EUR
Policy,OG,551017005,False,1955-10-17,2020-09-30,221,56227.93,70445.85,52888.93,0.0133,0.0124,0.0125,90,EUR
Policy,OG,551019006,False,1955-10-19,2020-09-30,221,1323.78,0,929.1,0.0133,0,0.0125,0,EUR
Policy,OG,551023004,False,1955-10-23,2020-09-30,221,2769.66,3333.76,2595.03,0.0133,0.0124,0.0125,90,EUR
Policy,OG,551024006,True,1955-10-24,2020-09-30,220,1128.95,0,1148.73,0.0087,0,0.03,90,EUR
Policy,OG,551025008,False,1955-10-25,2020-09-30,221,9620.55,46469.27,10088.86,0.0133,0.0107266705287172,0.0125,90,EUR
Policy,OG,551025018,False,1955-10-25,2020-09-30,220,40246.79,290.42,36661.38,0.012406,0.0045,0.03,100,EUR
Policy,OG,551026005,False,1955-10-26,2020-09-30,220,12290.25,0,12925.95,0.0087,0,0.03,90,EUR
Policy,OG,551029003,False,1955-10-29,2020-09-30,221,6153.77,64331.98,5164.77,0.0133,0.010800320975664,0.0125,0,EUR
Policy,OG,551030003,False,1955-10-30,2020-09-30,220,35820.19,0,33947.94,0.0087,0,0.03,0,EUR
Policy,OG,551103004,False,1955-11-03,2020-10-30,221,15200.52,27363.56,15751.3,0.0133,0.0124,0.0125,90,EUR
Policy,OG,551105003,False,1955-11-05,2020-10-30,221,1418,2934.21,1292.16,0.0133,0.0124218972057215,0.0125,0,EUR
Policy,OG,551105004,False,1955-11-05,2020-10-30,221,1301.3,2702.88,1189.1,0.0133,0.0124228511809625,0.0125,0,EUR
Policy,OG,551108001,False,1955-11-08,2020-10-30,221,32724.87,63934.08,30724.71,0.0133,0.0104224560516082,0.0125,90,EUR
Policy,OG,551112004,True,1955-11-12,2020-10-30,221,3672.69,0,3400.17,0.0133,0,0.0125,90,EUR
Policy,OG,551113001,False,1955-11-13,2022-05-30,221,14355.28,0,14456.03,0.0097,0,0.03,90,EUR
Policy,OG,551116001,True,1955-11-16,2020-10-30,220,33492.49,0,33624.41,0.0087,0,0.03,0,EUR
Policy,OG,551118000,True,1955-11-18,2020-10-30,221,24973.57,0,22821.3,0.0133,0,0.0125,90,EUR
Policy,OG,551119003,True,1955-11-19,2020-10-30,220,4626.12,0,5376.38,0.0087,0,0.03,90,EUR
Policy,OG,551130004,False,1955-11-30,2020-10-30,220,1445.83,0,1400.64,0.0087,0,0.03,90,EUR
Policy,OG,551201004,False,1955-12-01,2020-11-30,220,238280.54,0,238547.88,0.0087,0,0.03,90,EUR
Policy,OG,551204003,True,1955-12-04,2022-06-30,220,23966.74,0,25034.92,0.0087,0,0.03,0,EUR
Policy,OG,551204004,False,1955-12-04,2020-11-30,220,34303.83,0,35404.7,0.0087,0,0.03,90,EUR
Policy,OG,551204006,False,1955-12-04,2020-11-30,221,12589.38,14161.17,10594.28,0.0133,0.0124,0.0125,0,EUR
Policy,OG,551205007,True,1955-12-05,2020-11-30,220,3876.57,0,3884.63,0.0087,0,0.03,0,EUR
Policy,OG,551209006,True,1955-12-09,2020-11-30,221,1074.16,1333.58,955.01,0.0133,0.0105,0.0125,90,EUR
Policy,OG,551210004,False,1955-12-10,2020-11-30,220,14854.04,0,15561.64,0.0087,0,0.03,90,EUR
Policy,OG,551212002,True,1955-12-12,2020-11-30,220,239.82,0,325.13,0.0087,0,0.03,90,EUR
Policy,OG,551213006,False,1955-12-13,2020-11-30,220,19724.74,0,20379.32,0.0087,0,0.03,90,EUR
Policy,OG,551217004,False,1955-12-17,2020-11-30,221,15818.31,0,14963.12,0.0133,0,0.0125,90,EUR
Policy,OG,551221002,False,1955-12-21,2020-11-30,221,2020.95,0,2041.51,0.0133,0,0.0125,90,EUR
Policy,OG,551224002,False,1955-12-24,2020-11-30,220,2374.61,0,2380.08,0.0087,0,0.03,90,EUR
Policy,OG,551225002,True,1955-12-25,2020-11-30,221,9297.99,10906.55,8470.64,0.0133,0.0110149223173231,0.0125,90,EUR
Policy,OG,551226001,False,1955-12-26,2020-11-30,220,1415.91,0,1466.18,0.0087,0,0.03,90,EUR
Policy,OG,551229015,False,1955-12-29,2020-11-30,221,29222.28,41034.47,26934.66,0.0133,0.0124,0.0125,90,EUR
Policy,OG,560112006,False,1956-01-12,2020-12-30,221,1445.42,4797.85,1362.9,0.0133,0.00851945454734933,0.0125,90,EUR
Policy,OG,560114006,False,1956-01-14,2020-12-30,220,64616.21,0,66528.09,0.0087,0,0.03,90,EUR
Policy,OG,560115005,False,1956-01-15,2020-12-30,221,32812.53,0,28234.06,0.0133,0,0.0125,0,EUR
Policy,OG,560115006,False,1956-01-15,2020-12-30,221,90911.4,0,117906.51,0.0064,0,0.04,90,EUR
Policy,OG,560117003,False,1956-01-17,2022-07-30,221,25799.79,0,22108.09,0.0133,0,0.0125,0,EUR
Policy,OG,560130007,False,1956-01-30,2020-12-30,221,48676.29,0,44314.81,0.0133,0,0.0125,0,EUR
Policy,OG,560201007,True,1956-02-01,2021-01-30,221,21690.01,0,19145.44,0.0133,0,0.0125,90,EUR
Policy,OG,560204009,False,1956-02-04,2021-01-30,221,186243.61,0,170928.29,0.0133,0,0.0125,90,EUR
Policy,OG,560209006,False,1956-02-09,2021-01-30,220,19239.04,0,19863.43,0.0087,0,0.03,90,EUR
Policy,OG,560212008,False,1956-02-12,2021-01-30,221,57651.59,0,53881.24,0.0097,0,0.03,90,EUR
Policy,OG,560213011,False,1956-02-13,2021-01-30,221,641.71,0,636.46,0.0097,0,0.03,90,EUR
Policy,OG,560220001,False,1956-02-20,2021-01-30,221,3585.09,20856.8,2907.66,0.0133,0.0115957826704001,0.0125,90,EUR
Policy,OG,560223002,False,1956-02-23,2021-01-30,220,21456.3,0,22652.54,0.0087,0,0.03,90,EUR
Policy,OG,560224003,True,1956-02-24,2021-01-30,220,15565.32,0,15561.11,0.0087,0,0.03,90,EUR
Policy,OG,560228002,False,1956-02-28,2021-01-30,220,22930.57,0,23953.31,0.0087,0,0.03,90,EUR
Policy,OG,560228003,False,1956-02-28,2021-01-30,221,47026.51,0,47471.65,0.0097,0,0.03,90,EUR
Policy,OG,560301005,True,1956-03-01,2021-02-28,221,5067.71,0,5163.26,0.0133,0,0.0125,90,EUR
Policy,OG,560303007,True,1956-03-03,2021-02-28,220,23367,0,23414.53,0.0087,0,0.03,90,EUR
Policy,OG,560310006,False,1956-03-10,2021-02-28,221,34062.88,0,29447.85,0.0133,0,0.0125,90,EUR
Policy,OG,560311013,False,1956-03-11,2021-02-28,221,147219.54,0,138018.64,0.0133,0,0.0125,90,EUR
Policy,OG,560316006,False,1956-03-16,2021-02-28,221,2340.79,0,2301.45,0.0097,0,0.03,90,EUR
Policy,OG,560321005,False,1956-03-21,2021-02-28,221,55619.67,70601.24,73900.25,0.0064,0.0124,0.04,90,EUR
Policy,OG,560322008,False,1956-03-22,2021-02-28,221,0,297320.57,0,0,0.009,0,90,EUR
Policy,OG,560322010,False,1956-03-22,2021-02-28,221,762.37,479.84,661.22,0.0133,0.0124,0.0125,90,EUR
Policy,OG,560324007,False,1956-03-24,2021-02-28,220,44778.87,0,46345.27,0.0087,0,0.03,90,EUR
Policy,OG,560331002,True,1956-03-31,2021-02-28,221,2726.72,0,2463.09,0.0133,0,0.0125,0,EUR
Policy,OG,560402003,False,1956-04-02,2021-03-30,220,11010.65,0,11257.91,0.0087,0,0.03,90,EUR
Policy,OG,560402008,False,1956-04-02,2021-03-30,221,4077.75,5092.08,4022.45,0.0133,0.0108891077909224,0.0125,90,EUR
Policy,OG,560403007,False,1956-04-03,2021-03-30,220,473630.28,0,480633.21,0.0087,0,0.03,90,EUR
Policy,OG,560404003,False,1956-04-04,2021-03-30,220,149598.87,0,148224.25,0.0087,0,0.03,0,EUR
Policy,OG,560405002,True,1956-04-05,2021-03-30,221,71878.26,0,62756.87,0.0133,0,0.0125,90,EUR
Policy,OG,560415010,False,1956-04-15,2021-08-30,221,73402.8,0,67858.46,0.0097,0,0.03,90,EUR
Policy,OG,560418007,False,1956-04-18,2021-03-30,220,35762.39,0,36588.28,0.0087,0,0.03,90,EUR
Policy,OG,560419002,False,1956-04-19,2021-03-30,220,28708.62,0,28135.55,0.0087,0,0.03,90,EUR
Policy,OG,560423005,False,1956-04-23,2021-03-30,221,8027.91,6659.88,7469.38,0.0133,0.0045,0.0125,90,EUR
Policy,OG,560425005,False,1956-04-25,2021-03-30,221,11091.05,0,10291.61,0.0097,0,0.03,90,EUR
Policy,OG,560427007,True,1956-04-27,2021-03-30,220,7192.68,0,7336.35,0.0087,0,0.03,90,EUR
Policy,OG,560427008,True,1956-04-27,2021-03-30,221,8495.37,0,8557.76,0.0097,0,0.03,90,EUR
Policy,OG,560429005,True,1956-04-29,2021-03-30,220,4338.56,0,7490.81,0.0087,0,0.03,0,EUR
Policy,OG,560502007,True,1956-05-02,2021-04-30,221,50507.6,0,41771.07,0.0133,0,0.0125,0,EUR
Policy,OG,560504003,False,1956-05-04,2021-04-30,221,2393.31,6003.61,1992.65,0.0133,0.0124,0.0125,90,EUR
Policy,OG,560505005,True,1956-05-05,2021-04-30,220,35029.23,0,35571.88,0.0087,0,0.03,90,EUR
Policy,OG,560505006,False,1956-05-05,2021-04-30,220,1742.1,0,1767.46,0.0087,0,0.03,90,EUR
Policy,OG,560506002,False,1956-05-06,2021-04-30,221,3675.51,4348.46,3889.53,0.0133,0.0124,0.0125,0,EUR
Policy,OG,560511001,True,1956-05-11,2021-04-30,220,1540.33,0,1417.17,0.0087,0,0.03,90,EUR
Policy,OG,560511003,False,1956-05-11,2021-04-30,220,1636.25,0,1766.92,0.0087,0,0.03,90,EUR
Policy,OG,560513009,False,1956-05-13,2021-04-30,220,32736.15,0,33315.61,0.0087,0,0.03,90,EUR
Policy,OG,560518013,False,1956-05-18,2021-04-30,221,18111.4,0,15431.97,0.0097,0,0.03,0,EUR
Policy,OG,560524007,False,1956-05-24,2021-04-30,221,21585.18,24566.6,18425.4,0.0133,0.0124,0.0125,0,EUR
Policy,OG,560526009,False,1956-05-26,2021-04-30,220,7469.07,0,7904.12,0.0087,0,0.03,90,EUR
Policy,OG,560527007,False,1956-05-27,2021-04-30,221,8857.09,9825.82,7618.59,0.0133,0.0124,0.0125,0,EUR
Policy,OG,560528003,False,1956-05-28,2021-04-30,220,128198.48,0,131493.41,0.0087,0,0.03,90,EUR
Policy,OG,560528006,False,1956-05-28,2021-04-30,221,11474.91,0,10661.19,0.0133,0,0.0125,90,EUR
Policy,OG,560530001,False,1956-05-30,2021-04-30,221,20653.22,36717.88,18376.35,0.0133,0.0124,0.0125,90,EUR
Policy,OG,560607005,True,1956-06-07,2021-05-30,220,2401.05,0,2407.76,0.0087,0,0.03,90,EUR
Policy,OG,560612002,True,1956-06-12,2021-05-30,220,14399.08,0,14458.95,0.0087,0,0.03,90,EUR
Policy,OG,560616007,False,1956-06-16,2021-05-30,221,5169.8,6436.7,4848.45,0.0133,0.0124,0.0125,90,EUR
Policy,OG,560618002,False,1956-06-18,2021-05-30,221,39147.81,17324.04,36755.99,0.0111210744355815,0.0124,0.0234069650960292,90,EUR
Policy,OG,560621006,True,1956-06-21,2021-05-30,220,1737.13,0,1816.9,0.0087,0,0.03,0,EUR
Policy,OG,560621007,True,1956-06-21,2021-05-30,220,952.13,0,1049.58,0.0087,0,0.03,0,EUR
Policy,OG,560621008,False,1956-06-21,2021-05-30,221,47729.68,0,42348.88,0.0133,0,0.0125,90,EUR
Policy,OG,560630009,True,1956-06-30,2021-05-30,220,2129.39,0,2698.95,0.0087,0,0.03,90,EUR
Policy,OG,560630011,False,1956-06-30,2024-05-30,221,76146.11,0,68179.72,0.0133,0,0.0125,0,EUR
Policy,OG,560701008,True,1956-07-01,2021-06-30,221,11967.24,0,11988.44,0.0097,0,0.03,90,EUR
Policy,OG,560702007,True,1956-07-02,2021-06-30,221,3215.15,5278.67,4666.3,0.0064,0.0124,0.04,90,EUR
Policy,OG,560707010,True,1956-07-07,2021-06-30,221,17192.79,0,15877.04,0.0133,0,0.0125,90,EUR
Policy,OG,560709008,False,1956-07-09,2021-06-30,220,36377.52,0,36729.88,0.0087,0,0.03,90,EUR
