Strata Trade Type,Id Scheme,Id,MALE,DATE_OF_BIRTH,EXPIRY_DATE,TARIF_ID,INV_ACC_GUAR,INV_ACC,INV_ACC_PROXY,INV_ACC_EXP_RATE,INV_ACC_EXP_RATE_GUAR,INV_ACC_RATE_GUAR,MORT_REST,CURRENCY
Policy,OG,810404017,False,1981-04-04,2046-03-30,220,4006.58,0,4205.82,0.0087,0,0.03,0,EUR
Policy,OG,810404020,False,1981-04-04,2046-03-30,220,20191.37,0,21399.95,0.0087,0,0.03,0,EUR
Policy,OG,810406012,False,1981-04-06,2046-03-30,220,3057.62,0,2627.46,0.0087,0,0.03,0,EUR
Policy,OG,810409021,True,1981-04-09,2046-03-30,221,621.56,688.97,628.77,0.0133,0.0124,0.0125,0,EUR
Policy,OG,810409032,False,1981-04-09,2046-03-30,220,2783.04,0,2916.34,0.0087,0,0.03,0,EUR
Policy,OG,810409033,True,1981-04-09,2046-03-30,220,5666.43,0,6091.23,0.0087,0,0.03,90,EUR
Policy,OG,810409036,False,1981-04-09,2046-03-30,221,4424.6,0,3971.15,0.0097,0,0.03,90,EUR
Policy,OG,810410007,True,1981-04-10,2046-03-30,220,3244.66,0,3063.07,0.0087,0,0.03,0,EUR
Policy,OG,810410009,False,1981-04-10,2046-03-30,220,25310.94,0,25443.54,0.0087,0,0.03,90,EUR
Policy,OG,810413010,False,1981-04-13,2046-03-30,220,4097.66,0,4196.95,0.0087,0,0.03,0,EUR
Policy,OG,810413011,False,1981-04-13,2046-03-30,220,757.37,0,739.84,0.0087,0,0.03,0,EUR
Policy,OG,810413015,False,1981-04-13,2046-03-30,221,488.8,0,451.2,0.0133,0,0.0125,0,EUR
Policy,OG,810414009,True,1981-04-14,2046-03-30,220,189.2,0,223.54,0.0087,0,0.03,90,EUR
Policy,OG,810415012,True,1981-04-15,2046-03-30,221,2812.65,0,2839.51,0.0133,0,0.0125,0,EUR
Policy,OG,810416012,False,1981-04-16,2046-03-30,220,2288.45,0,2359.41,0.0087,0,0.03,90,EUR
Policy,OG,810416014,False,1981-04-16,2046-03-30,220,8133.05,0,8566.8,0.0087,0,0.03,90,EUR
Policy,OG,810418008,False,1981-04-18,2046-03-30,220,927.47,0,936.91,0.0087,0,0.03,0,EUR
Policy,OG,810423017,True,1981-04-23,2046-03-30,220,646.52,0,671.32,0.0087,0,0.03,90,EUR
Policy,OG,810424018,True,1981-04-24,2046-03-30,220,5927.9,0,6114.49,0.0087,0,0.03,0,EUR
Policy,OG,810429017,True,1981-04-29,2046-03-30,221,2274.55,2304.56,1868.95,0.0133,0.0095,0.0125,90,EUR
Policy,OG,810430015,False,1981-04-30,2046-03-30,220,2216.31,0,2392.37,0.0087,0,0.03,90,EUR
Policy,OG,810501019,False,1981-05-01,2046-04-30,220,11724.44,0,12112.79,0.0087,0,0.03,90,EUR
Policy,OG,810504012,True,1981-05-04,2046-04-30,220,2651.13,0,2868.69,0.0087,0,0.03,90,EUR
Policy,OG,810505016,False,1981-05-05,2046-04-30,220,24484.71,0,25398.17,0.0087,0,0.03,90,EUR
Policy,OG,810505017,True,1981-05-05,2046-04-30,220,9339.12,0,9985.51,0.0087,0,0.03,90,EUR
Policy,OG,810505021,False,1981-05-05,2046-04-30,221,1372.04,0,1227.7,0.0133,0,0.0125,0,EUR
Policy,OG,810506020,False,1981-05-06,2046-04-30,220,3540.9,0,3638.02,0.0087,0,0.03,0,EUR
Policy,OG,810506024,False,1981-05-06,2046-04-30,221,4395.48,0,3840.2,0.0133,0,0.0125,90,EUR
Policy,OG,810508013,False,1981-05-08,2046-04-30,220,9910.2,0,9820.99,0.0087,0,0.03,90,EUR
Policy,OG,810508014,True,1981-05-08,2043-04-30,221,118,0,109.67,0.0133,0,0.0125,0,EUR
Policy,OG,810508015,False,1981-05-08,2046-04-30,221,2503.04,3042.65,2504.08,0.0133,0.0119161780027279,0.0125,90,EUR
Policy,OG,810511016,False,1981-05-11,2046-04-30,221,173.35,1026.94,166.63,0.0133,0.0124269227023974,0.0125,0,EUR
Policy,OG,810512012,True,1981-05-12,2046-04-30,220,3211.01,0,3588.55,0.0087,0,0.03,90,EUR
Policy,OG,810514011,False,1981-05-14,2046-04-30,220,7293.81,0,7351.8,0.0087,0,0.03,90,EUR
Policy,OG,810514013,False,1981-05-14,2046-04-30,220,12148.26,0,12580.48,0.0087,0,0.03,90,EUR
Policy,OG,810514015,True,1981-05-14,2046-04-30,221,2083.76,2525.07,1956.66,0.0133,0.0124,0.0125,0,EUR
Policy,OG,810516006,True,1981-05-16,2046-04-30,220,9987.1,0,10204.6,0.0087,0,0.03,90,EUR
Policy,OG,810518013,True,1981-05-18,2046-04-30,221,2733.35,0,2502.18,0.0133,0,0.0125,90,EUR
Policy,OG,810521018,True,1981-05-21,2046-04-30,220,5583.47,0,5701.41,0.0087,0,0.03,90,EUR
Policy,OG,810521019,False,1981-05-21,2046-04-30,220,3900.23,0,4067.98,0.0087,0,0.03,90,EUR
Policy,OG,810522010,False,1981-05-22,2046-04-30,220,1179.02,0,1291.86,0.0087,0,0.03,0,EUR
Policy,OG,810524016,False,1981-05-24,2046-04-30,220,1162.81,0,1211.28,0.0087,0,0.03,90,EUR
Policy,OG,810525017,True,1981-05-25,2046-04-30,220,4533.07,0,4794.73,0.0087,0,0.03,90,EUR
Policy,OG,810525025,True,1981-05-25,2046-04-30,221,1438.88,0,1266.41,0.0133,0,0.0125,90,EUR
Policy,OG,810527023,True,1981-05-27,2046-04-30,221,1504.5,0,1426.23,0.0097,0,0.03,90,EUR
Policy,OG,810531010,False,1981-05-31,2046-04-30,220,4131.23,0,4043.86,0.0087,0,0.03,90,EUR
Policy,OG,810531014,False,1981-05-31,2046-04-30,221,1073.87,0,1183.66,0.0097,0,0.03,90,EUR
Policy,OG,810601014,False,1981-06-01,2046-05-30,220,1780.56,0,1869.52,0.0087,0,0.03,90,EUR
Policy,OG,810602016,False,1981-06-02,2046-05-30,220,8988.85,0,9317.75,0.0087,0,0.03,90,EUR
Policy,OG,810606017,False,1981-06-06,2046-05-30,220,7625.34,0,8129.95,0.0087,0,0.03,90,EUR
Policy,OG,810607004,False,1981-06-07,2046-05-30,220,2175.16,0,2304.68,0.0087,0,0.03,90,EUR
Policy,OG,810607006,False,1981-06-07,2046-05-30,220,4051.11,0,4127.96,0.0087,0,0.03,0,EUR
Policy,OG,810607008,False,1981-06-07,2046-05-30,220,4761.61,0,4847.12,0.0087,0,0.03,90,EUR
Policy,OG,810607011,True,1981-06-07,2046-05-30,221,1523.17,0,1492.1,0.0133,0,0.0125,90,EUR
Policy,OG,810610008,False,1981-06-10,2046-05-30,220,6107.39,0,6177.42,0.0087,0,0.03,0,EUR
Policy,OG,810610013,True,1981-06-10,2046-05-30,220,18149.98,0,18662.74,0.0087,0,0.03,90,EUR
Policy,OG,810610014,True,1981-06-10,2046-05-30,220,1021.66,0,1067.64,0.0087,0,0.03,0,EUR
Policy,OG,810610017,True,1981-06-10,2046-05-30,221,777.53,0,730.94,0.0133,0,0.0125,90,EUR
Policy,OG,810610018,True,1981-06-10,2046-05-30,221,1662.6,0,1591.58,0.0133,0,0.0125,90,EUR
Policy,OG,810611015,False,1981-06-11,2046-05-30,220,425.65,0,778.01,0.0087,0,0.03,90,EUR
Policy,OG,810611016,False,1981-06-11,2046-05-30,220,4345.42,0,5745.76,0.0087,0,0.03,90,EUR
Policy,OG,810617014,True,1981-06-17,2046-05-30,220,537.46,0,552.07,0.0087,0,0.03,0,EUR
Policy,OG,810618015,False,1981-06-18,2046-05-30,220,8178.2,0,8578.26,0.0087,0,0.03,0,EUR
Policy,OG,810618016,False,1981-06-18,2046-05-30,220,1858.53,0,1803,0.0087,0,0.03,90,EUR
Policy,OG,810618017,True,1981-06-18,2046-05-30,221,649.06,1119.34,652.85,0.0133,0.0105631086175782,0.0125,0,EUR
Policy,OG,810620016,True,1981-06-20,2046-05-30,220,7426.77,0,7825.05,0.0087,0,0.03,90,EUR
Policy,OG,810620017,False,1981-06-20,2046-05-30,220,367.53,0,398.2,0.0087,0,0.03,0,EUR
Policy,OG,810620020,False,1981-06-20,2046-05-30,221,0,2478.48,0,0,0.0122542041896646,0,0,EUR
Policy,OG,810620021,True,1981-06-20,2046-05-30,221,1528.41,0,1513,0.0133,0,0.0125,90,EUR
Policy,OG,810621014,True,1981-06-21,2046-05-30,220,9921.34,0,10763.34,0.0087,0,0.03,0,EUR
Policy,OG,810622009,False,1981-06-22,2046-05-30,220,927.01,0,878.88,0.0087,0,0.03,90,EUR
Policy,OG,810623018,True,1981-06-23,2046-05-30,220,2126.09,0,2209.41,0.0087,0,0.03,90,EUR
Policy,OG,810628015,False,1981-06-28,2046-05-30,220,1201.79,0,1219.11,0.0087,0,0.03,90,EUR
Policy,OG,810629016,False,1981-06-29,2046-05-30,220,22110.93,0,22401.25,0.0087,0,0.03,0,EUR
Policy,OG,810629018,False,1981-06-29,2046-05-30,220,10130.98,0,10327.75,0.0087,0,0.03,90,EUR
Policy,OG,810629020,False,1981-06-29,2046-05-30,220,10620.14,0,9740.05,0.0087,0,0.03,90,EUR
Policy,OG,810701014,True,1981-07-01,2046-06-30,220,1276.68,0,1289.78,0.0087,0,0.03,90,EUR
Policy,OG,810701018,False,1981-07-01,2046-06-30,221,2350.48,0,2214.61,0.0133,0,0.0125,90,EUR
Policy,OG,810702013,False,1981-07-02,2046-06-30,220,5144.96,0,5718.2,0.0087,0,0.03,90,EUR
Policy,OG,810704008,False,1981-07-04,2046-06-30,220,5415.59,0,5234.35,0.0087,0,0.03,90,EUR
Policy,OG,810704010,False,1981-07-04,2046-06-30,220,1693.71,0,1796.3,0.0087,0,0.03,0,EUR
Policy,OG,810705021,False,1981-07-05,2046-06-30,220,9746.56,0,10021.35,0.0087,0,0.03,90,EUR
Policy,OG,810706013,False,1981-07-06,2046-06-30,220,11621.87,0,11903.63,0.0087,0,0.03,90,EUR
Policy,OG,810706017,False,1981-07-06,2046-06-30,221,4242.23,0,3692.67,0.0133,0,0.0125,90,EUR
Policy,OG,810708013,True,1981-07-08,2046-06-30,220,24862.64,0,24756.72,0.0087,0,0.03,90,EUR
Policy,OG,810709015,False,1981-07-09,2046-06-30,220,1410.4,0,1435.53,0.0087,0,0.03,0,EUR
Policy,OG,810714019,True,1981-07-14,2046-06-30,220,5988.51,0,6122.13,0.0087,0,0.03,90,EUR
Policy,OG,810720017,False,1981-07-20,2046-06-30,220,554.59,0,542.58,0.0087,0,0.03,90,EUR
Policy,OG,810721023,True,1981-07-21,2046-06-30,220,2364.39,0,2391.15,0.0087,0,0.03,0,EUR
Policy,OG,810722008,False,1981-07-22,2046-06-30,220,12569.37,0,12583.64,0.0087,0,0.03,0,EUR
Policy,OG,810722009,True,1981-07-22,2046-06-30,220,4413.54,0,4725.25,0.0087,0,0.03,0,EUR
Policy,OG,810722012,True,1981-07-22,2043-06-30,221,244.64,0,219.25,0.0133,0,0.0125,0,EUR
Policy,OG,810723011,False,1981-07-23,2046-06-30,220,4876.68,0,4999.9,0.0087,0,0.03,90,EUR
Policy,OG,810723013,False,1981-07-23,2046-06-30,220,3453.7,0,3534.57,0.0087,0,0.03,0,EUR
Policy,OG,810723015,False,1981-07-23,2046-06-30,220,544.39,0,521.92,0.0087,0,0.03,90,EUR
Policy,OG,810723017,False,1981-07-23,2046-06-30,220,7024.25,0,7259.08,0.0087,0,0.03,90,EUR
Policy,OG,810725011,True,1981-07-25,2046-06-30,220,10339.05,0,10757.82,0.0087,0,0.03,0,EUR
Policy,OG,810727011,True,1981-07-27,2046-06-30,220,531.38,0,554.33,0.0087,0,0.03,0,EUR
Policy,OG,810728014,False,1981-07-28,2046-06-30,220,19343.33,0,19302.69,0.0087,0,0.03,90,EUR
Policy,OG,810728016,False,1981-07-28,2046-06-30,221,780.72,0,702.75,0.0133,0,0.0125,0,EUR
Policy,OG,810729016,True,1981-07-29,2046-06-30,221,263.62,0,271.57,0.0133,0,0.0125,0,EUR
Policy,OG,810731013,True,1981-07-31,2046-06-30,220,1675.89,0,2271.25,0.0087,0,0.03,90,EUR
Policy,OG,810802013,False,1981-08-02,2046-07-30,220,17497.55,0,17932.62,0.0087,0,0.03,90,EUR
Policy,OG,810802018,False,1981-08-02,2046-07-30,221,1253.3,0,1154.47,0.0133,0,0.0125,0,EUR
Policy,OG,810803006,True,1981-08-03,2046-07-30,220,1577.63,0,1603.02,0.0087,0,0.03,0,EUR
Policy,OG,810805014,True,1981-08-05,2046-07-30,220,415.41,0,423.34,0.0087,0,0.03,0,EUR
Policy,OG,810805016,True,1981-08-05,2046-07-30,220,461.34,0,509.78,0.0087,0,0.03,0,EUR
Policy,OG,810805018,False,1981-08-05,2046-07-30,221,1361.64,0,1203.76,0.0133,0,0.0125,0,EUR
Policy,OG,810806014,False,1981-08-06,2046-07-30,220,3986.9,0,4208.96,0.0087,0,0.03,0,EUR
Policy,OG,810806020,True,1981-08-06,2046-07-30,221,372.44,0,328.89,0.0133,0,0.0125,0,EUR
Policy,OG,810807018,False,1981-08-07,2046-07-30,221,1881.91,2097.76,1555.36,0.0133,0.0124,0.0125,90,EUR
Policy,OG,810809012,True,1981-08-09,2046-07-30,220,1169.88,0,1082.18,0.0087,0,0.03,90,EUR
Policy,OG,810809018,False,1981-08-09,2046-07-30,220,14734.1,0,14748.04,0.0087,0,0.03,90,EUR
Policy,OG,810810009,True,1981-08-10,2046-07-30,220,4337.35,0,6793.49,0.0087,0,0.03,90,EUR
Policy,OG,810811016,False,1981-08-11,2046-07-30,220,10506.31,0,10825.47,0.0087,0,0.03,90,EUR
Policy,OG,810811017,True,1981-08-11,2046-07-30,220,2551.29,0,2596.39,0.0087,0,0.03,90,EUR
Policy,OG,810811019,True,1981-08-11,2046-07-30,220,2596.05,0,2421.11,0.0087,0,0.03,90,EUR
Policy,OG,810811020,False,1981-08-11,2046-07-30,220,6364.16,0,6588.95,0.0087,0,0.03,0,EUR
Policy,OG,810813018,False,1981-08-13,2046-07-30,220,15676.52,0,16241.6,0.0087,0,0.03,90,EUR
Policy,OG,810813022,True,1981-08-13,2046-07-30,221,1028.6,1368.76,940.65,0.0097,0.009,0.03,0,EUR
Policy,OG,810817007,True,1981-08-17,2046-07-30,220,2152.68,0,2218.11,0.0087,0,0.03,0,EUR
Policy,OG,810817013,False,1981-08-17,2046-07-30,221,37.82,219.03,26.68,0.0097,0.0112904122722915,0.03,90,EUR
Policy,OG,810820013,False,1981-08-20,2046-07-30,220,977.34,0,1020.65,0.0087,0,0.03,0,EUR
Policy,OG,810820014,False,1981-08-20,2046-07-30,220,210.36,0,214.44,0.0087,0,0.03,0,EUR
Policy,OG,810820016,False,1981-08-20,2046-07-30,220,9822.59,0,9941.17,0.0087,0,0.03,0,EUR
Policy,OG,810821017,True,1981-08-21,2046-07-30,220,17529.12,0,19451.21,0.0087,0,0.03,0,EUR
Policy,OG,810823009,True,1981-08-23,2046-07-30,220,2846.07,0,2826.06,0.0087,0,0.03,90,EUR
Policy,OG,810825013,True,1981-08-25,2046-07-30,221,1476.93,0,1326.63,0.0133,0,0.0125,0,EUR
Policy,OG,810829024,True,1981-08-29,2046-07-30,220,14668.49,0,14580.7,0.0087,0,0.03,90,EUR
Policy,OG,810901019,True,1981-09-01,2046-08-30,220,3943.07,0,4089.41,0.0087,0,0.03,0,EUR
Policy,OG,810902014,True,1981-09-02,2046-08-30,220,9840.82,0,10293.67,0.0087,0,0.03,0,EUR
Policy,OG,810902017,False,1981-09-02,2046-08-30,220,7939.45,0,8205.44,0.0087,0,0.03,90,EUR
Policy,OG,810902020,False,1981-09-02,2046-08-30,221,1329.99,1451.74,1341.41,0.0133,0.0124,0.0125,90,EUR
Policy,OG,810904013,False,1981-09-04,2046-08-30,220,853.27,0,925.72,0.0087,0,0.03,90,EUR
Policy,OG,810906012,False,1981-09-06,2046-08-30,220,6984.68,0,6983.3,0.0087,0,0.03,90,EUR
Policy,OG,810906013,True,1981-09-06,2046-08-30,220,1230.7,0,1220.88,0.0087,0,0.03,90,EUR
Policy,OG,810906014,False,1981-09-06,2046-08-30,221,7484.97,0,7050.12,0.0133,0,0.0125,90,EUR
Policy,OG,810908009,False,1981-09-08,2046-08-30,220,5409.46,0,5456.37,0.0087,0,0.03,0,EUR
Policy,OG,810911021,False,1981-09-11,2046-08-30,220,12155.79,0,12646.54,0.0087,0,0.03,90,EUR
Policy,OG,810913015,True,1981-09-13,2046-08-30,220,9657.65,0,10121.01,0.0087,0,0.03,0,EUR
Policy,OG,810915014,True,1981-09-15,2046-08-30,220,3991.11,0,3878.13,0.0087,0,0.03,90,EUR
Policy,OG,810915019,False,1981-09-15,2046-08-30,221,175.42,0,165.51,0.0133,0,0.0125,0,EUR
Policy,OG,810916022,False,1981-09-16,2046-08-30,220,3638.16,0,3814.69,0.0087,0,0.03,90,EUR
Policy,OG,810916023,False,1981-09-16,2046-08-30,221,3889.16,0,3926.19,0.0133,0,0.0125,90,EUR
Policy,OG,810920021,False,1981-09-20,2046-08-30,220,16345.28,0,16959.29,0.0087,0,0.03,0,EUR
Policy,OG,810921015,False,1981-09-21,2046-08-30,220,5377.41,0,5660.54,0.0087,0,0.03,0,EUR
Policy,OG,810922030,True,1981-09-22,2046-08-30,221,539.22,1247.89,428.11,0.0097,0.00945818221157314,0.03,0,EUR
Policy,OG,810924013,True,1981-09-24,2046-08-30,220,4310.24,0,4709.23,0.0087,0,0.03,0,EUR
Policy,OG,810927014,False,1981-09-27,2046-08-30,220,9803.94,0,10313.54,0.0087,0,0.03,90,EUR
Policy,OG,810927016,True,1981-09-27,2046-08-30,221,3242.84,0,3053.71,0.011364019193053,0,0.0221657426540176,0,EUR
Policy,OG,810928012,False,1981-09-28,2046-08-30,220,3837.94,0,3864.73,0.0087,0,0.03,0,EUR
Policy,OG,810928013,True,1981-09-28,2046-08-30,221,1086.49,1193.49,952.06,0.0133,0.0124,0.0125,90,EUR
Policy,OG,810929007,False,1981-09-29,2046-08-30,220,1908.55,0,1858.54,0.0087,0,0.03,90,EUR
Policy,OG,810929008,False,1981-09-29,2046-08-30,220,5070.38,0,5290.82,0.0087,0,0.03,0,EUR
Policy,OG,810929014,False,1981-09-29,2046-08-30,221,1947.06,3803.9,1746.26,0.0097,0.0077335353190147,0.03,0,EUR
Policy,OG,811003012,False,1981-10-03,2046-09-30,220,213.31,0,341.51,0.0087,0,0.03,90,EUR
Policy,OG,811005013,False,1981-10-05,2046-09-30,220,5451.2,0,5778.15,0.0087,0,0.03,0,EUR
Policy,OG,811006014,True,1981-10-06,2046-09-30,220,440.91,0,468.11,0.0087,0,0.03,90,EUR
Policy,OG,811007012,True,1981-10-07,2046-09-30,220,8206.33,0,8187.13,0.0087,0,0.03,90,EUR
Policy,OG,811010016,True,1981-10-10,2046-09-30,220,2512.37,0,2485.14,0.0087,0,0.03,90,EUR
Policy,OG,811010017,True,1981-10-10,2046-09-30,220,2096.41,0,2095.51,0.0087,0,0.03,90,EUR
Policy,OG,811013008,False,1981-10-13,2046-09-30,220,2940.25,0,3309.5,0.0087,0,0.03,90,EUR
Policy,OG,811013009,False,1981-10-13,2046-09-30,220,3380.68,0,3732.11,0.0087,0,0.03,90,EUR
Policy,OG,811014020,True,1981-10-14,2046-09-30,220,5601.84,0,5713.76,0.0087,0,0.03,90,EUR
Policy,OG,811018014,False,1981-10-18,2046-09-30,220,4326.46,0,4499.1,0.0087,0,0.03,0,EUR
Policy,OG,811023010,True,1981-10-23,2046-09-30,220,405.32,0,429.99,0.0087,0,0.03,0,EUR
Policy,OG,811025013,False,1981-10-25,2043-09-30,221,8006.37,0,7848.14,0.0133,0,0.0125,90,EUR
Policy,OG,811026016,True,1981-10-26,2046-09-30,220,5051.01,0,5231.8,0.0087,0,0.03,90,EUR
Policy,OG,811026017,False,1981-10-26,2046-09-30,220,4298.92,0,4499.68,0.0087,0,0.03,90,EUR
Policy,OG,811026018,False,1981-10-26,2046-09-30,220,2829.34,0,3089.25,0.0087,0,0.03,0,EUR
Policy,OG,811028021,True,1981-10-28,2046-09-30,220,4900.67,0,4924.99,0.0087,0,0.03,90,EUR
Policy,OG,811028025,False,1981-10-28,2046-09-30,220,3453,0,3656.83,0.0087,0,0.03,0,EUR
Policy,OG,811028028,False,1981-10-28,2046-09-30,221,1065.5,2916.49,1079,0.0133,0.0124306913447329,0.0125,0,EUR
Policy,OG,811029017,True,1981-10-29,2046-09-30,220,6253.62,0,6362.23,0.0087,0,0.03,0,EUR
Policy,OG,811030015,True,1981-10-30,2046-09-30,220,2889.68,0,3036.19,0.0087,0,0.03,0,EUR
Policy,OG,811031019,True,1981-10-31,2046-09-30,220,5530.01,0,7293.34,0.0087,0,0.03,90,EUR
Policy,OG,811031022,False,1981-10-31,2046-09-30,220,4805.45,0,4916.07,0.0087,0,0.03,90,EUR
Policy,OG,811102016,False,1981-11-02,2046-10-30,220,781.45,0,799.45,0.0087,0,0.03,0,EUR
Policy,OG,811103012,False,1981-11-03,2046-10-30,220,5239.44,0,5212.39,0.0087,0,0.03,0,EUR
Policy,OG,811104016,False,1981-11-04,2046-10-30,220,1163.11,0,1275.74,0.0087,0,0.03,90,EUR
Policy,OG,811105008,False,1981-11-05,2046-10-30,220,16382.1,0,16926.61,0.0087,0,0.03,0,EUR
Policy,OG,811105019,False,1981-11-05,2046-10-30,221,271.84,0,287.15,0.0133,0,0.0125,0,EUR
Policy,OG,811105020,False,1981-11-05,2046-10-30,221,1141.51,0,1147.09,0.0133,0,0.0125,0,EUR
Policy,OG,811111017,True,1981-11-11,2046-10-30,220,1364.97,0,1293.36,0.0087,0,0.03,90,EUR
Policy,OG,811114008,False,1981-11-14,2043-10-30,221,3228.94,0,3188.15,0.0133,0,0.0125,0,EUR
Policy,OG,811114015,True,1981-11-14,2046-10-30,220,1322.11,0,1372.47,0.0087,0,0.03,0,EUR
Policy,OG,811116025,False,1981-11-16,2046-10-30,221,715.33,0,648.8,0.0133,0,0.0125,0,EUR
Policy,OG,811117011,False,1981-11-17,2046-10-30,220,7186.11,0,7515.22,0.0087,0,0.03,90,EUR
Policy,OG,811119023,False,1981-11-19,2046-10-30,221,215.26,0,221.71,0.0133,0,0.0125,90,EUR
Policy,OG,811120011,False,1981-11-20,2046-10-30,220,148.82,0,147.82,0.0087,0,0.03,0,EUR
Policy,OG,811125017,True,1981-11-25,2046-10-30,220,2837.4,0,2877.67,0.0087,0,0.03,90,EUR
Policy,OG,811125019,True,1981-11-25,2046-10-30,220,7566.63,0,7922.08,0.0087,0,0.03,90,EUR
Policy,OG,811127016,True,1981-11-27,2046-10-30,220,4759.56,0,4831.55,0.0087,0,0.03,90,EUR
Policy,OG,811128010,False,1981-11-28,2046-10-30,220,3501.29,0,3549.97,0.0087,0,0.03,90,EUR
Policy,OG,811129005,True,1981-11-29,2046-10-30,220,9195.75,0,9361.94,0.0087,0,0.03,90,EUR
Policy,OG,811201012,True,1981-12-01,2046-11-30,220,3096.57,0,3199.01,0.0087,0,0.03,90,EUR
Policy,OG,811201013,True,1981-12-01,2046-11-30,221,161.45,0,151.92,0.0133,0,0.0125,0,EUR
Policy,OG,811201014,True,1981-12-01,2046-11-30,221,1330.8,0,1160.81,0.0133,0,0.0125,90,EUR
Policy,OG,811202018,True,1981-12-02,2046-11-30,220,1451.28,0,1506.2,0.0087,0,0.03,90,EUR
Policy,OG,811202019,False,1981-12-02,2046-11-30,220,4407.79,0,4359.9,0.0087,0,0.03,90,EUR
Policy,OG,811204029,False,1981-12-04,2046-11-30,221,378.95,1308.86,372.9,0.0097,0.00842138731415125,0.03,90,EUR
Policy,OG,811204030,False,1981-12-04,2046-11-30,221,299.51,0,314.77,0.0133,0,0.0125,90,EUR
Policy,OG,811205010,False,1981-12-05,2046-11-30,220,857.17,0,899.01,0.0087,0,0.03,0,EUR
Policy,OG,811207012,True,1981-12-07,2046-11-30,220,4153.78,0,4083.35,0.0087,0,0.03,90,EUR
Policy,OG,811207013,True,1981-12-07,2043-11-30,221,313.58,0,258.63,0.0133,0,0.0125,0,EUR
Policy,OG,811209017,True,1981-12-09,2046-11-30,221,882.94,0,591.5,0.0097,0,0.03,0,EUR
Policy,OG,811210020,False,1981-12-10,2046-11-30,220,4628.61,0,4909.92,0.0087,0,0.03,0,EUR
Policy,OG,811213011,False,1981-12-13,2046-11-30,221,1365.64,0,1381.67,0.0133,0,0.0125,0,EUR
Policy,OG,811213012,True,1981-12-13,2046-11-30,221,808.41,886.17,760.33,0.0133,0.0124,0.0125,0,EUR
Policy,OG,811220008,False,1981-12-20,2046-11-30,220,11675.1,0,12137.26,0.0087,0,0.03,90,EUR
Policy,OG,811221007,False,1981-12-21,2046-11-30,220,1780.29,0,1817.45,0.0087,0,0.03,90,EUR
Policy,OG,811222015,True,1981-12-22,2046-11-30,220,5918,0,6025.49,0.0087,0,0.03,90,EUR
Policy,OG,811222016,True,1981-12-22,2046-11-30,221,1839.12,0,1611.52,0.0133,0,0.0125,90,EUR
Policy,OG,811223018,False,1981-12-23,2046-11-30,220,9053.65,0,9282.71,0.0087,0,0.03,90,EUR
Policy,OG,811223020,True,1981-12-23,2046-11-30,220,463.76,0,463.35,0.0087,0,0.03,90,EUR
Policy,OG,811225000,False,1981-12-25,2046-11-30,220,11376.27,0,11945.56,0.0087,0,0.03,90,EUR
Policy,OG,811225001,False,1981-12-25,2046-11-30,220,5176.66,0,5427.49,0.0087,0,0.03,90,EUR
Policy,OG,811225002,False,1981-12-25,2046-11-30,220,2438.73,0,2601.6,0.0087,0,0.03,0,EUR
Policy,OG,811229024,True,1981-12-29,2046-11-30,220,5434.1,0,5434.19,0.0087,0,0.03,90,EUR
Policy,OG,811230016,True,1981-12-30,2046-11-30,220,3203.39,0,3531.5,0.0087,0,0.03,0,EUR
Policy,OG,811231010,True,1981-12-31,2046-11-30,220,4057.58,0,3977.92,0.0087,0,0.03,90,EUR
Policy,OG,811231013,True,1981-12-31,2046-11-30,221,548.05,0,555.73,0.0097,0,0.03,90,EUR
Policy,OG,820101010,True,1982-01-01,2046-12-30,220,1513.98,0,1909.63,0.0087,0,0.03,90,EUR
Policy,OG,820103008,False,1982-01-03,2046-12-30,220,7822.93,0,8067.72,0.0087,0,0.03,0,EUR
Policy,OG,820103010,False,1982-01-03,2046-12-30,220,3408.76,0,3571.08,0.0087,0,0.03,90,EUR
Policy,OG,820104008,False,1982-01-04,2046-12-30,220,3877.02,0,3863.28,0.0087,0,0.03,90,EUR
Policy,OG,820105013,False,1982-01-05,2046-12-30,221,2975.53,0,2631.15,0.0097,0,0.03,0,EUR
Policy,OG,820105014,False,1982-01-05,2046-12-30,221,3491.19,0,2889.49,0.0133,0,0.0125,0,EUR
Policy,OG,820106015,False,1982-01-06,2046-12-30,220,4862.58,0,4910.41,0.0087,0,0.03,90,EUR
Policy,OG,820107018,False,1982-01-07,2046-12-30,220,7030.73,0,7157.95,0.0087,0,0.03,90,EUR
Policy,OG,820107021,False,1982-01-07,2046-12-30,220,2045.98,0,2200.86,0.0087,0,0.03,0,EUR
Policy,OG,820107022,False,1982-01-07,2046-12-30,220,9439.13,0,9536.9,0.0087,0,0.03,90,EUR
Policy,OG,820107025,False,1982-01-07,2046-12-30,221,511,1148.17,488.74,0.0133,0.0108459670606269,0.0125,90,EUR
Policy,OG,820108016,False,1982-01-08,2046-12-30,221,1701.2,0,1531.42,0.0133,0,0.0125,0,EUR
Policy,OG,820109014,True,1982-01-09,2046-12-30,220,3343.8,0,3310.56,0.0087,0,0.03,90,EUR
Policy,OG,820112013,False,1982-01-12,2046-12-30,220,1650.37,0,1624.69,0.0087,0,0.03,90,EUR
Policy,OG,820115016,False,1982-01-15,2046-12-30,220,5862.99,0,6051.99,0.0087,0,0.03,90,EUR
