Id,Security Id,Security Id Scheme,Start Date,End Date,Fixed Rate,Coupon Frequency,First coupon,Currency,Notional
CH0409606354,CH0409606354,OG-Security,2018-04-17,2025-04-17,1.25,1,2018-04-17,EUR,1
CH0483180946,CH0483180946,OG-Security,2019-06-24,2027-06-24,1,1,2019-06-24,EUR,1
CH0494734418,CH0494734418,OG-Security,2019-09-10,2029-09-10,0.65,1,2019-09-10,EUR,1
CH0517825276,CH0517825276,OG-Security,2020-01-14,2028-01-14,0.65,1,2020-01-14,EUR,1
CH0520042489,CH0520042489,OG-Security,2020-01-29,2026-01-29,0.25,1,2020-01-29,EUR,1
CH0537261858,CH0537261858,OG-Security,2020-04-02,2026-04-02,3.25,1,2020-04-02,EUR,1
DE0001030211,DE0001030211,OG-Security,2020-05-20,2021-05-05,0,0,NULL,EUR,1
DE0001030302,DE0001030302,OG-Security,2020-04-29,2021-03-03,0,0,NULL,EUR,1
DE0001040228,DE0001040228,OG-Security,1998-01-19,2028-01-19,5.75,1,1998-01-19,EUR,1
DE0001040947,DE0001040947,OG-Security,2013-11-13,2023-11-13,2,1,2013-11-13,EUR,1
DE0001040970,DE0001040970,OG-Security,2014-07-18,2022-07-18,1,1,2014-07-18,EUR,1
DE0001053387,DE0001053387,OG-Security,2010-09-08,2020-09-08,2.375,1,2010-09-08,EUR,1
DE0001102341,DE0001102341,OG-Security,2014-02-28,2046-08-15,2.5,1,2014-02-28,EUR,1
DE0001102366,DE0001102366,OG-Security,2014-09-12,2024-08-15,1,1,2014-08-15,EUR,1
DE0001102382,DE0001102382,OG-Security,2015-07-17,2025-08-15,1,1,2015-07-17,EUR,1
DE0001102424,DE0001102424,OG-Security,2017-07-14,2027-08-15,0.5,1,2017-07-14,EUR,1
DE0001102432,DE0001102432,OG-Security,2017-09-22,2048-08-15,1.25,1,2017-08-15,EUR,1
DE0001102440,DE0001102440,OG-Security,2018-01-12,2028-02-15,0.5,1,2018-01-12,EUR,1
DE0001102457,DE0001102457,OG-Security,2018-07-13,2028-08-15,0.25,1,2018-07-13,EUR,1
DE0001102465,DE0001102465,OG-Security,2019-01-11,2029-02-15,0.25,1,2019-01-11,EUR,1
DE0001102473,DE0001102473,OG-Security,2019-07-12,2029-08-15,0,1,2019-07-12,EUR,1
DE0001102481,DE0001102481,OG-Security,2019-08-23,2050-08-15,0,1,2019-08-15,EUR,1
DE0001102499,DE0001102499,OG-Security,2020-01-10,2030-02-15,0,1,2020-01-10,EUR,1
DE0001104743,DE0001104743,OG-Security,2018-11-15,2020-12-11,0,1,2018-11-15,EUR,1
DE0001104800,DE0001104800,OG-Security,2020-05-28,2022-06-10,0,1,2020-05-28,EUR,1
DE0001108504,DE0001108504,OG-Security,2007-01-26,2039-07-04,0,0,NULL,EUR,1
DE0001108546,DE0001108546,OG-Security,2008-07-25,2040-07-04,0,0,NULL,EUR,1
DE0001108595,DE0001108595,OG-Security,2010-07-23,2042-07-04,0,0,NULL,EUR,1
DE0001108660,DE0001108660,OG-Security,2012-04-27,2044-07-04,0,0,NULL,EUR,1
DE0001135044,DE0001135044,OG-Security,1997-07-04,2027-07-04,6.5,1,1997-07-04,EUR,1
DE0001135069,DE0001135069,OG-Security,1998-01-23,2028-01-04,5.625,1,1998-01-04,EUR,1
DE0001135085,DE0001135085,OG-Security,1998-10-09,2028-07-04,4.75,1,1998-07-04,EUR,1
DE0001135143,DE0001135143,OG-Security,2000-01-21,2030-01-04,6.25,1,2000-01-04,EUR,1
DE0001135176,DE0001135176,OG-Security,2000-10-27,2031-01-04,5.5,1,2000-10-27,EUR,1
DE0001135226,DE0001135226,OG-Security,2003-01-31,2034-07-04,4.75,1,2003-01-31,EUR,1
DE0001135275,DE0001135275,OG-Security,2005-01-28,2037-01-04,4,1,2005-01-04,EUR,1
DE0001135325,DE0001135325,OG-Security,2007-01-26,2039-07-04,4.25,1,2007-01-26,EUR,1
DE0001135366,DE0001135366,OG-Security,2008-07-25,2040-07-04,4.75,1,2008-07-04,EUR,1
DE0001135408,DE0001135408,OG-Security,2010-04-30,2020-07-04,3,1,2010-04-30,EUR,1
DE0001135424,DE0001135424,OG-Security,2010-11-26,2021-01-04,2.5,1,2010-11-26,EUR,1
DE0001135432,DE0001135432,OG-Security,2010-07-23,2042-07-04,3.25,1,2010-07-04,EUR,1
DE0001135440,DE0001135440,OG-Security,2011-04-29,2021-07-04,3.25,1,2011-04-29,EUR,1
DE0001135465,DE0001135465,OG-Security,2011-11-25,2022-01-04,2,1,2011-11-25,EUR,1
DE0001135481,DE0001135481,OG-Security,2012-04-27,2044-07-04,2.5,1,2012-04-27,EUR,1
DE0001135499,DE0001135499,OG-Security,2012-09-07,2022-09-04,1.5,1,2012-09-04,EUR,1
DE0001137859,DE0001137859,OG-Security,2020-02-12,2020-08-05,0,0,NULL,EUR,1
DE0001137867,DE0001137867,OG-Security,2020-03-04,2020-09-09,0,0,NULL,EUR,1
DE0001137875,DE0001137875,OG-Security,2020-04-08,2020-10-07,0,0,NULL,EUR,1
DE0001141729,DE0001141729,OG-Security,2015-07-03,2020-10-16,0.25,1,2015-07-03,EUR,1
DE0001141802,DE0001141802,OG-Security,2019-07-05,2024-10-18,0,1,2019-07-05,EUR,1
DE0001142032,DE0001142032,OG-Security,1997-07-04,2027-07-04,0,0,NULL,EUR,1
DE0001142057,DE0001142057,OG-Security,1998-01-23,2028-01-04,0,0,NULL,EUR,1
DE0001142131,DE0001142131,OG-Security,2000-01-21,2030-01-04,0,0,NULL,EUR,1
DE0001142214,DE0001142214,OG-Security,2003-01-31,2034-07-04,0,0,NULL,EUR,1
DE0001142263,DE0001142263,OG-Security,2005-01-04,2037-01-04,0,0,NULL,EUR,1
DE0001346955,DE0001346955,OG-Security,1996-10-28,2026-10-28,0,0,NULL,EUR,1
DE0002760980,DE0002760980,OG-Security,2006-01-17,2021-07-04,3.5,1,2006-01-17,EUR,1
DE0004778469,DE0004778469,OG-Security,1986-04-08,2021-04-08,0,0,NULL,EUR,1
DE000A0PM5F0,DE000A0PM5F0,OG-Security,2007-10-16,2023-01-04,4.625,1,2007-10-16,EUR,1
DE000A0Z1TZ0,DE000A0Z1TZ0,OG-Security,2012-02-09,2022-02-09,2.5,1,2012-02-09,EUR,1
DE000A0Z1UA1,DE000A0Z1UA1,OG-Security,2014-04-24,2024-04-24,1.75,1,2014-04-24,EUR,1
DE000A0Z1UB9,DE000A0Z1UB9,OG-Security,2014-07-07,2021-06-22,0.6,1,2014-07-07,EUR,1
DE000A11QR73,DE000A11QR73,OG-Security,2014-07-01,2074-07-01,3.75,1,2014-07-01,EUR,1
DE000A11QTD2,DE000A11QTD2,OG-Security,2015-01-15,2025-01-15,0.625,1,2015-01-15,EUR,1
DE000A11QTG5,DE000A11QTG5,OG-Security,2015-06-23,2022-07-04,0.625,1,2015-06-23,EUR,1
DE000A12T3V4,DE000A12T3V4,OG-Security,2017-07-25,2020-07-24,0,1,2017-07-25,EUR,1
DE000A12T3X0,DE000A12T3X0,OG-Security,2017-11-15,2021-11-15,0.05,1,2017-11-15,EUR,1
DE000A13R7Z7,DE000A13R7Z7,OG-Security,2014-09-18,2099-12-31,3.375,1,2014-09-18,EUR,1
DE000A13R9G3,DE000A13R9G3,OG-Security,2015-11-05,2020-11-05,0.125,1,2015-11-05,EUR,1
DE000A13R9J7,DE000A13R9J7,OG-Security,2016-02-09,2021-11-09,0.05,1,2016-02-09,EUR,1
DE000A13SMD9,DE000A13SMD9,OG-Security,2019-02-25,2021-02-25,0.344,2,2019-02-25,EUR,1
DE000A14J2Q6,DE000A14J2Q6,OG-Security,2015-04-29,2030-04-29,0.375,1,2015-04-29,EUR,1
DE000A14J611,DE000A14J611,OG-Security,2015-04-02,2075-04-02,2.375,1,2015-04-02,EUR,1
DE000A14J9N8,DE000A14J9N8,OG-Security,2015-04-09,2045-07-07,2.241,1,2015-04-09,EUR,1
DE000A161K82,DE000A161K82,OG-Security,2016-02-03,2021-07-06,0.05,1,2016-02-03,EUR,1
DE000A161WT4,DE000A161WT4,OG-Security,2015-09-21,2020-11-16,0,4,2015-09-21,EUR,1
DE000A168Y55,DE000A168Y55,OG-Security,2016-03-09,2026-03-09,0.375,1,2016-03-09,EUR,1
DE000A169G07,DE000A169G07,OG-Security,2016-01-12,2021-01-12,0.875,1,2016-01-12,EUR,1
DE000A169G15,DE000A169G15,OG-Security,2016-01-12,2024-01-12,1.4,1,2016-01-12,EUR,1
DE000A185QA5,DE000A185QA5,OG-Security,2016-09-07,2024-09-07,0.375,1,2016-09-07,EUR,1
DE000A185QC1,DE000A185QC1,OG-Security,2016-09-07,2021-03-08,0,1,2016-09-07,EUR,1
DE000A188WW1,DE000A188WW1,OG-Security,2016-11-10,2026-11-10,0.75,1,2016-11-10,EUR,1
DE000A189ZX0,DE000A189ZX0,OG-Security,2016-12-06,2024-12-06,1.25,1,2016-12-06,EUR,1
DE000A190ND6,DE000A190ND6,OG-Security,2018-05-11,2022-05-11,0.25,1,2018-05-11,EUR,1
DE000A194DD9,DE000A194DD9,OG-Security,2018-08-09,2024-04-09,0.875,1,2018-08-09,EUR,1
DE000A194DE7,DE000A194DE7,OG-Security,2018-08-09,2027-02-09,1.5,1,2018-08-09,EUR,1
DE000A19S4U8,DE000A19S4U8,OG-Security,2017-12-06,2023-06-06,0.25,1,2017-12-06,EUR,1
DE000A19S4V6,DE000A19S4V6,OG-Security,2017-12-06,2027-12-06,0.875,1,2017-12-06,EUR,1
DE000A19UR79,DE000A19UR79,OG-Security,2018-01-15,2028-01-14,1.5,1,2018-01-15,EUR,1
DE000A19X8A4,DE000A19X8A4,OG-Security,2018-03-22,2026-03-22,1.5,1,2018-03-22,EUR,1
DE000A1ELUD7,DE000A1ELUD7,OG-Security,2011-06-15,2021-06-15,3.5,1,2011-06-15,EUR,1
DE000A1GNAH1,DE000A1GNAH1,OG-Security,2011-03-08,2041-07-08,5.75,1,2011-03-08,EUR,1
DE000A1K0FR4,DE000A1K0FR4,OG-Security,2011-08-17,2021-08-17,3.125,1,2011-08-17,EUR,1
DE000A1K0SM8,DE000A1K0SM8,OG-Security,2011-09-08,2021-09-08,3,1,2011-09-08,EUR,1
DE000A1K0UG6,DE000A1K0UG6,OG-Security,2012-01-17,2022-01-17,2.5,1,2012-01-17,EUR,1
DE000A1KQ961,DE000A1KQ961,OG-Security,2011-06-17,2021-06-17,3.375,1,2011-06-17,EUR,1
DE000A1KRA18,DE000A1KRA18,OG-Security,2011-08-23,2021-08-23,3,1,2011-08-23,EUR,1
DE000A1PGNM9,DE000A1PGNM9,OG-Security,2012-08-30,2020-08-28,1.5,1,2012-08-30,EUR,1
DE000A1PGZ58,DE000A1PGZ58,OG-Security,2012-06-13,2022-06-13,1.75,1,2012-06-13,EUR,1
DE000A1R01Z7,DE000A1R01Z7,OG-Security,2013-01-31,2023-01-31,1.75,1,2013-01-31,EUR,1
DE000A1R04X6,DE000A1R04X6,OG-Security,2014-01-24,2022-01-24,2.25,1,2014-01-24,EUR,1
DE000A1R07S9,DE000A1R07S9,OG-Security,2013-09-03,2023-08-15,2.125,1,2013-09-03,EUR,1
DE000A1RE1Q3,DE000A1RE1Q3,OG-Security,2012-10-16,2042-10-17,5.625,1,2012-10-16,EUR,1
DE000A1RQDC6,DE000A1RQDC6,OG-Security,2018-10-31,2021-06-10,0,1,2018-10-31,EUR,1
DE000A1RQDG7,DE000A1RQDG7,OG-Security,2019-07-12,2022-01-12,0,1,2019-07-12,EUR,1
DE000A1X28T1,DE000A1X28T1,OG-Security,2014-07-07,2021-06-22,0.6,1,2014-07-07,EUR,1
DE000A1X3MP3,DE000A1X3MP3,OG-Security,2013-10-11,2023-10-11,2.125,1,2013-10-11,EUR,1
DE000A1YC3L3,DE000A1YC3L3,OG-Security,2014-01-29,2021-01-29,1.5,1,2014-01-29,EUR,1
DE000A1YCQ29,DE000A1YCQ29,OG-Security,2013-10-24,2099-12-31,4.75,1,2013-10-24,EUR,1
DE000A1YCQA8,DE000A1YCQA8,OG-Security,2014-06-18,2021-06-18,1,1,2014-06-18,EUR,1
DE000A1ZZ010,DE000A1ZZ010,OG-Security,2015-04-20,2022-04-20,0.625,1,2015-04-20,EUR,1
DE000A1ZZ028,DE000A1ZZ028,OG-Security,2015-04-20,2027-04-20,1,1,2015-04-20,EUR,1
DE000A254PH6,DE000A254PH6,OG-Security,2019-11-21,2022-11-21,1.455,4,2019-11-21,EUR,1
DE000A254PM6,DE000A254PM6,OG-Security,2020-01-14,2025-02-18,0,1,2020-01-14,EUR,1
DE000A254PP9,DE000A254PP9,OG-Security,2020-02-12,2027-03-31,0,1,2020-02-12,EUR,1
DE000A289DC9,DE000A289DC9,OG-Security,2020-06-05,2027-06-05,0.25,1,2020-06-05,EUR,1
DE000A289NX4,DE000A289NX4,OG-Security,2020-05-18,2025-09-18,0.625,1,2020-05-18,EUR,1
DE000A289XJ2,DE000A289XJ2,OG-Security,2020-05-22,2026-08-22,2,1,2020-05-22,EUR,1
DE000A28VQC4,DE000A28VQC4,OG-Security,2020-04-07,2024-04-07,1.625,1,2020-04-07,EUR,1
DE000A2DAC39,DE000A2DAC39,OG-Security,2017-09-19,2020-09-18,0,1,2017-09-19,EUR,1
DE000A2DADM7,DE000A2DADM7,OG-Security,2017-02-28,2025-02-28,0.85,1,2017-02-28,EUR,1
DE000A2DAHN6,DE000A2DAHN6,OG-Security,2017-01-13,2047-07-06,3.099,1,2017-01-13,EUR,1
DE000A2DAJ57,DE000A2DAJ57,OG-Security,2017-07-04,2024-10-04,0.125,1,2017-07-04,EUR,1
DE000A2E4D26,DE000A2E4D26,OG-Security,2020-02-07,2022-02-07,0.703,4,2020-02-07,EUR,1
DE000A2E4D67,DE000A2E4D67,OG-Security,2018-03-22,2022-10-12,0.146,4,2018-03-22,EUR,1
DE000A2GSCW3,DE000A2GSCW3,OG-Security,2017-07-03,2029-07-03,1.5,1,2017-07-03,EUR,1
DE000A2GSFF1,DE000A2GSFF1,OG-Security,2017-07-07,2077-07-07,2.125,1,2017-07-07,EUR,1
DE000A2GSKL9,DE000A2GSKL9,OG-Security,2017-10-25,2022-12-15,0,1,2017-10-25,EUR,1
DE000A2GSNV2,DE000A2GSNV2,OG-Security,2018-03-21,2023-02-24,0.125,1,2018-03-21,EUR,1
DE000A2GSNW0,DE000A2GSNW0,OG-Security,2018-04-25,2025-04-23,0.375,1,2018-04-25,EUR,1
DE000A2LQN61,DE000A2LQN61,OG-Security,2019-08-15,2022-02-15,0.343,2,2019-08-15,EUR,1
DE000A2LQSN2,DE000A2LQSN2,OG-Security,2019-01-15,2029-01-15,0.75,1,2019-01-15,EUR,1
DE000A2LQSS1,DE000A2LQSS1,OG-Security,2019-03-19,2022-06-30,0,1,2019-03-19,EUR,1
DE000A2LQZK3,DE000A2LQZK3,OG-Security,2018-06-14,2021-06-14,0,1,2018-06-14,EUR,1
DE000A2NB9U4,DE000A2NB9U4,OG-Security,2019-08-28,2022-01-14,0.446,4,2019-08-28,EUR,1
DE000A2R9ZU9,DE000A2R9ZU9,OG-Security,2019-11-06,2027-05-06,0.625,1,2019-11-06,EUR,1
DE000A2RWAX4,DE000A2RWAX4,OG-Security,2019-01-15,2026-01-15,0.875,1,2019-01-15,EUR,1
DE000A2RYD83,DE000A2RYD83,OG-Security,2019-02-27,2023-02-27,0.625,1,2019-02-27,EUR,1
DE000A2RYD91,DE000A2RYD91,OG-Security,2019-02-27,2026-06-26,1.375,1,2019-02-27,EUR,1
DE000A2TSDE2,DE000A2TSDE2,OG-Security,2019-03-25,2031-03-25,1.75,1,2019-03-25,EUR,1
DE000A2TSTS8,DE000A2TSTS8,OG-Security,2019-06-13,2024-07-04,0,1,2019-06-13,EUR,1
DE000A2TSTT6,DE000A2TSTT6,OG-Security,2019-07-26,2023-01-26,0,1,2019-07-26,EUR,1
DE000A2YN041,DE000A2YN041,OG-Security,2020-01-22,2022-04-22,0.754,4,2020-01-22,EUR,1
DE000CZ302M3,DE000CZ302M3,OG-Security,2010-09-16,2020-09-16,4,1,2010-09-16,EUR,1
DE000CZ40NG4,DE000CZ40NG4,OG-Security,2018-10-23,2023-10-23,1.25,1,2018-10-23,EUR,1
DE000CZ40NM2,DE000CZ40NM2,OG-Security,2018-12-04,2021-12-06,0.5,1,2018-12-04,EUR,1
DE000LFA1248,DE000LFA1248,OG-Security,2012-07-17,2021-07-02,1.8,1,2012-07-17,EUR,1
DE000NRW0CN5,DE000NRW0CN5,OG-Security,2011-07-07,2021-07-07,3.5,1,2011-07-07,EUR,1
DE000NRW1006,DE000NRW1006,OG-Security,2007-04-30,2022-04-29,4.375,1,2007-04-30,EUR,1
DE000NRW21F1,DE000NRW21F1,OG-Security,2013-01-15,2021-01-14,1.5,1,2013-01-15,EUR,1
DE000NRW2228,DE000NRW2228,OG-Security,2013-11-26,2020-12-15,1.5,1,2013-11-26,EUR,1
DE000NWB17V0,DE000NWB17V0,OG-Security,2017-05-17,2021-05-17,0.488,4,2017-05-17,EUR,1
DE000NWB18J3,DE000NWB18J3,OG-Security,2018-08-02,2021-08-02,0,1,2018-08-02,EUR,1
DE000RLP1122,DE000RLP1122,OG-Security,2019-04-25,2021-05-31,0,1,2019-04-25,EUR,1
DE000RLP1163,DE000RLP1163,OG-Security,2020-01-15,2022-01-17,0,1,2020-01-15,EUR,1
DE000SHFM519,DE000SHFM519,OG-Security,2016-03-03,2022-03-03,0.075,4,2016-03-03,EUR,1
DK0009522732,DK0009522732,OG-Security,2019-03-28,2024-01-17,0.875,1,2019-03-28,EUR,1
DK0009525404,DK0009525404,OG-Security,2019-09-04,2024-07-10,0.125,1,2019-09-04,EUR,1
DK0009526998,DK0009526998,OG-Security,2020-01-20,2027-01-20,0.75,1,2020-01-20,EUR,1
DK0009529901,DK0009529901,OG-Security,2020-06-11,2025-07-10,0.5,1,2020-06-11,EUR,1
DK0030407986,DK0030407986,OG-Security,2017-11-28,2022-11-28,0.25,1,2017-11-28,EUR,1
ES00000120N0,ES00000120N0,OG-Security,2007-06-20,2040-07-30,4.9,1,2007-06-20,EUR,1
ES00000121S7,ES00000121S7,OG-Security,2009-09-28,2041-07-30,4.7,1,2009-09-28,EUR,1
ES0000012411,ES0000012411,OG-Security,2001-01-23,2032-07-30,5.75,1,2002-07-30,EUR,1
ES00000124H4,ES00000124H4,OG-Security,2013-10-16,2044-10-31,5.15,1,2013-10-16,EUR,1
ES00000127A2,ES00000127A2,OG-Security,2015-03-04,2030-07-30,1.95,1,2015-03-04,EUR,1
ES00000128C6,ES00000128C6,OG-Security,2016-03-15,2046-10-31,2.9,1,2016-03-15,EUR,1
ES00000128E2,ES00000128E2,OG-Security,2016-05-18,2066-07-30,3.45,1,2016-05-18,EUR,1
ES00000128Q6,ES00000128Q6,OG-Security,2017-03-01,2033-07-30,2.35,1,2017-03-01,EUR,1
ES0000012932,ES0000012932,OG-Security,2005-01-17,2037-01-31,4.2,1,2005-01-31,EUR,1
ES0000012B39,ES0000012B39,OG-Security,2018-01-30,2028-04-30,1.4,1,2018-01-30,EUR,1
ES0000012B47,ES0000012B47,OG-Security,2018-02-27,2048-10-31,2.7,1,2018-02-27,EUR,1
ES0000012B88,ES0000012B88,OG-Security,2018-07-03,2028-07-30,1.4,1,2018-07-03,EUR,1
ES0000012E69,ES0000012E69,OG-Security,2019-03-05,2035-07-30,1.85,1,2019-03-05,EUR,1
ES0000012F43,ES0000012F43,OG-Security,2019-06-19,2029-10-31,0.6,1,2019-06-19,EUR,1
ES0000012F76,ES0000012F76,OG-Security,2020-01-21,2030-04-30,0.5,1,2020-01-21,EUR,1
ES0000012G00,ES0000012G00,OG-Security,2020-03-03,2050-10-31,1,1,2020-03-03,EUR,1
ES0211845260,ES0211845260,OG-Security,2013-06-20,2023-06-20,3.75,1,2013-06-20,EUR,1
ES0211845294,ES0211845294,OG-Security,2014-06-27,2025-02-27,2.5,1,2014-06-27,EUR,1
ES0312342019,ES0312342019,OG-Security,2005-06-30,2025-06-30,3.75,1,2005-06-30,EUR,1
ES0313307201,ES0313307201,OG-Security,2019-03-25,2024-03-25,0.875,1,2019-03-25,EUR,1
ES0347784003,ES0347784003,OG-Security,2006-03-31,2021-03-31,4,1,2006-03-31,EUR,1
ES0349045007,ES0349045007,OG-Security,2007-02-21,2022-02-21,4.5,1,2007-02-21,EUR,1
ES0413307119,ES0413307119,OG-Security,2016-01-21,2021-01-21,0.875,1,2016-01-21,EUR,1
ES0414970246,ES0414970246,OG-Security,2006-01-18,2021-01-18,3.625,1,2006-01-18,EUR,1
ES0415306036,ES0415306036,OG-Security,2015-03-16,2022-03-16,0.5,1,2015-03-16,EUR,1
EU000A18Z2D4,EU000A18Z2D4,OG-Security,2016-04-13,2031-04-04,0.75,1,2016-04-13,EUR,1
EU000A19VVY6,EU000A19VVY6,OG-Security,2018-02-06,2025-04-04,0.5,1,2018-02-06,EUR,1
EU000A19XC51,EU000A19XC51,OG-Security,2018-03-06,2033-04-04,1.25,1,2018-03-06,EUR,1
EU000A1G0BP2,EU000A1G0BP2,OG-Security,2014-04-15,2021-06-07,1.375,1,2014-04-15,EUR,1
EU000A1G0DG7,EU000A1G0DG7,OG-Security,2016-01-19,2021-01-19,0.1,1,2016-01-19,EUR,1
EU000A1G0DM5,EU000A1G0DM5,OG-Security,2017-02-28,2021-03-29,0,1,2017-02-28,EUR,1
EU000A1G4DN5,EU000A1G4DN5,OG-Security,2012-05-04,2022-04-04,2.75,1,2012-05-04,EUR,1
EU000A1G6TV9,EU000A1G6TV9,OG-Security,2012-07-03,2028-04-04,2.875,1,2012-07-03,EUR,1
EU000A1GRVV3,EU000A1GRVV3,OG-Security,2011-05-31,2021-06-04,3.5,1,2011-05-31,EUR,1
EU000A1GVJX6,EU000A1GVJX6,OG-Security,2011-09-21,2021-09-21,2.75,1,2011-09-21,EUR,1
EU000A1GVVF8,EU000A1GVVF8,OG-Security,2011-09-29,2026-09-04,3,1,2011-09-29,EUR,1
EU000A1HBXS7,EU000A1HBXS7,OG-Security,2012-10-30,2027-11-04,2.5,1,2012-10-30,EUR,1
EU000A1U9803,EU000A1U9803,OG-Security,2013-11-20,2023-11-20,2.125,1,2013-11-20,EUR,1
EU000A1U9811,EU000A1U9811,OG-Security,2014-03-04,2021-03-04,1.375,1,2014-03-04,EUR,1
EU000A1U9985,EU000A1U9985,OG-Security,2016-10-18,2022-10-18,0,1,2016-10-18,EUR,1
EU000A1Z6TV6,EU000A1Z6TV6,OG-Security,2015-09-22,2035-10-04,1.5,1,2015-09-22,EUR,1
EU000A1Z99G8,EU000A1Z99G8,OG-Security,2018-10-16,2022-01-17,0,1,2018-10-16,EUR,1
EU000A1Z99K0,EU000A1Z99K0,OG-Security,2020-02-17,2023-02-10,0,1,2020-02-17,EUR,1
EU000A28X702,EU000A28X702,OG-Security,2020-06-10,2035-06-10,0.125,1,2020-06-10,EUR,1
EU000A2SB9C6,EU000A2SB9C6,OG-Security,2020-01-23,2020-07-23,0,0,NULL,EUR,1
EU000A2SB9E2,EU000A2SB9E2,OG-Security,2020-02-20,2020-08-20,0,0,NULL,EUR,1
EU000A2SB9G7,EU000A2SB9G7,OG-Security,2020-03-19,2020-09-24,0,0,NULL,EUR,1
FI4000006176,FI4000006176,OG-Security,2009-10-19,2025-07-04,4,1,2009-10-19,EUR,1
FI4000020961,FI4000020961,OG-Security,2011-02-22,2021-04-15,3.5,1,2011-02-22,EUR,1
FI4000046545,FI4000046545,OG-Security,2012-07-03,2042-07-04,2.625,1,2012-07-03,EUR,1
FI4000047089,FI4000047089,OG-Security,2012-09-04,2022-09-15,1.625,1,2012-09-04,EUR,1
FI4000062625,FI4000062625,OG-Security,2013-04-16,2023-04-15,1.5,1,2013-04-16,EUR,1
FI4000079041,FI4000079041,OG-Security,2014-02-04,2024-04-15,2,1,2014-02-04,EUR,1
FI4000106117,FI4000106117,OG-Security,2014-09-03,2020-09-15,0.375,1,2014-09-03,EUR,1
FI4000148630,FI4000148630,OG-Security,2015-03-10,2031-04-15,0.75,1,2015-03-10,EUR,1
FI4000167317,FI4000167317,OG-Security,2015-09-01,2025-09-15,0.875,1,2015-09-01,EUR,1
FI4000219787,FI4000219787,OG-Security,2016-09-07,2023-09-15,0,1,2016-09-07,EUR,1
FI4000242862,FI4000242862,OG-Security,2017-02-15,2022-04-15,0,1,2017-02-15,EUR,1
FI4000242870,FI4000242870,OG-Security,2017-02-15,2047-04-15,1.375,1,2017-02-15,EUR,1
FI4000278551,FI4000278551,OG-Security,2017-09-06,2027-09-15,0.5,1,2017-09-06,EUR,1
FI4000306758,FI4000306758,OG-Security,2018-02-13,2034-04-15,1.125,1,2018-02-13,EUR,1
FI4000348727,FI4000348727,OG-Security,2018-09-04,2028-09-15,0.5,1,2018-09-04,EUR,1
FI4000415153,FI4000415153,OG-Security,2020-02-11,2036-04-15,0.125,1,2020-02-11,EUR,1
FI4000426051,FI4000426051,OG-Security,2020-03-26,2021-02-09,0,0,NULL,EUR,1
FI4000439534,FI4000439534,OG-Security,2020-05-06,2020-11-10,0,0,NULL,EUR,1
FI4000440557,FI4000440557,OG-Security,2020-06-17,2040-09-15,0.25,1,2020-06-17,EUR,1
FR0000187635,FR0000187635,OG-Security,2001-06-12,2032-10-25,5.75,1,2000-10-25,EUR,1
FR0000471930,FR0000471930,OG-Security,2003-01-28,2033-01-28,8.125,1,2003-01-28,EUR,1
FR0000475758,FR0000475758,OG-Security,2003-06-24,2023-06-24,5.75,1,2003-06-24,EUR,1
FR0000571218,FR0000571218,OG-Security,1998-03-12,2029-04-25,5.5,1,1997-04-25,EUR,1
FR0000578536,FR0000578536,OG-Security,2001-06-12,2032-10-25,0,0,NULL,EUR,1
FR0010070060,FR0010070060,OG-Security,2004-04-06,2035-04-25,4.75,1,2003-04-25,EUR,1
FR0010171975,FR0010171975,OG-Security,2005-02-28,2055-04-25,4,1,2004-04-25,EUR,1
FR0010198036,FR0010198036,OG-Security,2005-05-27,2020-10-25,3.75,1,2005-05-27,EUR,1
FR0010212977,FR0010212977,OG-Security,2005-08-08,2025-08-08,0.874,1,2005-08-08,EUR,1
FR0010289322,FR0010289322,OG-Security,2006-02-16,2026-02-16,1.455,1,2006-02-16,EUR,1
FR0010327007,FR0010327007,OG-Security,2006-05-24,2021-05-24,5,1,2006-05-24,EUR,1
FR0010347989,FR0010347989,OG-Security,2006-07-25,2021-10-25,4.375,1,2006-07-25,EUR,1
FR0010371401,FR0010371401,OG-Security,2006-09-12,2038-10-25,4,1,2005-10-25,EUR,1
FR0010491720,FR0010491720,OG-Security,2007-07-04,2022-07-04,5.625,1,2007-07-04,EUR,1
FR0010773192,FR0010773192,OG-Security,2009-06-30,2041-04-25,4.5,1,2009-04-25,EUR,1
FR0010800540,FR0010800540,OG-Security,2009-09-11,2024-09-11,4.625,1,2009-09-11,EUR,1
FR0010809665,FR0010809665,OG-Security,2009-11-23,2055-04-25,0,0,NULL,EUR,1
FR0010810101,FR0010810101,OG-Security,2009-11-23,2038-10-25,0,0,NULL,EUR,1
FR0010870956,FR0010870956,OG-Security,2010-03-17,2060-04-25,4,1,2009-04-25,EUR,1
FR0010915660,FR0010915660,OG-Security,2010-06-29,2021-04-25,3.375,1,2010-06-29,EUR,1
FR0010916924,FR0010916924,OG-Security,2010-07-06,2026-04-25,3.5,1,2010-04-25,EUR,1
FR0010918490,FR0010918490,OG-Security,2010-07-06,2021-01-06,4.247,1,2010-07-06,EUR,1
FR0010941484,FR0010941484,OG-Security,2010-09-14,2040-09-14,6,1,2010-09-14,EUR,1
FR0010949651,FR0010949651,OG-Security,2010-10-12,2020-10-25,2.5,1,2009-10-25,EUR,1
FR0011033851,FR0011033851,OG-Security,2011-04-07,2041-09-30,6.875,1,2011-04-07,EUR,1
