"","INTERFACENAAM","BEDRIJFSONDERDEEL","RAPPORTAGEJAAR","RAPPORTAGEMAAND","CALCULATIEDATUM","VERSIENUMMER","SECURITY_ID","SECURITY_TYPE","S2_SCR_TYPE","CIC_CODE","SECTOR_LEVEL_2","SECTOR_LEVEL_3","SECTOR_LEVEL_4","ISIN","SECURITY_NAME","ISSUER_NAME","ISSUER_ID","COUNTRY","COUNTRY_OF_RISK","EEA","OECD","PORTFOLIO_GROUP","PORTEFEUILLE","IFRS_ACCOUNT","IFRS_BEDRIJFSNUMMER","IFRS_INTENT","COLLATERAL_POOL_ID","FONDS_CODE_IC_LENING_TEGENPARTIJ","FONDS_CODE_GEHEDGEDE_SECURITY","DOEL_HEDGE","FAIR_VALUE_EUR","OPG_RENTE_EUR","KP_OORSP_EUR","AMORT_COST_EUR","BOEKWAARDE","IMPAIRMENT","IMPAIRMENT_CORRECTIE","VALUTA","WISSELKOERS","AANTAL","KOERS","POOL_FACTOR","DEELNEMINGSFACTOR","NOMINAAL_EUR","SPAARGELDEN_BIJ_LENINGDEEL","SPAARGELDEN","COUPON_TYPE","REDEMPTION_TYPE","PREV_COUPON_DATE","NEXT_COUPON_DATE","NEXT_INTEREST_RESET_DATE","MATURITY_DATE","COUPON","COUPON_FREQUENTIE","BB_TICKER_ONDERLIGGENDE_RATE","SPREAD_OVER_ONDERLIGGENDE","WAL","PREPAYMENT_RATE","ORIGINELE_SPREAD","YIELD_TO_MATURITY","LEG","EXPIRY_DATE","TENOR","IMPLIED_VOL","STRIKE","WAARDE_ONDERLIGGENDE","BB_TICKER_ONDERLIGGENDE","SUB_INDELING_RISK","MODIFIED_DURATION_YTM","MACAULAY_DURATION_YTM","CONVEXITY_YTM","SCR_RENTE_DOWN","SCR_RENTE_UP","OVERHEIDSGEGARANDEERD","VRIJGESTELD","SPREAD_DURATION","GEM_SNP_RATING","GEM_MOODYS_RATING","GEM_FITCH_RATING","SCR_SPREAD","RISK_ULTIMATE_PARENT","SENIORITY","QUOTED","STRATEGIC_PARTICIPATION","SCR_AANDELEN","AANTAL_MAANDEN_ACHTERSTAND","WAARDE_ONDERPAND","NHG","LENINGNUMMER","LENINGDEELNUMMER","STARTDATUM_LENING","INITIELE_HOOFSOM","POSTCODE_ONDERPAND","TAXATIEDATUM_ONDERPAND","INKOMEN_HYPOTHEEKNEMER","PROGRAMMA_CODE","RATING_2ND_BEST","S2_CATEGORIE","INSTRUMENT_TYPE","ECB_LABEL","ISSUEDATE","COUPONTERMLENGTH","COUPONTERMUNIT","FIRSTCOUPONFROM","JUR_CON_COUNTERPARTY","TYPE_ZEKERHEID_COUNTERPARTY","JUR_CON_CUSTODIAN","GROEP_NAAM","GROEP","RATING_2ND_BEST_GROEP","CALL_DATE","NMR_RUN","DAT_REG_GSA","dir"
"30097","Assets","Securities",2015,9,20150930,1,"SWAPTION_MS08","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_MS08_PAY_4_2020.06.16_2030.06.18","Morgan Stanley & Co. International Plc","MORGAN STAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","MS_OTC_REAAL",NA,NA,1,527533.76,0,2630000,0,527533.76,0,0,"EUR",1,1,1.0550675,1,NA,5e+07,NA,NA,NA,NA,NA,NA,20200616,20200616,0,1,NA,0,0,NA,999,0,0,20200616,10.01,31.755986,4,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Morgan Stanley","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20200618,NA,NA,NA,"Morgan Stanley","BBG001FML1W1","A-",NA,996,"2015-10-09 13:22:30","PAY"
"30098","Assets","Securities",2015,9,20150930,1,"SWAPTION_RABO02","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_RABO02_PAY_3.5_20270917_20420921","Rabobank International","RABOBANK OTC","GB","NL",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","RABO_OTC_REAAL",NA,NA,1,10362288.91,0,13600000,0,10362288.91,0,0,"EUR",1,1,4.6239576,1,NA,224100000,NA,NA,NA,NA,NA,NA,20270917,20270917,0,1,NA,0,0,NA,999,0,0,20270917,15.02,28.6875949,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20270921,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30","PAY"
"30099","Assets","Securities",2015,9,20150930,1,"SWAPTION_RBS19","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_RBS19_PAY_5_20250609_20350611","The Royal Bank of Scotland Plc","RBS PLC OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","RBS PLC_OTC_REAL",NA,NA,1,830534.14,0,1230000,0,830534.14,0,0,"EUR",1,1,1.6610683,1,NA,5e+07,NA,NA,NA,NA,NA,NA,20250609,20250609,0,1,NA,0,0,NA,999,0,0,20250609,10.01,26.722352,5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Royal Bank of Scotland Group PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20250611,NA,NA,NA,"Royal Bank of Scotland Group PLC","BBG001FW39K5","BBB-",NA,996,"2015-10-09 13:22:30","PAY"
"30100","Assets","Securities",2015,9,20150930,1,"SWAPTION_SG05","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_SG05_PAY_4.5_20170802_20370804","Société Générale","SOCIETE GEN OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","SOCGEN_OTC_REAAL",NA,NA,1,83364.63,0,2871000,0,83364.63,0,0,"EUR",1,1,0.093249,1,NA,89400000,NA,NA,NA,NA,NA,NA,20170802,20170802,0,1,NA,0,0,NA,999,0,0,20170802,20.02,33.0016732,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Societe Generale SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170804,NA,NA,NA,"Societe Generale SA","BBG001H9TK49","A",NA,996,"2015-10-09 13:22:30","PAY"
"30101","Assets","Securities",2015,9,20150930,1,"SWAPTION_SG08","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_SG08_PAY_3.5_20170919_20370921","Société Générale","SOCIETE GEN OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","SOCGEN_OTC_REAAL",NA,NA,1,286536.41,0,3840000,0,286536.41,0,0,"EUR",1,1,0.5190877,1,NA,55200000,NA,NA,NA,NA,NA,NA,20170919,20170919,0,1,NA,0,0,NA,999,0,0,20170919,20.02,34.1212529,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Societe Generale SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170921,NA,NA,NA,"Societe Generale SA","BBG001H9TK49","A",NA,996,"2015-10-09 13:22:30","PAY"
"30102","Assets","Securities",2015,9,20150930,1,"SWAPTION_SG12","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_SG12_PAY_4.5_20230502_20330504","Société Générale","SOCIETE GEN OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","SOCGEN_OTC_REAAL",NA,NA,1,3665867.02,0,6380230,0,3665867.02,0,0,"EUR",1,1,1.6663032,1,NA,2.2e+08,NA,NA,NA,NA,NA,NA,20230502,20230502,0,1,NA,0,0,NA,999,0,0,20230502,10.01,28.2554433,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Societe Generale SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20230504,NA,NA,NA,"Societe Generale SA","BBG001H9TK49","A",NA,996,"2015-10-09 13:22:30","PAY"
"30103","Assets","Securities",2015,9,20150930,1,"SWAPTION_UBS08","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_UBS08_PAY_3.5_20220922_20420922","UBS Limited","UBS LIMITED OTC","GB","CH",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","UBS_OTC_REAAL",NA,NA,1,4611522.86,0,9540000,0,4611522.86,0,0,"EUR",1,1,3.6774504,1,NA,125400000,NA,NA,NA,NA,NA,NA,20220920,20220920,0,1,NA,0,0,NA,999,0,0,20220920,20.02,28.6147364,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"UBS AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20220922,NA,NA,NA,"UBS AG","BBG001FND7K8","BBB+",NA,996,"2015-10-09 13:22:30","PAY"
"30104","Assets","Securities",2015,9,20150930,1,"SWAPTION_UBS12","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_UBS12_PAY_4.5_20170925_20370927","UBS Limited","UBS LIMITED OTC","GB","CH",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","UBS_OTC_REAAL",NA,NA,1,99858.8,0,3060000,0,99858.8,0,0,"EUR",1,1,0.1116989,1,NA,89400000,NA,NA,NA,NA,NA,NA,20170925,20170925,0,1,NA,0,0,NA,999,0,0,20170925,20.02,32.3100891,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"UBS AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170927,NA,NA,NA,"UBS AG","BBG001FND7K8","BBB+",NA,996,"2015-10-09 13:22:30","PAY"
"30105","Assets","Securities",2015,9,20150930,1,"SWAPTION_UBS16","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_UBS16_PAY_4.5_20230503_20330505","UBS Limited","UBS LIMITED OTC","GB","CH",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","UBS_OTC_REAAL",NA,NA,1,3667556.64,0,6420174,0,3667556.64,0,0,"EUR",1,1,1.6670712,1,NA,2.2e+08,NA,NA,NA,NA,NA,NA,20230503,20230503,0,1,NA,0,0,NA,999,0,0,20230503,10.01,28.2540176,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"UBS AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20230505,NA,NA,NA,"UBS AG","BBG001FND7K8","BBB+",NA,996,"2015-10-09 13:22:30","PAY"
"30296","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS05","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS05_PAY_4_20170726_20370728","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,78384.51,0,3365000,0,78384.51,0,0,"EUR",1,1,0.2009859,1,NA,3.9e+07,NA,NA,NA,NA,NA,NA,20170726,20170726,0,1,NA,0,0,NA,999,0,0,20170726,20.02,33.7409442,4,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170728,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"30297","Assets","Securities",2015,9,20150930,1,"SWAPTION_JP21","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_JP21_PAY_3.69_20200724_20400728","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,478791.52,0,2360750,0,478791.52,0,0,"EUR",1,1,2.0159643,1,NA,23750000,NA,NA,NA,NA,NA,NA,20200724,20200724,0,1,NA,0,0,NA,999,0,0,20200724,20.02,29.2766211,3.69,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20200728,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30","PAY"
"30309","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB44","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB44_PAY_4.25_2031.06.21_2051_06_25","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,2317383.6,0,2837800,0,2317383.6,0,0,"EUR",1,1,3.4587815,1,NA,6.7e+07,NA,NA,NA,NA,NA,NA,20310623,20310623,0,1,NA,0,0,NA,999,0,0,20310623,20.02,25.2431716,4.25,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20310625,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"30310","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS01","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS01_PAY_4_2017.06.15_2037.06.19","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,67587.9,0,3638600,0,67587.9,0,0,"EUR",1,1,0.1733023,1,NA,3.9e+07,NA,NA,NA,NA,NA,NA,20170615,20170615,0,1,NA,0,0,NA,999,0,0,20170615,20.02,34.2254367,4,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170619,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"30311","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS02","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS02_PAY_3.69_2020.06.22_2040.06.24","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,464883.18,0,2545500,0,464883.18,0,0,"EUR",1,1,1.9574029,1,NA,23750000,NA,NA,NA,NA,NA,NA,20200622,20200622,0,1,NA,0,0,NA,999,0,0,20200622,20.02,29.3360986,3.69,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20200624,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"30408","Assets","Securities",2015,9,20150930,1,"SWAPTION_HSBC26","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_HSBC26_Payer_3.2_20161121_20461123","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","HSBC_OTC_REAAL",NA,NA,2,113601.34,0,572850,0,113601.34,0,0,"EUR",1,1,0.3391085,1,NA,33500000,NA,NA,NA,NA,NA,NA,20161121,20161121,0,1,NA,0,0,NA,999,0,0,20161121,30.02,37.0987029,3.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161123,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30","PAY"
"30418","Assets","Securities",2015,9,20150930,1,"SWAPTION_JP22","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_JP22_PAY_4.05_20310728","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,7197051.39,0,9350000,0,7197051.39,0,0,"EUR",1,1,3.8486906,1,NA,1.87e+08,NA,NA,NA,NA,NA,NA,20310728,20310728,0,1,NA,0,0,NA,999,0,0,20310728,20.02,25.6680549,4.05,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20310730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30","PAY"
"30419","Assets","Securities",2015,9,20150930,1,"SWAPTION_RABO01","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_RABO01_PAY_3.69_20210726_20410728","Rabobank International","RABOBANK OTC","GB","NL",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","RABO_OTC_REAAL",NA,NA,1,648594.43,0,2385000,0,648594.43,0,0,"EUR",1,1,2.5943777,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20210726,20210726,0,1,NA,0,0,NA,999,0,0,20210726,20.02,28.6039079,3.69,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20210728,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30","PAY"
"30420","Assets","Securities",2015,9,20150930,1,"SWAPTION_SG02","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_SG02_Payer_4.25_2031.06.16_2051.18.06","Société Générale","SOCIETE GEN OTC","FR","FR",1,1,"REAL EIGEN","REALBULEVP","09110000",5030,"FVPL","SOCGEN_OTC_REAAL",NA,NA,1,2074798.02,0,2880000,0,2074798.02,0,0,"EUR",1,1,3.4579967,1,NA,6e+07,NA,NA,NA,NA,NA,NA,20310616,20310616,0,1,NA,0,0,NA,999,0,0,20310616,20.02,25.2449558,4.25,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Societe Generale SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20310618,NA,NA,NA,"Societe Generale SA","BBG001H9TK49","A",NA,996,"2015-10-09 13:22:30","PAY"
