"","INTERFACENAAM","BEDRIJFSONDERDEEL","RAPPORTAGEJAAR","RAPPORTAGEMAAND","CALCULATIEDATUM","VERSIENUMMER","SECURITY_ID","SECURITY_TYPE","S2_SCR_TYPE","CIC_CODE","SECTOR_LEVEL_2","SECTOR_LEVEL_3","SECTOR_LEVEL_4","ISIN","SECURITY_NAME","ISSUER_NAME","ISSUER_ID","COUNTRY","COUNTRY_OF_RISK","EEA","OECD","PORTFOLIO_GROUP","PORTEFEUILLE","IFRS_ACCOUNT","IFRS_BEDRIJFSNUMMER","IFRS_INTENT","COLLATERAL_POOL_ID","FONDS_CODE_IC_LENING_TEGENPARTIJ","FONDS_CODE_GEHEDGEDE_SECURITY","DOEL_HEDGE","FAIR_VALUE_EUR","OPG_RENTE_EUR","KP_OORSP_EUR","AMORT_COST_EUR","BOEKWAARDE","IMPAIRMENT","IMPAIRMENT_CORRECTIE","VALUTA","WISSELKOERS","AANTAL","KOERS","POOL_FACTOR","DEELNEMINGSFACTOR","NOMINAAL_EUR","SPAARGELDEN_BIJ_LENINGDEEL","SPAARGELDEN","COUPON_TYPE","REDEMPTION_TYPE","PREV_COUPON_DATE","NEXT_COUPON_DATE","NEXT_INTEREST_RESET_DATE","MATURITY_DATE","COUPON","COUPON_FREQUENTIE","BB_TICKER_ONDERLIGGENDE_RATE","SPREAD_OVER_ONDERLIGGENDE","WAL","PREPAYMENT_RATE","ORIGINELE_SPREAD","YIELD_TO_MATURITY","LEG","EXPIRY_DATE","TENOR","IMPLIED_VOL","STRIKE","WAARDE_ONDERLIGGENDE","BB_TICKER_ONDERLIGGENDE","SUB_INDELING_RISK","MODIFIED_DURATION_YTM","MACAULAY_DURATION_YTM","CONVEXITY_YTM","SCR_RENTE_DOWN","SCR_RENTE_UP","OVERHEIDSGEGARANDEERD","VRIJGESTELD","SPREAD_DURATION","GEM_SNP_RATING","GEM_MOODYS_RATING","GEM_FITCH_RATING","SCR_SPREAD","RISK_ULTIMATE_PARENT","SENIORITY","QUOTED","STRATEGIC_PARTICIPATION","SCR_AANDELEN","AANTAL_MAANDEN_ACHTERSTAND","WAARDE_ONDERPAND","NHG","LENINGNUMMER","LENINGDEELNUMMER","STARTDATUM_LENING","INITIELE_HOOFSOM","POSTCODE_ONDERPAND","TAXATIEDATUM_ONDERPAND","INKOMEN_HYPOTHEEKNEMER","PROGRAMMA_CODE","RATING_2ND_BEST","S2_CATEGORIE","INSTRUMENT_TYPE","ECB_LABEL","ISSUEDATE","COUPONTERMLENGTH","COUPONTERMUNIT","FIRSTCOUPONFROM","JUR_CON_COUNTERPARTY","TYPE_ZEKERHEID_COUNTERPARTY","JUR_CON_CUSTODIAN","GROEP_NAAM","GROEP","RATING_2ND_BEST_GROEP","CALL_DATE","NMR_RUN","DAT_REG_GSA","dir"
"39","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS15","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS15_PAY_3.5_20170724_20370726","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,163723.81,0,2200000,0,163723.81,0,0,"EUR",1,1,0.4449017,1,NA,36800000,NA,NA,NA,NA,NA,NA,20170724,20170724,0,1,NA,0,0,NA,999,0,0,20170724,20.02,34.7076756,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170726,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"119","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS21","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS21_PAY_6.5_20270726_20420728","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-359815.72,0,-885600,0,-359815.72,0,0,"EUR",1,1,0.8995393,1,NA,-4e+07,NA,NA,NA,NA,NA,NA,20270726,20270726,0,1,NA,0,0,NA,999,0,0,20270726,15.02,23.528982,6.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20270728,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"120","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS25","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS25_PAY_6.5_20270726_20420728","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-327432.31,0,-776000,0,-327432.31,0,0,"EUR",1,1,0.8995393,1,NA,-36400000,NA,NA,NA,NA,NA,NA,20270726,20270726,0,1,NA,0,0,NA,999,0,0,20270726,15.02,23.528982,6.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20270728,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"121","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS27","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS27_PAY_4.5_20220729_20290802","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,640535.52,0,1585000,0,640535.52,0,0,"EUR",1,1,1.0675592,1,NA,6e+07,NA,NA,NA,NA,NA,NA,20220729,20220729,0,1,NA,0,0,NA,999,0,0,20220729,7.02,29.6572737,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20220802,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"122","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS31","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS31_PAY_4.5_20220729_20290802","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,1383556.72,0,3474000,0,1383556.72,0,0,"EUR",1,1,1.0675592,1,NA,129600000,NA,NA,NA,NA,NA,NA,20220729,20220729,0,1,NA,0,0,NA,999,0,0,20220729,7.02,29.6572737,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20220802,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5500","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB71","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB71_PAY_3.15_20160815_20360817","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,39440.3,0,350000,0,39440.3,0,0,"EUR",1,1,0.1577612,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20160815,20160815,0,1,NA,0,0,NA,999,0,0,20160815,20.02,39.3760187,3.15,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160817,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5501","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB73","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB73_PAY_3.05_20161114_20361116","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,272959.1,0,1515000,0,272959.1,0,0,"EUR",1,1,0.3639455,1,NA,7.5e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,20.02,38.5063036,3.05,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5502","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB75","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_DB75_PAY_3.5_20170301_20270303","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,245528.09,0,437500,0,245528.09,0,0,"EUR",1,1,0.0982112,1,NA,2.5e+08,NA,NA,NA,NA,NA,NA,20170301,20170301,0,1,NA,0,0,NA,999,0,0,20170301,10.01,44.2511453,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170303,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5503","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB77","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_DB77_PAY_3.5_20170307_20270309","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,254028.79,0,437500,0,254028.79,0,0,"EUR",1,1,0.1016115,1,NA,2.5e+08,NA,NA,NA,NA,NA,NA,20170307,20170307,0,1,NA,0,0,NA,999,0,0,20170307,10.01,44.1332084,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170309,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5504","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB79","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_DB79_PAY_3.5_20170308_20270310","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,51091.26,0,87500,0,51091.26,0,0,"EUR",1,1,0.1021825,1,NA,5e+07,NA,NA,NA,NA,NA,NA,20170308,20170308,0,1,NA,0,0,NA,999,0,0,20170308,10.01,44.1135599,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170310,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5505","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS09","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS09_PAY_3.5_20220719_20420721","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,1,4511507.32,0,8884800,0,4511507.32,0,0,"EUR",1,1,3.5976932,1,NA,125400000,NA,NA,NA,NA,NA,NA,20220719,20220719,0,1,NA,0,0,NA,999,0,0,20220719,20.02,28.6951162,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20220721,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5513","Assets","Securities",2015,9,20150930,1,"SWAPTION_ABN03","SWAPTION",0,"XTC6","(None)","(None)","(None)",NA,"SWAPTION_ABN03_REC_3,9%_2019.12.04_2034.12.04","The Royal Bank of Scotland Plc","RBS PLC OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","RBS PLC_OTC_REAL",NA,NA,1,12432097.66,0,1188000,0,12432097.66,0,0,"EUR",1,1,27.6268837,1,NA,4.5e+07,NA,NA,NA,NA,NA,NA,20191204,20191204,0,1,NA,0,0,NA,999,0,0,20191204,15.01,30.1533744,3.9,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Royal Bank of Scotland Group PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20191204,NA,NA,NA,"Royal Bank of Scotland Group PLC","BBG001FW39K5","BBB-",NA,996,"2015-10-09 13:22:30","REC"
"5514","Assets","Securities",2015,9,20150930,1,"SWAPTION_ABN05","SWAPTION",0,"XTC6","(None)","(None)","(None)",NA,"SWAPTION_ABN05_REC_3,9%_2025.12.03_2040.12.03","The Royal Bank of Scotland Plc","RBS PLC OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","RBS PLC_OTC_REAL",NA,NA,1,7894447.72,0,815500,0,7894447.72,0,0,"EUR",1,1,26.3148257,1,NA,3e+07,NA,NA,NA,NA,NA,NA,20251203,20251203,0,1,NA,0,0,NA,999,0,0,20251203,15.01,27.4151796,3.9,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Royal Bank of Scotland Group PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20251203,NA,NA,NA,"Royal Bank of Scotland Group PLC","BBG001FW39K5","BBB-",NA,996,"2015-10-09 13:22:30","REC"
"5515","Assets","Securities",2015,9,20150930,1,"SWAPTION_BC06","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_BC06_PAY_3.5_20250826_20350828","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,5489622.78,0,5350000,0,5489622.78,0,0,"EUR",1,1,3.7859467,1,NA,1.45e+08,NA,NA,NA,NA,NA,NA,20250826,20250826,0,1,NA,0,0,NA,999,0,0,20250826,10.01,30.0777584,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20250828,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30","PAY"
"5516","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP02","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP02_REC_3,9%_2015.12.02_2030.12.04","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,-15391415.65,0,-9452250,0,-15391415.65,0,0,"EUR",1,1,34.2031459,1,NA,-4.5e+07,NA,NA,NA,NA,NA,NA,20151202,20151202,0,1,NA,0,0,NA,999,0,0,20151202,15.02,48.3537064,3.9,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20151204,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5517","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP03","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP03_REC_2,17%_2019_06_20_2024_06_24","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,6800969.91,0,2969600,0,6800969.91,0,0,"EUR",1,1,5.3132577,1,NA,1.28e+08,NA,NA,NA,NA,NA,NA,20190620,20190620,0,1,NA,0,0,NA,999,0,0,20190620,5.02,45.3521396,2.17,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20190624,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5518","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP04","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP04_REC_2.17_20190624_20240624","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,8603563.7,0,3977100,0,8603563.7,0,0,"EUR",1,1,5.3108418,1,NA,1.62e+08,NA,NA,NA,NA,NA,NA,20190624,20190624,0,1,NA,0,0,NA,999,0,0,20190624,5.01,45.3144746,2.17,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20190626,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5519","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP05","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP05_REC_2.17_20190627_20240627","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,8640960.2,0,4425450,0,8640960.2,0,0,"EUR",1,1,5.3012026,1,NA,1.63e+08,NA,NA,NA,NA,NA,NA,20190627,20190627,0,1,NA,0,0,NA,999,0,0,20190627,5.02,45.2860253,2.17,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20190701,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5520","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP10","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP10_REC_1.5_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,1056632.18,0,427681,0,1056632.18,0,0,"EUR",1,1,6.4038314,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,49.5748903,1.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5521","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP17","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP17_REC_1.3_20160808_20460810","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,638768.06,0,246361,0,638768.06,0,0,"EUR",1,1,3.8713216,1,NA,16500000,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,30.02,53.9412398,1.3,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5522","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP19","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP19_REC_1.2_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,613158.38,0,221761,0,613158.38,0,0,"EUR",1,1,3.7161114,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,55.3825983,1.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5523","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP24","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP24_PAY_3.1_20160808_20460810","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,33391.4,0,326307,0,33391.4,0,0,"EUR",1,1,0.2023721,1,NA,16500000,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,30.02,38.3257232,3.1,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5540","Assets","Securities",2015,9,20150930,1,"SWAPTION_BC05","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_BC05_PAY_3.5_20250826_20350828","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,5489622.78,0,5350000,0,5489622.78,0,0,"EUR",1,1,3.7859467,1,NA,1.45e+08,NA,NA,NA,NA,NA,NA,20250826,20250826,0,1,NA,0,0,NA,999,0,0,20250826,10.01,30.0777584,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20250828,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30","PAY"
"5541","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP07","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP07_REC_20240731_20340802","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,1,4219934.9,0,2880000,0,4219934.9,0,0,"EUR",1,1,14.0664497,1,NA,3e+07,NA,NA,NA,NA,NA,NA,20240731,20240731,0,1,NA,0,0,NA,999,0,0,20240731,10.01,30.7803376,3.311,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20240802,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5542","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP09","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP08_REC_1.5_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,1056632.18,0,427681,0,1056632.18,0,0,"EUR",1,1,6.4038314,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,49.5748903,1.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5543","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP15","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP15_REC_1.3_20160808_20460810","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,638768.06,0,246361,0,638768.06,0,0,"EUR",1,1,3.8713216,1,NA,16500000,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,30.02,53.9412398,1.3,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
