"","Maturity","Rate","vol"
"75",6.16667,-0.00112851469171904,0.0111706065803487
"76",6.25,-0.00103111247802712,0.0112306472889296
"77",6.33333,-0.000933035905058777,0.0112897165333954
"78",6.41667,-0.000834319552963425,0.011347823583327
"79",6.5,-0.000734998002881682,0.0114049776333394
"80",6.58333,-0.000635105837077266,0.0114611878036407
"81",6.66667,-0.000534677638811765,0.0115164631405861
"82",6.75,-0.000433747992431233,0.0115708126172285
"83",6.83333,-0.000332351483446125,0.0116242451338655
"84",6.91667,-0.000230522698428715,0.0116767695185818
"85",7,-0.000128321976355483,0.0117283945277885
"86",7.08333,-2.58893364253332e-05,0.0117791288467579
"87",7.16667,7.67082110497697e-05,0.0118289810901549
"88",7.25,0.000179428799636838,0.0118779598025645
"89",7.33333,0.000282230561361452,0.011926073459016
"90",7.41667,0.000385071626875622,0.0119733304655022
"91",7.5,0.000487910125347213,0.0120197391594967
"92",7.58333,0.000590704184582513,0.0120653078104658
"93",7.66667,0.000693411930855703,0.0121100446203781
"94",7.75,0.000795991489103365,0.0121539577242099
"95",7.83333,0.000898400982753955,0.0121970551904465
"96",7.91667,0.00100059853393297,0.012239345021581
"97",8,0.00110235667848091,0.0122808351546091
"98",8.08333,0.00120287587982748,0.0123215334615195
"99",8.16667,0.00130188655235486,0.0123614477497827
"100",8.25,0.00139930086468887,0.0124005857628341
"101",8.33333,0.00149503098329173,0.0124389551805558
"102",8.41667,0.00158898907251537,0.0124765636197531
"103",8.5,0.00168108729463068,0.012513418634629
"104",8.58333,0.00177123781015798,0.0125495277172545
"105",8.66667,0.00185935277780036,0.0125848982980358
"106",8.75,0.0019453443547981,0.0126195377461783
"107",8.83333,0.00202912469688066,0.0126534533701471
"108",8.91667,0.00211060595858648,0.0126866524181242
"109",9,0.00218928329946877,0.0127191420784626
"110",9.08333,0.00226337027319268,0.0127509294801371
"111",9.16667,0.00233227783028234,0.0127820216931918
"112",9.25,0.00239582626350465,0.0128124257291844
"113",9.33333,0.00245383586889059,0.0128421485416273
"114",9.41667,0.00250612694645991,0.012871197026426
"115",9.5,0.00255251980111115,0.0128995780223135
"116",9.58333,0.00259283474355687,0.0129272983112824
"117",9.66667,0.0026268920909871,0.0129543646190136
"118",9.75,0.00265451216839363,0.0129807836153016
"119",9.83333,0.00267551530905497,0.0130065619144774
"120",9.91667,0.00268972185589522,0.0130317060758282
"121",10,0.00269746933643766,0.0130562226040133
"122",10.08333,0.00270068100625576,0.0130801179494783
"123",10.16667,0.00269978844518004,0.0131033985088655
"124",10.25,0.00269471461164006,0.0131260706254214
"125",10.33333,0.00268538246848049,0.0131481405894016
"126",10.41667,0.00267171498336349,0.0131696146384728
"127",10.5,0.00265363512876338,0.0131904989581112
"128",10.58333,0.00263106588271533,0.0132107996819993
"129",10.66667,0.00260393022845573,0.0132305228924187
"130",10.75,0.00257215115539999,0.0132496746206404
"131",10.83333,0.00253565165889746,0.013268260847313
"132",10.91667,0.00249435474086024,0.013286287502847
"133",11,0.00244936767727122,0.0133037604677972
"134",11.08333,0.00240542175445313,0.0133206855732417
"135",11.16667,0.0023638200720395,0.0133370686011589
"136",11.25,0.00232469926576773,0.0133529152848012
"137",11.33333,0.0022881959709089,0.0133682313090662
"138",11.41667,0.00225444682303255,0.0133830223108652
"139",11.5,0.00222358845765758,0.0133972938794892
"140",11.58333,0.00219575751118484,0.0134110515569723
"141",11.66667,0.00217109062087584,0.0134243008384517
"142",11.75,0.00214972442522843,0.0134370471725267
"143",11.83333,0.00213179556454435,0.0134492959616134
"144",11.91667,0.00211744068116104,0.0134610525622979
"145",12,0.00210670827985737,0.0134723222856867
"146",12.08333,0.00209937758611201,0.0134831103977544
"147",12.16667,0.00209548373835045,0.0134934221196892
"148",12.25,0.00209514880206374,0.0135032626282356
"149",12.33333,0.0020984948457432,0.0135126370560348
"150",12.41667,0.00210564394141599,0.0135215504919627
"151",12.5,0.00211671816480763,0.0135300079814652
"152",12.58333,0.00213183959605345,0.0135380145268913
"153",12.66667,0.00215113031976255,0.0135455750878241
"154",12.75,0.00217471242559064,0.0135526945814084
"155",12.83333,0.00220270800885292,0.0135593778826771
"156",12.91667,0.00223523917051871,0.0135656298248745
"157",13,0.00227166667329826,0.0135714551997778
"158",13.08333,0.00230902843957903,0.0135768587580154
"159",13.16667,0.00234657851400488,0.013581845209384
"160",13.25,0.00238432258494026,0.0135864192231626
"161",13.33333,0.00242226634106402,0.0135905854284246
"162",13.41667,0.00246041547090581,0.0135943484143473
"163",13.5,0.00249877566331502,0.01359771273052
"164",13.58333,0.00253735260702914,0.0136006828872485
"165",13.66667,0.00257615199094552,0.0136032633558586
"166",13.75,0.00261517950410539,0.013605458568997
"167",13.83333,0.00265444083558464,0.0136072729209299
"168",13.91667,0.0026939416744165,0.0136087107678392
"169",14,0.00273314897722887,0.0136097764281174
"170",14.08333,0.00276988798794253,0.0136104741826594
"171",14.16667,0.00280355550352862,0.0136108082751529
"172",14.25,0.00283408067809532,0.0136107829123662
"173",14.33333,0.00286139266721896,0.0136104022644342
"174",14.41667,0.00288542062869546,0.0136096704651422
"175",14.5,0.00290609372212725,0.0136085916122076
"176",14.58333,0.00292334110953885,0.0136071697675599
"177",14.66667,0.00293709195542746,0.0136054089576179
"178",14.75,0.00294727542696016,0.0136033131735658
"179",14.83333,0.00295382069421901,0.0136008863716269
"180",14.91667,0.00295665693040625,0.0135981324733347
"181",15,0.00295595042009467,0.0135950553658032
"182",15.08333,0.00295258925521491,0.0135916589019945
"183",15.16667,0.00294676854485054,0.0135879469009842
"184",15.25,0.00293844891149497,0.0135839231482259
"185",15.33333,0.00292759097938955,0.0135795913958123
"186",15.41667,0.00291415537439299,0.0135749553627361
"187",15.5,0.00289810272426383,0.0135700187351473
"188",15.58333,0.00287939365871104,0.0135647851666101
"189",15.66667,0.00285798880928212,0.0135592582783568
"190",15.75,0.0028338488097388,0.0135534416595405
"191",15.83333,0.00280693429594514,0.0135473388674857
"192",15.91667,0.00277720590605934,0.0135409534279373
"193",16,0.00274545375810842,0.0135342888353073
"194",16.08333,0.00271499077161508,0.0135273485529203
"195",16.16667,0.00268670158150996,0.0135201360132568
"196",16.25,0.00266064993889881,0.0135126546181948
"197",16.33333,0.00263689959576929,0.0135049077392498
"198",16.41667,0.00261551430475926,0.0134968987178126
"199",16.5,0.00259655781958568,0.0134886308653862
"200",16.58333,0.00258009389475689,0.0134801074638199
"201",16.66667,0.00256618628634264,0.0134713317655426
"202",16.75,0.0025548987513293,0.0134623069937936
"203",16.83333,0.0025462950483206,0.0134530363428529
"204",16.91667,0.00254043893757228,0.0134435229782679
"205",17,0.00253799736689597,0.0134337700370808
"206",17.08333,0.00254147038313857,0.0134237806280521
"207",17.16667,0.00255158967632862,0.013413557831884
"208",17.25,0.0025684896464373,0.0134031047014416
"209",17.33333,0.00259230470538085,0.0133924242619722
"210",17.41667,0.00262316927840622,0.0133815195113236
"211",17.5,0.00266121780389916,0.0133703934201605
"212",17.58333,0.00270658473491903,0.0133590489321788
"213",17.66667,0.00275940453986756,0.0133474889643196
"214",17.75,0.0028198117030751,0.0133357164069803
"215",17.83333,0.00288794072578913,0.0133237341242246
"216",17.91667,0.00296392612720009,0.0133115449539917
"217",18,0.00304815958468652,0.0132991517083026
"218",18.08333,0.00314181370791911,0.013286557173466
"219",18.16667,0.00324530632210696,0.0132737641102821
"220",18.25,0.00335880051373305,0.0132607752542451
"221",18.33333,0.00348245940044212,0.0132475933157443
"222",18.41667,0.00361644613192258,0.0132342209802635
"223",18.5,0.00376092389176641,0.0132206609085789
"224",18.58333,0.00391605589829247,0.013206915736956
"225",18.66667,0.00408200540671544,0.0131929880773444
"226",18.75,0.00425893570983593,0.0131788805175715
"227",18.83333,0.0044470101401668,0.0131645956215349
"228",18.91667,0.0046463920710762,0.0131501359293933
"229",19,0.00485763317362498,0.0131355039577555
"230",19.08333,0.00508246354365305,0.0131207021998689
"231",19.16667,0.00532147237471037,0.0131057331258056
"232",19.25,0.0055748640686657,0.0130905991826484
"233",19.33333,0.00584284309571714,0.0130753027946738
"234",19.41667,0.00612561399708333,0.013059846363535
"235",19.5,0.00642338138706045,0.0130442322684432
"236",19.58333,0.00673634995609174,0.013028462866347
"237",19.66667,0.00706472447296846,0.013012540492111
"238",19.75,0.0074087097874278,0.0129964674586933
"239",19.83333,0.00776851083314778,0.0129802460573208
"240",19.91667,0.00814433262988157,0.0129638785576643
"241",20,0.00853280627212527,0.0129473672080112
"242",20.08333,0.00891972143020858,0.0129307142354379
"243",20.16667,0.00930138104833933,0.0129139218459803
"244",20.25,0.00967763229701113,0.0128969922248032
"245",20.33333,0.0100483223347432,0.0128799275363685
"246",20.41667,0.0104132983091114,0.0128627299246022
"247",20.5,0.0107724073568631,0.0128454015130597
"248",20.58333,0.0111254966051586,0.0128279444050907
"249",20.66667,0.0114724131721653,0.0128103606840022
"250",20.75,0.0118130041676121,0.0127926524132205
"251",20.83333,0.0121471166941429,0.0127748216364519
"252",20.91667,0.0124745978473166,0.0127568703778424
"253",21,0.0127958255372791,0.0127388006421361
"254",21.08333,0.0131127870118286,0.0127206144148325
"255",21.16667,0.0134259065662494,0.0127023136623422
"256",21.25,0.0137350818789823,0.0126839003321423
"257",21.33333,0.0140402106218467,0.0126653763529297
"258",21.41667,0.0143411904603976,0.0126467436347738
"259",21.5,0.0146379190539792,0.0126280040692682
"260",21.58333,0.0149302940564757,0.0126091595296805
"261",21.66667,0.0152182131165279,0.0125902118711019
"262",21.75,0.0155015738777537,0.0125711629305953
"263",21.83333,0.0157802739791535,0.0125520145273418
"264",21.91667,0.0160542110560744,0.012532768462787
"265",22,0.016323578099156,0.0125134265207858
"266",22.08333,0.0165894631372066,0.0124939904677456
"267",22.16667,0.0168520837857171,0.0124744620527694
"268",22.25,0.0171113645326004,0.0124548430077974
"269",22.33333,0.0173672298615299,0.0124351350477467
"270",22.41667,0.0176196042530377,0.0124153398706519
"271",22.5,0.0178684121841277,0.0123954591578023
"272",22.58333,0.0181135781288013,0.0123754945738803
"273",22.66667,0.0183550265581927,0.0123554477670969
"274",22.75,0.0185926819406861,0.0123353203693273
"275",22.83333,0.0188264687422706,0.0123151139962454
"276",22.91667,0.0190563114268647,0.0122948302474566
"277",23,0.0192823808862839,0.0122744707066305
"278",23.08333,0.0195055944495222,0.0122540369416317
"279",23.16667,0.0197261426549087,0.0122335305046505
"280",23.25,0.0199439713920393,0.012212952932332
"281",23.33333,0.0201590265489164,0.0121923057459045
"282",23.41667,0.0203712540111924,0.0121715904513068
"283",23.5,0.0205805996628596,0.0121508085393145
"284",23.58333,0.0207870093861651,0.0121299614856656
"285",23.66667,0.020990429061869,0.0121090507511849
"286",23.75,0.0211908045690636,0.0120880777819078
"287",23.83333,0.0213880817857275,0.0120670440092024
"288",23.91667,0.021582206588544,0.0120459508498917
"289",24,0.0217733024278273,0.0120247997063742
"290",24.08333,0.0219620304116948,0.0120035919667437
"291",24.16667,0.0221485275536777,0.0119823290049084
"292",24.25,0.0223327545232426,0.0119610121807087
"293",24.33333,0.0225146719886888,0.0119396428400348
"294",24.41667,0.0226942406172714,0.0119182223149425
"295",24.5,0.0228714210753767,0.0118967519237689
"296",24.58333,0.023046174028261,0.0118752329712468
"297",24.66667,0.0232184601404963,0.0118536667486186
"298",24.75,0.0233882400759775,0.0118320545337485
"299",24.83333,0.0235554744978241,0.0118103975912351
"300",24.91667,0.0237201240684204,0.0117886971725223
"301",25,0.0238822860967804,0.0117669545160091
"302",25.08333,0.0240424714756484,0.0117451708471598
"303",25.16667,0.0242007875312922,0.0117233473786118
"304",25.25,0.024357205852449,0.0117014853102838
"305",25.33333,0.0245116980272648,0.0116795858294826
"306",25.41667,0.0246642356433657,0.0116576501110095
"307",25.5,0.0248147902876479,0.0116356793172649
"308",25.58333,0.024963333547082,0.0116136745983535
"309",25.66667,0.0251098370076237,0.0115916370921879
"310",25.75,0.0252542722553724,0.011569567924591
"311",25.83333,0.0253966108758172,0.0115474682093989
"312",25.91667,0.0255368244543543,0.0115253390485618
"313",26,0.0256749881979736,0.0115031815322445
"314",26.08333,0.0258114908361105,0.0114809967389264
"315",26.16667,0.0259464148785611,0.0114587857355007
"316",26.25,0.0260797398766854,0.0114365495773725
"317",26.33333,0.0262114453810414,0.0114142893085562
"318",26.41667,0.0263415109425171,0.0113920059617726
"319",26.5,0.026469916111135,0.0113697005585448
"320",26.58333,0.0265966404374129,0.0113473741092936
"321",26.66667,0.026721663471192,0.0113250276134319
"322",26.75,0.0268449647622786,0.0113026620594589
"323",26.83333,0.0269665238606711,0.0112802784250529
"324",26.91667,0.0270863203158775,0.011257877677164
"325",27,0.0272044132882199,0.0112354607721057
"326",27.08333,0.0273211027346907,0.0112130286556457
"327",27.16667,0.027436453217299,0.0111905822630969
"328",27.25,0.0275504501787935,0.0111681225194063
"329",27.33333,0.0276630790610142,0.0111456503392442
"330",27.41667,0.0277743253063418,0.0111231666270925
"331",27.5,0.0278841743568456,0.0111006722773324
"332",27.58333,0.0279926116545015,0.0110781681743311
"333",27.66667,0.0280996226413492,0.0110556551925279
"334",27.75,0.028205192759442,0.0110331341965202
"335",27.83333,0.028309307450689,0.0110106060411481
"336",27.91667,0.0284119521571782,0.0109880715715785
"337",28,0.0285131735385962,0.0109655316233893
"338",28.08333,0.0286132033645705,0.0109429870226517
"339",28.16667,0.0287120922998376,0.0109204385860129
"340",28.25,0.0288098301555531,0.0108978871207776
"341",28.33333,0.028906406742534,0.0108753334249893
"342",28.41667,0.0290018118721171,0.0108527782875104
"343",28.5,0.0290960353551197,0.0108302224881022
"344",28.58333,0.029189067002636,0.010807666797504
"345",28.66667,0.0292808966258908,0.0107851119775117
"346",28.75,0.0293715140360558,0.010762558781056
"347",28.83333,0.0294609090442597,0.0107400079522793
"348",28.91667,0.0295490714617141,0.0107174602266126
"349",29,0.029636038329075,0.010694916330852
"350",29.08333,0.0297219894586727,0.0106723769832339
"351",29.16667,0.0298069648740515,0.01064984289351
"352",29.25,0.0298909576408493,0.0106273147630221
"353",29.33333,0.0299739608243863,0.0106047932847753
"354",29.41667,0.0300559674902976,0.0105822791435117
"355",29.5,0.0301369707043646,0.010559773015783
"356",29.58333,0.0302169635321317,0.0105372755700226
"357",29.66667,0.0302959390395028,0.0105147874666169
"358",29.75,0.0303738902922861,0.0104923093579767
"359",29.83333,0.030450810356343,0.0104698418886074
"360",29.91667,0.0305266922978866,0.0104473856951789
"361",30,0.0306015656309802,0.0104249414065951
"362",30.08333,0.030675570024127,0.0104025096440624
"363",30.16667,0.0307487372164292,0.0103800910211583
"364",30.25,0.0308210627018379,0.0103576861438989
"365",30.33333,0.0308925419737154,0.0103352956108062
"366",30.41667,0.0309631705259568,0.0103129200129748
"367",30.5,0.0310329438520869,0.0102905599341378
"368",30.58333,0.0311018574461741,0.010268215950733
"369",30.66667,0.0311699068019884,0.0102458886319674
"370",30.75,0.0312370874136807,0.0102235785398822
"371",30.83333,0.0313033947751835,0.0102012862294166
"372",30.91667,0.0313688243807144,0.0101790122484719
"373",31,0.0314333998273524,0.0101567571379738
"374",31.08333,0.031497229623513,0.010134521431936
"375",31.16667,0.0315603390265125,0.0101123056575215
"376",31.25,0.031622725341621,0.0100901103351045
"377",31.33333,0.0316843858744527,0.0100679359783316
"378",31.41667,0.0317453179306346,0.0100457830941826
"379",31.5,0.0318055188157196,0.0100236521830301
"380",31.58333,0.0318649858354387,0.0100015437387
"381",31.66667,0.0319237162957844,0.00997945824853002
"382",31.75,0.0319817075025064,0.00995739619342894
"383",31.83333,0.0320389567616237,0.00993535804793468
"384",31.91667,0.032095461379142,0.00991334428027218
"385",32,0.032151240262686,0.00989135535241082
"386",32.08333,0.032206377572769,0.00986939172012132
"387",32.16667,0.0322608934532456,0.00984745383303221
"388",32.25,0.0323147865587226,0.0098255421346859
"389",32.33333,0.0323680555440067,0.00980365706259423
"390",32.41667,0.0324206990640912,0.00978179904829361
"391",32.5,0.0324727157740039,0.0097599685173998
"392",32.58333,0.0325241043287141,0.00973816588966208
"393",32.66667,0.0325748633832976,0.00971639157901717
"394",32.75,0.0326249915930354,0.00969464599364264
"395",32.83333,0.0326744876133178,0.00967292953600987
"396",32.91667,0.0327233500992232,0.00965124260293661
"397",33,0.0327715942205025,0.0096295855856392
"398",33.08333,0.0328192850220717,0.00960795886978424
"399",33.16667,0.0328664385897648,0.00958636283553994
"400",33.25,0.0329130545788416,0.009564797857627
"401",33.33333,0.032959132644474,0.0095432643053692
"402",33.41667,0.0330046724420177,0.00952176254274341
"403",33.5,0.0330496736267349,0.00950029292842935
"404",33.58333,0.0330941358541574,0.00947885581585888
"405",33.66667,0.0331380587799126,0.00945745155326492
"406",33.75,0.0331814420591749,0.00943608048372997
"407",33.83333,0.0332242853481102,0.00941474294523422
"408",33.91667,0.0332665883019061,0.00939343927070334
"409",34,0.0333083630945206,0.0093721697880558
"410",34.08333,0.0333496596978735,0.0093509348202499
"411",34.16667,0.0333904909600582,0.00932973468533032
"412",34.25,0.0334308572719939,0.00930856969647441
"413",34.33333,0.0334707590252608,0.00928744016203801
"414",34.41667,0.033510196611183,0.00926634638560097
"415",34.5,0.0335491704213009,0.00924528866601225
"416",34.58333,0.0335876808470053,0.00922426729743471
"417",34.66667,0.0336257282797829,0.00920328256938949
"418",34.75,0.0336633131116244,0.00918233476680006
"419",34.83333,0.0337004357338886,0.00916142417003592
"420",34.91667,0.0337370965385233,0.00914055105495594
"421",35,0.0337733052864913,0.00911971569295129
"422",35.08333,0.0338091000249525,0.00909891835098818
"423",35.16667,0.0338444910056266,0.00907815929165005
"424",35.25,0.0338794791547032,0.00905743877317959
"425",35.33333,0.0339140653988546,0.00903675704952032
"426",35.41667,0.0339482506649524,0.00901611437035789
"427",35.5,0.0339820358797862,0.00899551098116099
"428",35.58333,0.0340154219698041,0.00897494712322196
"429",35.66667,0.0340484098622031,0.00895442303369711
"430",35.75,0.0340810004837326,0.00893393894564662
"431",35.83333,0.0341131947613311,0.00891349508807419
"432",35.91667,0.0341449936219771,0.00889309168596633
"433",36,0.0341764048762627,0.00887272896033138
"434",36.08333,0.034207457112208,0.00885240712823811
"435",36.16667,0.0342381584906155,0.00883212640285415
"436",36.25,0.0342685103202944,0.00881188699348395
"437",36.33333,0.0342985139105361,0.00879168910560657
"438",36.41667,0.0343281705703973,0.00877153294091307
"439",36.5,0.0343574816089189,0.00875141869734362
"440",36.58333,0.0343864483354057,0.00873134656912432
"441",36.66667,0.0344150720592289,0.00871131674680371
"442",36.75,0.0344433540893494,0.00869132941728896
"443",36.83333,0.0344712957354689,0.00867138476388182
"444",36.91667,0.034498898306599,0.00865148296631419
"445",37,0.0345261680309763,0.0086316242007835
"446",37.08333,0.0345531259801666,0.00861180863998768
"447",37.16667,0.0345797786256199,0.00859203645315998
"448",37.25,0.0346061275423004,0.00857230780610337
"449",37.33333,0.034632174305103,0.00855262286122476
"450",37.41667,0.0346579204893196,0.00853298177756886
"451",37.5,0.0346833676698557,0.00851338471085184
"452",37.58333,0.0347085174220192,0.00849383181349463
"453",37.66667,0.0347333713209261,0.00847432323465601
"454",37.75,0.0347579309416073,0.00845485912026539
"455",37.83333,0.034782197859677,0.00843543961305534
"456",37.91667,0.0348061736499741,0.00841606485259381
"457",38,0.0348298632530559,0.00839673497531616
"458",38.08333,0.0348532817625529,0.00837745011455685
"459",38.16667,0.03487643428097,0.00835821040058091
"460",38.25,0.0348993225603218,0.00833901596061513
"461",38.33333,0.0349219483531558,0.00831986691887896
"462",38.41667,0.0349443134115397,0.00830076339661528
"463",38.5,0.0349664194879677,0.00828170551212074
"464",38.58333,0.0349882683347689,0.00826269338077593
"465",38.66667,0.0350098617040722,0.00824372711507538
"466",38.75,0.0350312013487555,0.00822480682465715
"467",38.83333,0.035052289020892,0.00820593261633227
"468",38.91667,0.0350731264730957,0.00818710459411394
"469",39,0.0350937175955002,0.00816832285924647
"470",39.08333,0.0351140727275627,0.00814958751023391
"471",39.16667,0.035134195859734,0.00813089864286857
"472",39.25,0.0351540888542123,0.0081122563502592
"473",39.33333,0.0351737535729137,0.00809366072285896
"474",39.41667,0.0351931918778954,0.00807511184849319
"475",39.5,0.0352124056314542,0.00805660981238689
"476",39.58333,0.0352313966953757,0.00803815469719202
"477",39.66667,0.0352501669324283,0.00801974658301453
"478",39.75,0.0352687182040459,0.00800138554744118
"479",39.83333,0.0352870523729303,0.00798307166556616
"480",39.91667,0.0353051713012933,0.00796480501001744
"481",40,0.035323078021352,0.00794658565098292
"482",40.08333,0.0353407790954092,0.00792841365623635
"483",40.16667,0.0353582776095269,0.00791028909116308
"484",40.25,0.0353755754845686,0.00789221201878549
"485",40.33333,0.035392674641006,0.00787418249978831
"486",40.41667,0.0354095769999718,0.00785620059254365
"487",40.5,0.0354262844817592,0.00783826635313589
"488",40.58333,0.0354427990077673,0.00782037983538628
"489",40.66667,0.0354591224984437,0.00780254109087737
"490",40.75,0.0354752568747827,0.00778475016897727
"491",40.83333,0.0354912040576023,0.00776700711686363
"492",40.91667,0.0355069659678247,0.00774931197954745
"493",41,0.0355225449364944,0.00773166479989669
"494",41.08333,0.0355379445318853,0.00771406561865972
"495",41.16667,0.0355531671031049,0.00769651447448845
"496",41.25,0.0355682145913576,0.00767901140396141
"497",41.33333,0.035583088937531,0.00766155644160651
"498",41.41667,0.0355977920827444,0.00764414961992369
"499",41.5,0.035612325967584,0.00762679096940733
"500",41.58333,0.0356266925333983,0.00760948051856846
"501",41.66667,0.0356408937212427,0.00759221829395687
"502",41.75,0.0356549314719246,0.00757500432018285
"503",41.83333,0.0356688077267124,0.00755783861993895
"504",41.91667,0.0356825244266723,0.00754072121402143
"505",42,0.0356960833289879,0.00752365212135151
"506",42.08333,0.0357094856368967,0.00750663135899654
"507",42.16667,0.0357227331000951,0.00748965894219088
"508",42.25,0.0357358276505071,0.00747273488435665
"509",42.33333,0.0357487712207334,0.00745585919712434
"510",42.41667,0.0357615657434813,0.00743903189035312
"511",42.5,0.0357742131507788,0.00742225297215114
"512",42.58333,0.0357867153754157,0.0074055224488955
"513",42.66667,0.0357990743494199,0.00738884032525212
"514",42.75,0.0358112920057705,0.00737220660419547
"515",42.83333,0.0358233702765807,0.00735562128702805
"516",42.91667,0.0358353110947096,0.00733908437339974
"517",43,0.0358471157480205,0.00732259586132703
"518",43.08333,0.0358587835816691,0.00730615574721194
"519",43.16667,0.0358703158565987,0.00728976402586096
"520",43.25,0.0358817144753676,0.00727342069050369
"521",43.33333,0.0358929813405044,0.00725712573281134
"522",43.41667,0.0359041183547513,0.00724087914291514
"523",43.5,0.0359151274209166,0.00722468090942448
"524",43.58333,0.0359260104413348,0.007208531019445
"525",43.66667,0.0359367693189929,0.00719242945859641
"526",43.75,0.0359474059564997,0.00717637621103027
"527",43.83333,0.0359579222565412,0.00716037125944752
"528",43.91667,0.035968320121782,0.00714441458511589
"529",44,0.0359786004572795,0.00712850616788717
"530",44.08333,0.0359887611586265,0.00711264598621432
"531",44.16667,0.0359988030896492,0.0070968340171684
"532",44.25,0.0360087281075021,0.0070810702364554
"533",44.33333,0.0360185380698832,0.00706535461843289
"534",44.41667,0.036028234833851,0.00704968713612649
"535",44.5,0.0360378202575804,0.0070340677612463
"536",44.58333,0.0360472961979035,0.00701849646420306
"537",44.66667,0.0360566645127793,0.00700297321412425
"538",44.75,0.0360659270595143,0.00698749797887001
"539",44.83333,0.0360750856957104,0.0069720707250489
"540",44.91667,0.0360841422790337,0.00695669141803361
"541",45,0.0360930974014719,0.00694136002197642
"542",45.08333,0.0361019478403257,0.00692607649982457
"543",45.16667,0.0361106941366369,0.00691084081333548
"544",45.25,0.0361193380914209,0.00689565292309191
"545",45.33333,0.036127881506351,0.00688051278851683
"546",45.41667,0.0361363261827918,0.0068654203678883
