"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373","Assets","Securities",2015,9,20150930,1,"IRS_BC51","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_51_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,118710788.18,296404.17,111500000,0,118710788.18,0,0,"EUR",1,1,106.4670746,1,NA,111500000,NA,NA,"Fixed","Bullet",20150803,20160801,20400801,20400801,1.65,1,NA,0,24.8368,NA,999,1.3419903,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.4116,20.6855,4.8775,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5374","Assets","Securities",2015,9,20150930,1,"IRS_BC51","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_51_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-115612803.59,-8771.33,-111500000,0,-115612803.59,0,0,"EUR",1,1,103.6886131,1,NA,-111500000,NA,NA,"Floating","Bullet",20150803,20160201,20400801,20400801,0.048,2,"EURIBOR6M",0,24.8368,NA,999,-0.0979522,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.716,24.6918,6.3799,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5375","Assets","Securities",2015,9,20150930,1,"IRS_BC52","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_52_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-117160617.71,-1799.66,-1.13e+08,0,-117160617.71,0,0,"EUR",1,1,103.6819626,1,NA,-1.13e+08,NA,NA,"Floating","Bullet",NA,20151102,20400501,20400501,0.006232,2,"EURIBOR6M",0,24.5854,NA,999,-0.1407596,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6014,24.5668,6.3017,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5376","Assets","Securities",2015,9,20150930,1,"IRS_BC52","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_52_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,120316871.99,466125,1.13e+08,0,120316871.99,0,0,"EUR",1,1,106.475108,1,NA,1.13e+08,NA,NA,"Fixed","Bullet",NA,20160502,20400501,20400501,1.65,1,NA,0,24.5854,NA,999,1.339213,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2137,20.4844,4.7868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5377","Assets","Securities",2015,9,20150930,1,"IRS_BC53","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_53_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,120316871.99,466125,1.13e+08,0,120316871.99,0,0,"EUR",1,1,106.475108,1,NA,1.13e+08,NA,NA,"Fixed","Bullet",NA,20160502,20400501,20400501,1.65,1,NA,0,24.5854,NA,999,1.339213,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2137,20.4844,4.7868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5378","Assets","Securities",2015,9,20150930,1,"IRS_BC53","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_53_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-117160617.71,-1799.66,-1.13e+08,0,-117160617.71,0,0,"EUR",1,1,103.6819626,1,NA,-1.13e+08,NA,NA,"Floating","Bullet",NA,20151102,20400501,20400501,0.006232,2,"EURIBOR6M",0,24.5854,NA,999,-0.1407596,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6014,24.5668,6.3017,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5395","Assets","Securities",2015,9,20150930,1,"IRS_BC54","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_54_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,120312294.87,466125,1.13e+08,0,120312294.87,0,0,"EUR",1,1,106.4710574,1,NA,1.13e+08,NA,NA,"Fixed","Bullet",NA,20160601,20400601,20400601,1.65,1,NA,0,24.6701,NA,999,1.3401299,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2717,20.5433,4.8152,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5396","Assets","Securities",2015,9,20150930,1,"IRS_BC54","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_54_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-117161947.56,-7617.67,-1.13e+08,0,-117161947.56,0,0,"EUR",1,1,103.6831394,1,NA,-1.13e+08,NA,NA,"Floating","Bullet",NA,20151201,20400601,20400601,0.026379,2,"EURIBOR6M",0,24.6701,NA,999,-0.1202461,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6204,24.5908,6.3211,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5561","Assets","Securities",2015,9,20150930,1,"IRS_BC55","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_55_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-117688925.35,-14502.78,-113500000,0,-117688925.35,0,0,"EUR",1,1,103.6906831,1,NA,-113500000,NA,NA,"Floating","Bullet",NA,20160104,20400702,20400701,0.05,2,"EURIBOR6M",0,24.7548,NA,999,-0.0965248,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6275,24.6037,6.3364,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5562","Assets","Securities",2015,9,20150930,1,"IRS_BC55","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_55_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,120845312.69,468187.5,113500000,0,120845312.69,0,0,"EUR",1,1,106.4716411,1,NA,113500000,NA,NA,"Fixed","Bullet",NA,20160701,20400702,20400701,1.65,1,NA,0,24.7548,NA,999,1.3410296,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3289,20.6015,4.8434,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5563","Assets","Securities",2015,9,20150930,1,"IRS_BC56","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_56_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,120312294.87,466125,1.13e+08,0,120312294.87,0,0,"EUR",1,1,106.4710574,1,NA,1.13e+08,NA,NA,"Fixed","Bullet",NA,20160601,20400601,20400601,1.65,1,NA,0,24.6701,NA,999,1.3401299,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2717,20.5433,4.8152,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5613","Assets","Securities",2015,9,20150930,1,"IRS_BC56","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_56_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-117161947.56,-7617.67,-1.13e+08,0,-117161947.56,0,0,"EUR",1,1,103.6831394,1,NA,-1.13e+08,NA,NA,"Floating","Bullet",NA,20151201,20400601,20400601,0.026379,2,"EURIBOR6M",0,24.6701,NA,999,-0.1202461,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6204,24.5908,6.3211,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5614","Assets","Securities",2015,9,20150930,1,"IRS_BC57","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_57_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15558089.33,39331.25,1.5e+07,0,15558089.33,0,0,"EUR",1,1,103.7205955,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400729,1.5225,1,NA,0,24.8313,NA,999,1.3460253,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6181,20.8956,4.9463,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150729,1,"Years",20150729,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5615","Assets","Securities",2015,9,20150930,1,"IRS_BC57","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_57_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553234.18,-1306.67,-1.5e+07,0,-15553234.18,0,0,"EUR",1,1,103.6882279,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400729,0.049,2,"EURIBOR6M",0,24.8313,NA,999,-0.0969737,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7072,24.6832,6.376,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150729,6,"Months",20150729,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5616","Assets","Securities",2015,9,20150930,1,"IRS_BC58","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_58_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15558089.33,39331.25,1.5e+07,0,15558089.33,0,0,"EUR",1,1,103.7205955,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400729,1.5225,1,NA,0,24.8313,NA,999,1.3460253,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6181,20.8956,4.9463,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150729,1,"Years",20150729,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5619","Assets","Securities",2015,9,20150930,1,"IRS_BC58","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_58_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553234.18,-1306.67,-1.5e+07,0,-15553234.18,0,0,"EUR",1,1,103.6882279,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400729,0.049,2,"EURIBOR6M",0,24.8313,NA,999,-0.0969737,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7072,24.6832,6.376,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150729,6,"Months",20150729,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5620","Assets","Securities",2015,9,20150930,1,"IRS_BC59","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_59_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15647058.83,39395.83,1.5e+07,0,15647058.83,0,0,"EUR",1,1,104.3137256,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400730,1.55,1,NA,0,24.8313,NA,999,1.3451323,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5717,20.8484,4.9307,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,1,"Years",20150730,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5621","Assets","Securities",2015,9,20150930,1,"IRS_BC59","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_59_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553073.58,-1260,-1.5e+07,0,-15553073.58,0,0,"EUR",1,1,103.6871572,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400730,0.048,2,"EURIBOR6M",0,24.8313,NA,999,-0.0979274,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7105,24.6863,6.3771,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,6,"Months",20150730,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5622","Assets","Securities",2015,9,20150930,1,"IRS_BC60","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_60_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15647058.83,39395.83,1.5e+07,0,15647058.83,0,0,"EUR",1,1,104.3137256,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400730,1.55,1,NA,0,24.8313,NA,999,1.3451323,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5717,20.8484,4.9307,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,1,"Years",20150730,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5623","Assets","Securities",2015,9,20150930,1,"IRS_BC60","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_60_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553073.58,-1260,-1.5e+07,0,-15553073.58,0,0,"EUR",1,1,103.6871572,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400730,0.048,2,"EURIBOR6M",0,24.8313,NA,999,-0.0979274,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7105,24.6863,6.3771,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,6,"Months",20150730,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5633","Assets","Securities",2015,9,20150930,1,"IRS_BC61","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_61_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15718554.64,39955,1.5e+07,0,15718554.64,0,0,"EUR",1,1,104.7903643,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400731,20400731,1.572,1,NA,0,24.834,NA,999,1.3444482,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5364,20.8125,4.9192,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150731,1,"Years",20150731,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5634","Assets","Securities",2015,9,20150930,1,"IRS_BC61","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_61_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15552973.38,-1240,-1.5e+07,0,-15552973.38,0,0,"EUR",1,1,103.6864892,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400731,20400731,0.048,2,"EURIBOR6M",0,24.834,NA,999,-0.0978853,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7132,24.689,6.3785,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150731,6,"Months",20150731,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5635","Assets","Securities",2015,9,20150930,1,"IRS_BC62","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_62_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15718554.64,39955,1.5e+07,0,15718554.64,0,0,"EUR",1,1,104.7903643,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400731,20400731,1.572,1,NA,0,24.834,NA,999,1.3444482,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5364,20.8125,4.9192,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150731,1,"Years",20150731,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5642","Assets","Securities",2015,9,20150930,1,"IRS_BC62","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_62_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15552973.38,-1240,-1.5e+07,0,-15552973.38,0,0,"EUR",1,1,103.6864892,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400731,20400731,0.048,2,"EURIBOR6M",0,24.834,NA,999,-0.0978853,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7132,24.689,6.3785,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150731,6,"Months",20150731,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5643","Assets","Securities",2015,9,20150930,1,"IRS_BC63","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_63_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15680265.47,37073.75,1.5e+07,0,15680265.47,0,0,"EUR",1,1,104.5351031,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160804,20400806,20400804,1.561,1,NA,0,24.8504,NA,999,1.3450128,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5711,20.8478,4.9323,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150804,1,"Years",20150804,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5644","Assets","Securities",2015,9,20150930,1,"IRS_BC63","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_63_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553328.95,-1160,-1.5e+07,0,-15553328.95,0,0,"EUR",1,1,103.6888596,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160204,20400806,20400804,0.048,2,"EURIBOR6M",0,24.8504,NA,999,-0.0978817,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7296,24.7053,6.3868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150804,6,"Months",20150804,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5652","Assets","Securities",2015,9,20150930,1,"IRS_BC64","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_64_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15680265.47,37073.75,1.5e+07,0,15680265.47,0,0,"EUR",1,1,104.5351031,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160804,20400806,20400804,1.561,1,NA,0,24.8504,NA,999,1.3450128,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5711,20.8478,4.9323,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150804,1,"Years",20150804,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
