"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16301","Assets","Securities",2015,9,20150930,1,"IRS_DB46","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_46_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-129088530.31,-13034.65,-124500000,0,-129088530.31,0,0,"EUR",1,1,103.6855665,1,NA,-124500000,NA,NA,"Floating","Bullet",NA,20151222,20400622,20400622,0.040968,2,"EURIBOR6M",0,24.7275,NA,999,-0.1054777,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6299,24.6039,6.3331,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16302","Assets","Securities",2015,9,20150930,1,"IRS_DB47","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_47_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,129895421.79,385825,1.22e+08,0,129895421.79,0,0,"EUR",1,1,106.4716572,1,NA,1.22e+08,NA,NA,"Fixed","Bullet",20150722,20160722,20400723,20400722,1.65,1,NA,0,24.8122,NA,999,1.3416966,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3851,20.6585,4.8668,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16516","Assets","Securities",2015,9,20150930,1,"IRS_DB47","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_47_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-126500372.4,-11789.94,-1.22e+08,0,-126500372.4,0,0,"EUR",1,1,103.6888298,1,NA,-1.22e+08,NA,NA,"Floating","Bullet",20150722,20160122,20400723,20400722,0.049,2,"EURIBOR6M",0,24.8122,NA,999,-0.0971096,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6881,24.6641,6.3664,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16517","Assets","Securities",2015,9,20150930,1,"IRS_DB48","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_48_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,129895421.79,385825,1.22e+08,0,129895421.79,0,0,"EUR",1,1,106.4716572,1,NA,1.22e+08,NA,NA,"Fixed","Bullet",20150722,20160722,20400723,20400722,1.65,1,NA,0,24.8122,NA,999,1.3416966,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3851,20.6585,4.8668,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16518","Assets","Securities",2015,9,20150930,1,"IRS_DB48","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_48_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-126500372.4,-11789.94,-1.22e+08,0,-126500372.4,0,0,"EUR",1,1,103.6888298,1,NA,-1.22e+08,NA,NA,"Floating","Bullet",20150722,20160122,20400723,20400722,0.049,2,"EURIBOR6M",0,24.8122,NA,999,-0.0971096,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6881,24.6641,6.3664,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16519","Assets","Securities",2015,9,20150930,1,"IRS_GS01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS01_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,55406725.53,0,38458000,0,55406725.53,0,0,"EUR",1,1,142.068527,1,NA,3.9e+07,NA,NA,"Fixed","Bullet",NA,20180619,20370619,20370619,4,1,NA,0,21.7178,NA,999,1.3826745,1,NA,0,0,0,0,"Todo","DERIVATEN",16.7314,16.9627,3.3589,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110617,1,"Years",20170619,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16520","Assets","Securities",2015,9,20150930,1,"IRS_GS01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS01_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-39866740.29,0,-3.9e+07,0,-39866740.29,0,0,"EUR",1,1,102.222411,1,NA,-3.9e+07,NA,NA,"Floating","Bullet",NA,20171219,20370619,20370619,0,2,"EURIBOR6M",0,21.7178,NA,999,-0.1011595,2,NA,0,0,0,0,"Todo","DERIVATEN",21.7398,21.7178,4.9438,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110617,6,"Months",20170619,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16531","Assets","Securities",2015,9,20150930,1,"IRS_GS02","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS02_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,31291631.76,0,22888375,0,31291631.76,0,0,"EUR",1,1,131.754239,1,NA,23750000,NA,NA,"Fixed","Bullet",NA,20210624,20400625,20400624,3.69,1,NA,0,24.7357,NA,999,1.3640523,1,NA,0,0,0,0,"Todo","DERIVATEN",19.9144,20.1861,4.549,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110622,1,"Years",20200624,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16532","Assets","Securities",2015,9,20150930,1,"IRS_GS02","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS02_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-24114401,0,-23750000,0,-24114401,0,0,"EUR",1,1,101.53432,1,NA,-23750000,NA,NA,"Floating","Bullet",NA,20201224,20400625,20400624,0,2,"EURIBOR6M",0,24.7357,NA,999,-0.0615387,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7509,24.7357,6.3737,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110622,6,"Months",20200624,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16589","Assets","Securities",2015,9,20150930,1,"IRS_GS03","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS03_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,32497687.75,0,24179500,0,32497687.75,0,0,"EUR",1,1,129.990751,1,NA,2.5e+07,NA,NA,"Fixed","Bullet",NA,20220623,20410624,20410623,3.69,1,NA,0,25.7315,NA,999,1.3639292,1,NA,0,0,0,0,"Todo","DERIVATEN",20.8976,21.1827,4.9599,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110623,1,"Years",20210623,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16622","Assets","Securities",2015,9,20150930,1,"IRS_GS03","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS03_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-25174376.5,0,-2.5e+07,0,-25174376.5,0,0,"EUR",1,1,100.697506,1,NA,-2.5e+07,NA,NA,"Floating","Bullet",NA,20211223,20410624,20410623,0,2,"EURIBOR6M",0,25.7315,NA,999,-0.0270093,2,NA,0,0,0,0,"Todo","DERIVATEN",25.7385,25.7315,6.8821,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110623,6,"Months",20210623,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16623","Assets","Securities",2015,9,20150930,1,"IRS_GS05","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS05_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,55335304.44,0,39301000,0,55335304.44,0,0,"EUR",1,1,141.885396,1,NA,3.9e+07,NA,NA,"Fixed","Bullet",NA,20180730,20370728,20370728,4,1,NA,0,21.8247,NA,999,1.3816237,1,NA,0,0,0,0,"Todo","DERIVATEN",16.8374,17.07,3.3955,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,1,"Years",20170728,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16624","Assets","Securities",2015,9,20150930,1,"IRS_GS05","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS05_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-39871567.71,0,-3.9e+07,0,-39871567.71,0,0,"EUR",1,1,102.234789,1,NA,-3.9e+07,NA,NA,"Floating","Bullet",NA,20180129,20370728,20370728,0,2,"EURIBOR6M",0,21.8247,NA,999,-0.1012188,2,NA,0,0,0,0,"Todo","DERIVATEN",21.8468,21.8247,4.9915,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,6,"Months",20170728,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16625","Assets","Securities",2015,9,20150930,1,"IRS_GS06","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS06_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-141919170.5,-1716187.5,-1.35e+08,0,-141919170.5,0,0,"EUR",1,1,105.1253115,1,NA,-1.35e+08,NA,NA,"Fixed","Bullet",NA,20151022,20271022,20271022,1.35,1,NA,0,12.0603,NA,999,0.8997125,1,NA,0,0,0,0,"Todo","DERIVATEN",11.0037,11.1027,1.39,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141022,1,"Years",20141022,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16645","Assets","Securities",2015,9,20150930,1,"IRS_GS06","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS06_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,138728031.07,41917.5,1.35e+08,0,138728031.07,0,0,"EUR",1,1,102.7615045,1,NA,1.35e+08,NA,NA,"Floating","Bullet",20150422,20151022,20271022,20271022,0.069,2,"EURIBOR6M",0,12.0603,NA,999,-0.156661,2,NA,0,0,0,0,"Todo","DERIVATEN",12.0277,12.0089,1.5713,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141022,6,"Months",20141022,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16646","Assets","Securities",2015,9,20150930,1,"IRS_GS07","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS07_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,86921922.47,1323230,8e+07,0,86921922.47,0,0,"EUR",1,1,108.6524031,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151022,20381022,20381022,1.7565,1,NA,0,23.0603,NA,999,1.3189323,1,NA,0,0,0,0,"Todo","DERIVATEN",18.8125,19.0606,4.1946,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141022,1,"Years",20141022,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16647","Assets","Securities",2015,9,20150930,1,"IRS_GS07","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLD. SACHS07_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-83023765.71,-24840,-8e+07,0,-83023765.71,0,0,"EUR",1,1,103.7797071,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150422,20151022,20381022,20381022,0.069,2,"EURIBOR6M",0,23.0603,NA,999,-0.0921035,2,NA,0,0,0,0,"Todo","DERIVATEN",22.8978,22.8767,5.5004,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141022,6,"Months",20141022,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16648","Assets","Securities",2015,9,20150930,1,"IRS_GS08","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_08_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-132359965.52,-1703722.22,-1.25e+08,0,-132359965.52,0,0,"EUR",1,1,105.8879724,1,NA,-1.25e+08,NA,NA,"Fixed","Bullet",NA,20151026,20281024,20281024,1.456,1,NA,0,13.0663,NA,999,0.9739254,1,NA,0,0,0,0,"Todo","DERIVATEN",11.7634,11.878,1.5924,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,1,"Years",20141024,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16649","Assets","Securities",2015,9,20150930,1,"IRS_GS08","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_08_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,128654175.54,37777.78,1.25e+08,0,128654175.54,0,0,"EUR",1,1,102.9233404,1,NA,1.25e+08,NA,NA,"Floating","Bullet",20150424,20151026,20281024,20281024,0.068,2,"EURIBOR6M",0,13.0663,NA,999,-0.1523682,2,NA,0,0,0,0,"Todo","DERIVATEN",13.0269,13.0071,1.8327,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,6,"Months",20141024,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16673","Assets","Securities",2015,9,20150930,1,"IRS_GS09","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_09_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,87593086.8,1346127.78,8e+07,0,87593086.8,0,0,"EUR",1,1,109.4913585,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151026,20381025,20381024,1.7975,1,NA,0,23.0685,NA,999,1.3177198,1,NA,0,0,0,0,"Todo","DERIVATEN",18.7593,19.0065,4.179,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,1,"Years",20141024,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16674","Assets","Securities",2015,9,20150930,1,"IRS_GS09","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_09_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-83022636.03,-24177.78,-8e+07,0,-83022636.03,0,0,"EUR",1,1,103.778295,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150424,20151026,20381025,20381024,0.068,2,"EURIBOR6M",0,23.0685,NA,999,-0.092982,2,NA,0,0,0,0,"Todo","DERIVATEN",22.9089,22.8875,5.5052,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,6,"Months",20141024,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16675","Assets","Securities",2015,9,20150930,1,"IRS_GS10","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_10_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-142784466.37,-1749225,-1.35e+08,0,-142784466.37,0,0,"EUR",1,1,105.7662714,1,NA,-1.35e+08,NA,NA,"Fixed","Bullet",NA,20151029,20271029,20271029,1.405,1,NA,0,12.0795,NA,999,0.8998311,1,NA,0,0,0,0,"Todo","DERIVATEN",10.9899,11.0888,1.3889,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141029,1,"Years",20141029,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16708","Assets","Securities",2015,9,20150930,1,"IRS_GS10","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_10_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,138732510.16,38943.75,1.35e+08,0,138732510.16,0,0,"EUR",1,1,102.7648223,1,NA,1.35e+08,NA,NA,"Floating","Bullet",20150429,20151029,20271029,20271029,0.067,2,"EURIBOR6M",0,12.0795,NA,999,-0.1585699,2,NA,0,0,0,0,"Todo","DERIVATEN",12.0486,12.0295,1.5764,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141029,6,"Months",20141029,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16709","Assets","Securities",2015,9,20150930,1,"IRS_GS11","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_11_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,87908171.88,1339804.44,8e+07,0,87908171.88,0,0,"EUR",1,1,109.8852149,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151029,20381029,20381029,1.816,1,NA,0,23.0795,NA,999,1.3172257,1,NA,0,0,0,0,"Todo","DERIVATEN",18.7428,18.9897,4.1748,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141029,1,"Years",20141029,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16710","Assets","Securities",2015,9,20150930,1,"IRS_GS11","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_11_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-83023101.95,-23077.78,-8e+07,0,-83023101.95,0,0,"EUR",1,1,103.7788774,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150429,20151029,20381029,20381029,0.067,2,"EURIBOR6M",0,23.0795,NA,999,-0.0939253,2,NA,0,0,0,0,"Todo","DERIVATEN",22.9227,22.9012,5.5113,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141029,6,"Months",20141029,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16711","Assets","Securities",2015,9,20150930,1,"IRS_GS12","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_12_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,86634804.12,1267537.78,8e+07,0,86634804.12,0,0,"EUR",1,1,108.2935052,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151103,20381103,20381103,1.739,1,NA,0,23.0932,NA,999,1.3198328,1,NA,0,0,0,0,"Todo","DERIVATEN",18.8708,19.1199,4.2151,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,1,"Years",20141103,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
