Valuation Date,Symbology,Ticker,Field Name,Value
2020-06-30,OG-Ticker,EUSP154 CURNCY,MarketValue,6.92
2020-06-30,OG-Ticker,EUSP155 CURNCY,MarketValue,8.67
2020-06-30,OG-Ticker,EUSP156 CURNCY,MarketValue,10.43
2020-06-30,OG-Ticker,EUSP157 CURNCY,MarketValue,12.19
2020-06-30,OG-Ticker,EUSP158 CURNCY,MarketValue,13.98
2020-06-30,OG-Ticker,EUSP159 CURNCY,MarketValue,15.77
2020-06-30,OG-Ticker,EUSP201 CURNCY,MarketValue,1.945
2020-06-30,OG-Ticker,EUSP2010 CURNCY,MarketValue,19.54
2020-06-30,OG-Ticker,EUSP2015 CURNCY,MarketValue,27.91
2020-06-30,OG-Ticker,EUSP202 CURNCY,MarketValue,3.835
2020-06-30,OG-Ticker,EUSP2020 CURNCY,MarketValue,36.01
2020-06-30,OG-Ticker,EUSP203 CURNCY,MarketValue,5.81
2020-06-30,OG-Ticker,EUSP2030 CURNCY,MarketValue,51.33
2020-06-30,OG-Ticker,EUSP204 CURNCY,MarketValue,7.75
2020-06-30,OG-Ticker,EUSP205 CURNCY,MarketValue,9.74
2020-06-30,OG-Ticker,EUSP206 CURNCY,MarketValue,11.7
2020-06-30,OG-Ticker,EUSP207 CURNCY,MarketValue,13.64
2020-06-30,OG-Ticker,EUSP208 CURNCY,MarketValue,15.62
2020-06-30,OG-Ticker,EUSP209 CURNCY,MarketValue,17.59
2020-06-30,OG-Ticker,EUSP251 CURNCY,MarketValue,2.13
2020-06-30,OG-Ticker,EUSP2510 CURNCY,MarketValue,20.91
2020-06-30,OG-Ticker,EUSP2515 CURNCY,MarketValue,29.78
2020-06-30,OG-Ticker,EUSP252 CURNCY,MarketValue,4.25
2020-06-30,OG-Ticker,EUSP2520 CURNCY,MarketValue,37.72
2020-06-30,OG-Ticker,EUSP253 CURNCY,MarketValue,6.43
2020-06-30,OG-Ticker,EUSP2530 CURNCY,MarketValue,52.45
2020-06-30,OG-Ticker,EUSP254 CURNCY,MarketValue,8.57
2020-06-30,OG-Ticker,EUSP255 CURNCY,MarketValue,10.73
2020-06-30,OG-Ticker,EUSP256 CURNCY,MarketValue,12.82
2020-06-30,OG-Ticker,EUSP257 CURNCY,MarketValue,14.88
2020-06-30,OG-Ticker,EUSP258 CURNCY,MarketValue,16.81
2020-06-30,OG-Ticker,EUSP259 CURNCY,MarketValue,18.88
2020-06-30,OG-Ticker,EUSP301 CURNCY,MarketValue,2.315
2020-06-30,OG-Ticker,EUSP3010 CURNCY,MarketValue,22.24
2020-06-30,OG-Ticker,EUSP3015 CURNCY,MarketValue,31.27
2020-06-30,OG-Ticker,EUSP302 CURNCY,MarketValue,4.63
2020-06-30,OG-Ticker,EUSP3020 CURNCY,MarketValue,39.5
2020-06-30,OG-Ticker,EUSP303 CURNCY,MarketValue,7
2020-06-30,OG-Ticker,EUSP3030 CURNCY,MarketValue,54.32
2020-06-30,OG-Ticker,EUSP304 CURNCY,MarketValue,9.36
2020-06-30,OG-Ticker,EUSP305 CURNCY,MarketValue,11.76
2020-06-30,OG-Ticker,EUSP306 CURNCY,MarketValue,14.01
2020-06-30,OG-Ticker,EUSP307 CURNCY,MarketValue,16.09
2020-06-30,OG-Ticker,EUSP308 CURNCY,MarketValue,18.14
2020-06-30,OG-Ticker,EUSP309 CURNCY,MarketValue,20.12
2020-06-30,OG-Ticker,EUSS1 CURNCY,MarketValue,0.221852
2020-06-30,OG-Ticker,EUSS10 CURNCY,MarketValue,0.287146
2020-06-30,OG-Ticker,EUSS15 CURNCY,MarketValue,0.251435
2020-06-30,OG-Ticker,EUSS2 CURNCY,MarketValue,0.307447
2020-06-30,OG-Ticker,EUSS20 CURNCY,MarketValue,0.259894
2020-06-30,OG-Ticker,EUSS3 CURNCY,MarketValue,0.332496
2020-06-30,OG-Ticker,EUSS30 CURNCY,MarketValue,0.032276
2020-06-30,OG-Ticker,EUSS4 CURNCY,MarketValue,0.338355
2020-06-30,OG-Ticker,EUSS5 CURNCY,MarketValue,0.351472
2020-06-30,OG-Ticker,EUSS6 CURNCY,MarketValue,0.354473
2020-06-30,OG-Ticker,EUSS7 CURNCY,MarketValue,0.313205
2020-06-30,OG-Ticker,EUSS8 CURNCY,MarketValue,0.336458
2020-06-30,OG-Ticker,EUSS9 CURNCY,MarketValue,0.312928
2020-06-30,OG-Ticker,EUSW10V1 CURNCY,MarketValue,-0.00287
2020-06-30,OG-Ticker,EUSW10V3 CURNCY,MarketValue,-0.00226
2020-06-30,OG-Ticker,EUSW12V1 CURNCY,MarketValue,-0.00199
2020-06-30,OG-Ticker,EUSW12V3 CURNCY,MarketValue,-0.00137
2020-06-30,OG-Ticker,EUSW15V1 CURNCY,MarketValue,-0.000925
2020-06-30,OG-Ticker,EUSW15V3 CURNCY,MarketValue,-0.00029
2020-06-30,OG-Ticker,EUSW1V1 CURNCY,MarketValue,-0.0054
2020-06-30,OG-Ticker,EUSW1V3 CURNCY,MarketValue,-0.0046
2020-06-30,OG-Ticker,EUSW20V1 CURNCY,MarketValue,4e-05
2020-06-30,OG-Ticker,EUSW20V3 CURNCY,MarketValue,0.000545
2020-06-30,OG-Ticker,EUSW25V1 CURNCY,MarketValue,-8e-05
2020-06-30,OG-Ticker,EUSW2V1 CURNCY,MarketValue,-0.0055
2020-06-30,OG-Ticker,EUSW2V3 CURNCY,MarketValue,-0.00477
2020-06-30,OG-Ticker,EUSW30V1 CURNCY,MarketValue,-0.00032
2020-06-30,OG-Ticker,EUSW30V3 CURNCY,MarketValue,0.000275
2020-06-30,OG-Ticker,EUSW3V1 CURNCY,MarketValue,-0.00543
2020-06-30,OG-Ticker,EUSW3V3 CURNCY,MarketValue,-0.004723
2020-06-30,OG-Ticker,EUSW4V1 CURNCY,MarketValue,-0.00513
2020-06-30,OG-Ticker,EUSW4V3 CURNCY,MarketValue,-0.00454
2020-06-30,OG-Ticker,EUSW50V3 CURNCY,MarketValue,-0.000736
2020-06-30,OG-Ticker,EUSW5V1 CURNCY,MarketValue,-0.00485
2020-06-30,OG-Ticker,EUSW5V3 CURNCY,MarketValue,-0.00426
2020-06-30,OG-Ticker,EUSW6V1 CURNCY,MarketValue,-0.00453
2020-06-30,OG-Ticker,EUSW6V3 CURNCY,MarketValue,-0.003933
2020-06-30,OG-Ticker,EUSW7V1 CURNCY,MarketValue,-0.00417
2020-06-30,OG-Ticker,EUSW7V3 CURNCY,MarketValue,-0.003555
2020-06-30,OG-Ticker,EUSW8V1 CURNCY,MarketValue,-0.00376
2020-06-30,OG-Ticker,EUSW8V3 CURNCY,MarketValue,-0.003132
2020-06-30,OG-Ticker,EUSW9V1 CURNCY,MarketValue,-0.00333
2020-06-30,OG-Ticker,EUSW9V3 CURNCY,MarketValue,-0.002703
2020-06-30,OG-Ticker,EUSWA CURNCY,MarketValue,-0.005265
2020-06-30,OG-Ticker,EUSWB CURNCY,MarketValue,-0.004815
2020-06-30,OG-Ticker,EUSWC CURNCY,MarketValue,-0.004314
2020-06-30,OG-Ticker,EUSWE1 CURNCY,MarketValue,-0.00506
2020-06-30,OG-Ticker,EUSWE10 CURNCY,MarketValue,-0.00318
2020-06-30,OG-Ticker,EUSWE11 CURNCY,MarketValue,-0.00274
2020-06-30,OG-Ticker,EUSWE12 CURNCY,MarketValue,-0.00233
2020-06-30,OG-Ticker,EUSWE13 CURNCY,MarketValue,-0.001935
2020-06-30,OG-Ticker,EUSWE14 CURNCY,MarketValue,-0.001575
2020-06-30,OG-Ticker,EUSWE15 CURNCY,MarketValue,-0.001211
2020-06-30,OG-Ticker,EUSWE1F CURNCY,MarketValue,-0.00506
2020-06-30,OG-Ticker,EUSWE1Z CURNCY,MarketValue,-0.00461
2020-06-30,OG-Ticker,EUSWE2 CURNCY,MarketValue,-0.00533
2020-06-30,OG-Ticker,EUSWE20 CURNCY,MarketValue,-0.00039
2020-06-30,OG-Ticker,EUSWE25 CURNCY,MarketValue,-0.00038
2020-06-30,OG-Ticker,EUSWE2F CURNCY,MarketValue,-0.00526
2020-06-30,OG-Ticker,EUSWE2Z CURNCY,MarketValue,-0.0046
2020-06-30,OG-Ticker,EUSWE3 CURNCY,MarketValue,-0.00553
2020-06-30,OG-Ticker,EUSWE30 CURNCY,MarketValue,-0.000685
2020-06-30,OG-Ticker,EUSWE35 CURNCY,MarketValue,-0.000888
2020-06-30,OG-Ticker,EUSWE4 CURNCY,MarketValue,-0.00522
2020-06-30,OG-Ticker,EUSWE40 CURNCY,MarketValue,-0.00117
2020-06-30,OG-Ticker,EUSWE5 CURNCY,MarketValue,-0.00502
