Id,Id Scheme,Start Date,End Date,Fixed Rate
FR0013504727,OG,2020-04-02,2030-04-02,1.375
FR0013505104,OG,2020-03-30,2025-04-01,1
FR0013505112,OG,2020-03-30,2030-04-01,1.5
FR0013505260,OG,2020-04-01,2027-12-15,2.625
FR0013505542,OG,NULL,2027-04-02,1.25
FR0013505559,OG,2020-04-02,2025-04-02,1
FR0013505567,OG,2020-04-02,2030-04-02,1.375
FR0013506292,OG,2020-04-07,2027-07-07,1.25
FR0013506300,OG,NULL,2032-04-07,1.625
FR0013506516,OG,2020-04-14,2027-01-14,1.25
FR0013506862,OG,2020-04-09,2027-04-09,1
FR0013507654,OG,NULL,2028-07-24,1.125
FR0013507704,OG,NULL,2028-04-15,1.25
FR0013508512,OG,2020-04-22,2026-04-22,1
FR0013508686,OG,2020-04-21,2026-10-21,0.625
FR0013508694,OG,NULL,2032-04-21,1.375
FR0013508710,OG,2020-04-17,2029-04-17,1.125
FR0013509098,OG,2020-04-21,2026-04-21,1.125
FR0013509726,OG,2020-04-28,2025-04-28,0.625
FR0013511227,OG,2020-05-07,2027-05-07,0.875
FR0013512407,OG,NULL,2028-05-13,0.75
FR0013512449,OG,NULL,2035-05-14,1.25
FR0013512621,OG,NULL,2031-05-19,1
FR0013515749,OG,NULL,2030-06-03,1.25
FR0013516069,OG,2020-06-05,2026-01-05,0.375
FR0013516077,OG,2020-06-05,2028-06-05,0.5
FR0013516549,OG,2020-06-08,2030-11-25,0
FR0013517307,OG,2020-06-11,2029-06-11,1.25
FR0013518024,OG,2020-06-17,2026-06-17,0.5
FR0125692451,OG,2019-07-24,2020-07-15,0
FR0125848475,OG,2019-11-14,2020-11-04,0
FR0125848483,OG,2020-01-08,2020-12-02,0
FR0125848673,OG,2020-02-05,2021-01-27,0
FR0125848681,OG,2020-03-04,2021-02-24,0
FR0126001801,OG,2020-06-24,2021-06-16,0
IE00BDHDPR44,OG,2018-01-10,2028-05-15,0.9
IE00BFZRPZ02,OG,2018-04-17,2033-05-15,1.3
IE00BFZRQ242,OG,2018-10-17,2031-03-18,1.35
IE00BH3SQ895,OG,2019-01-16,2029-05-15,1.1
IE00BH3SQB22,OG,2019-05-16,2050-05-15,1.5
IE00BV8C9186,OG,2015-02-10,2045-02-18,2
IE00BV8C9B83,OG,2017-01-11,2037-05-15,1.7
IT0001086658,OG,1997-01-29,2022-01-30,0
IT0004547409,OG,2009-11-05,2022-01-31,4.375
IT0004760341,OG,2011-09-01,2021-10-31,5
IT0004839046,OG,2012-07-16,2021-01-27,5
IT0005013971,OG,2014-04-17,2021-04-16,2.875
IT0005121592,OG,NULL,2023-06-16,0.875
IT0005140188,OG,2015-10-28,2022-01-20,1.25
IT0005156044,OG,2015-12-18,2025-12-18,1.375
IT0005367492,OG,2019-04-01,2024-07-01,1.75
IT0005381824,OG,2019-08-14,2020-08-14,0
IT0005389561,OG,2019-11-14,2020-11-13,0
IT0005399560,OG,2020-02-14,2021-02-12,0
IT0006527185,OG,1999-02-26,2024-02-26,0
JP1024001K50,OG,2019-05-07,2021-05-01,0.1
JP1748821L10,OG,2020-01-20,2021-01-20,0
JP1748891L23,OG,2020-02-20,2021-02-22,0
JP1749161L65,OG,2020-06-22,2021-06-21,0
LU0905090048,OG,2013-03-19,2028-03-19,2.25
LU0945626439,OG,2013-07-10,2023-07-10,2.125
LU1556942974,OG,2017-02-01,2027-02-01,0.625
LU2161837203,OG,2020-04-28,2025-04-28,0
NL0000102234,OG,2005-04-25,2037-01-15,4
NL0000102275,OG,2006-02-17,2023-01-15,3.75
NL0000102317,OG,1998-01-15,2028-01-15,5.5
NL0000102788,OG,2005-04-25,2037-01-15,0
NL0000103000,OG,1993-01-15,2023-01-15,0
NL0000103299,OG,1993-01-15,2022-01-15,0
NL0000133924,OG,1994-02-28,2024-02-28,6.25
NL0009348242,OG,2010-02-05,2020-07-15,3.5
NL0009446418,OG,2010-05-21,2042-01-15,3.75
NL0009446608,OG,2010-05-21,2042-01-15,0
NL0009712470,OG,2011-03-04,2021-07-15,3.25
NL0010060257,OG,2012-02-10,2022-07-15,2.25
NL0010071189,OG,2012-03-09,2033-01-15,2.5
NL0010418810,OG,2013-03-22,2023-07-15,1.75
NL0010721999,OG,2014-02-21,2047-01-15,2.75
NL0010733424,OG,2014-03-28,2024-07-15,2
NL0011220108,OG,2015-03-26,2025-07-15,0.25
NL0011819040,OG,2016-03-24,2026-07-15,0.5
NL0011896857,OG,2016-06-09,2022-01-15,0
NL0012171458,OG,2017-02-09,2027-07-15,0.75
NL0012650469,OG,2017-10-13,2024-01-15,0
NL0012818504,OG,2018-03-15,2028-07-15,0.75
NL0013332430,OG,2019-02-14,2029-07-15,0.25
NL0013552060,OG,2019-05-23,2040-01-15,0.5
NL0014270324,OG,2020-02-05,2020-07-30,0
NL0014332652,OG,2020-03-02,2021-03-02,0
NL0014433203,OG,2020-03-04,2020-08-28,0
NL0014555419,OG,2020-03-12,2030-07-15,0
NL0014787046,OG,2020-04-08,2020-09-29,0
NL0014832073,OG,2020-04-16,2021-01-28,0
NL0014858250,OG,2020-04-30,2021-04-29,0
NL0014913295,OG,2020-05-06,2020-10-29,0
NL0015031527,OG,2020-05-27,2021-05-28,0
NL0015041583,OG,2020-06-04,2020-11-27,0
PTBCPIOM0057,OG,2017-05-31,2022-05-31,0.75
PTCGH1OE0014,OG,2015-01-27,2022-01-27,1
SI0002103149,OG,2011-01-18,2021-01-18,4.375
SI0002103388,OG,2014-04-08,2021-04-08,3
SI0002103487,OG,2015-03-25,2035-03-25,1.5
SI0002103602,OG,2016-03-03,2032-03-03,2.25
SI0002103677,OG,2016-11-03,2040-11-03,1.75
SI0002103842,OG,2019-01-14,2029-03-14,1.1875
SI0002103966,OG,2020-01-14,2030-01-14,0.275
SK4120011420,OG,2016-01-21,2031-01-21,1.625
SK4120012691,OG,2017-03-09,2037-03-09,1.875
SK4120013400,OG,2017-10-17,2047-10-17,2
SK4120014150,OG,2018-06-12,2028-06-12,1
US001055AY85,OG,2018-10-31,2049-01-15,4.75
US00135TAA25,OG,2018-10-12,2023-10-12,4.75
US00138CAG33,OG,2018-06-27,2021-06-25,3.35
US00206RDR03,OG,2017-02-09,2037-03-01,5.25
US002824BA72,OG,2015-03-10,2022-03-15,2.55
US00287YAU38,OG,2016-05-12,2021-05-14,2.3
US00287YBL20,OG,2019-11-21,2022-11-21,2.3
US00287YCE77,OG,2020-05-14,2021-12-15,5
US00772BAF85,OG,2015-07-30,2021-05-15,4.5
US00912XAM65,OG,2014-03-11,2021-04-01,3.875
US00912XAW48,OG,2017-06-12,2022-07-01,2.625
US00912XAZ78,OG,2018-01-16,2021-03-01,2.5
US00913RAB24,OG,2016-09-27,2021-09-27,1.75
US01959EAC21,OG,2015-10-29,2025-10-29,4.35
US02005NBG43,OG,2016-04-11,2021-04-15,4.25
US025816BU20,OG,2018-05-17,2021-05-17,3.375
US025816BY42,OG,2018-11-06,2021-11-05,3.7
US025816CB30,OG,2019-02-22,2021-02-22,3
US0258M0EL96,OG,2017-05-03,2027-05-03,3.3
US02765UEK60,OG,2010-12-21,2050-02-15,8.084
US03027XAA81,OG,2012-03-12,2022-03-15,4.7
US03027XAH35,OG,2016-01-12,2021-02-15,3.3
US03027XAP50,OG,2017-06-30,2027-07-15,3.55
US031162CP32,OG,2017-05-11,2022-05-11,2.65
US034863AM25,OG,2014-04-15,2021-04-15,4.125
US034863AP55,OG,2015-05-14,2025-05-14,4.875
US035242AP13,OG,2016-01-25,2026-02-01,3.65
US037833BX70,OG,2016-02-23,2046-02-23,4.65
US05367AAJ25,OG,2017-01-20,2022-01-20,2.875
US05531FAX15,OG,2017-03-21,2022-04-01,2.75
US05565EBF16,OG,2019-04-18,2022-04-14,2.95
US05565QCZ90,OG,2015-03-17,2022-03-17,3.062
US05578DAU63,OG,2016-02-03,2021-02-03,2.65
US05583JAA07,OG,2017-05-22,2022-05-22,3
US05971KAA79,OG,2015-11-19,2025-11-19,5.179
US06051GEN51,OG,2012-02-07,2042-02-07,5.875
US06051GGS21,OG,2017-09-18,2021-10-01,2.328
US06367WJM64,OG,2019-03-26,2022-03-26,2.9
US064255BG66,OG,2014-09-08,2021-09-08,2.85
US06738EAL92,OG,2016-01-12,2021-01-12,3.25
US06738EAQ89,OG,2016-08-10,2021-08-10,3.2
US072024NV09,OG,2010-07-01,2050-04-01,7.043
US07274NAA19,OG,2018-06-25,2021-06-25,3.5
US072863AC76,OG,2015-04-22,2045-11-15,4.185
US075887AW93,OG,2010-11-12,2020-11-12,3.25
US09659W2D51,OG,2018-01-09,2025-01-09,3.375
US101137AQ02,OG,2015-05-12,2022-05-15,3.375
US110122BN77,OG,2019-11-22,2025-08-15,3.875
US11134LAD10,OG,2018-02-14,2022-01-15,3
US11134LAK52,OG,2018-02-14,2021-01-15,2.2
US11135FAA93,OG,2019-04-05,2021-04-15,3.125
US115637AP57,OG,2015-06-29,2045-07-15,4.5
US12592BAE48,OG,2015-11-06,2020-11-06,4.375
US126650CT50,OG,2016-05-25,2021-06-01,2.125
US126650CW89,OG,2018-03-09,2025-03-25,4.1
US13033W3Y73,OG,2010-03-25,2049-05-15,6.486
US13063A5G50,OG,2009-04-28,2039-04-01,7.55
US13063BFR87,OG,2010-04-01,2040-03-01,7.625
US13063BJC72,OG,2010-12-01,2040-11-01,7.6
US133131AZ59,OG,2020-04-20,2030-05-15,2.8
US133434AD26,OG,2019-12-13,2039-01-15,3.701
US14040HBL87,OG,2017-03-09,2022-03-09,3.05
US14042E3Y48,OG,2014-07-24,2021-07-23,2.95
US14448CAH79,OG,2020-02-27,2027-02-15,2.493
US14913Q2T59,OG,2019-02-26,2022-02-26,2.95
US14913Q2W88,OG,2019-05-17,2021-05-17,2.65
US167725AC49,OG,2008-08-06,2040-12-01,6.899
US167725AF79,OG,2008-08-06,2040-12-01,6.899
US171798AD34,OG,2017-04-10,2027-05-15,3.9
US172967LG49,OG,2017-04-25,2022-04-25,2.75
US17325FAV04,OG,2019-02-19,2022-02-19,3.165
US20030NBM20,OG,2014-08-12,2034-08-15,4.2
US20030NBQ34,OG,2015-05-27,2045-08-15,4.6
US205887BZ43,OG,2018-10-22,2021-10-22,3.8
US20605PAG63,OG,2016-12-28,2025-01-15,4.375
US20772GF451,OG,2008-04-30,2032-03-15,5.85
US20772JAC62,OG,2010-10-19,2030-10-01,5.09
US20772KAG40,OG,2017-12-21,2025-01-15,3.23
US20826FAR73,OG,2016-03-08,2046-03-15,5.95
US209111FD03,OG,2014-03-06,2044-03-15,4.45
US21036PAK49,OG,2013-05-14,2021-05-01,3.75
US21684AAD81,OG,2015-08-04,2045-08-04,5.25
US22535WAA53,OG,2017-01-10,2022-01-10,3.375
US22546QAR83,OG,2014-10-29,2021-10-29,3
US22550L2A85,OG,2019-11-12,2021-11-12,2.1
US228227BD57,OG,2013-02-28,2023-01-15,5.25
US22822VAA98,OG,2016-02-08,2021-02-15,3.4
US22822VAD38,OG,2016-09-01,2021-09-01,2.25
US233851CZ53,OG,2017-11-14,2021-02-12,2.3
US233851DN15,OG,2018-11-05,2021-11-05,3.75
US24422EUT45,OG,2019-03-07,2022-04-01,2.95
US25156PAY97,OG,2017-01-19,2022-01-19,2.82
US25245BAB36,OG,2012-05-11,2022-05-11,2.875
US25272KAD54,OG,2016-06-01,2021-06-15,4.42
US25466AAN19,OG,2018-08-09,2028-08-09,4.682
US26441CAF23,OG,2011-08-25,2021-09-15,3.55
US268317AP93,OG,2015-10-13,2035-10-13,4.75
US268317AT16,OG,2018-09-21,2048-09-21,5
US268317AV61,OG,2018-09-21,2038-09-21,4.875
US26874RAE80,OG,2018-09-12,2028-09-12,4.75
US26884ABB89,OG,2014-06-19,2044-07-01,4.5
US26884TAD46,OG,2011-05-16,2021-08-16,4.5
US26885BAD29,OG,2018-06-25,2023-07-15,4.75
US283738AE21,OG,2013-08-29,2043-08-15,7.25
US29103DAF33,OG,2017-01-17,2021-06-15,2.7
US29278GAA67,OG,2017-05-25,2027-05-25,3.625
US29379VBS16,OG,2018-10-11,2022-02-01,3.5
US30040WAC29,OG,2017-03-10,2022-03-15,2.75
US313747AV99,OG,2014-11-14,2044-12-01,4.5
US337738AQ13,OG,2018-09-25,2023-10-01,3.8
US340711AY67,OG,2020-06-24,2030-07-01,2.55
US34959JAF57,OG,2017-06-15,2021-06-15,2.35
US36164QMS48,OG,2016-07-01,2020-11-15,2.342
US37045XBM74,OG,2016-07-05,2021-07-06,3.2
US375558AX11,OG,2014-03-07,2044-04-01,4.8
US377373AE54,OG,2018-05-15,2021-05-14,3.125
US377373AJ42,OG,2019-03-25,2022-06-01,2.875
US391382AB40,OG,2017-05-26,2047-06-03,4.15
US39138QAC96,OG,2018-05-17,2048-05-17,4.581
US404280AU33,OG,2015-08-18,2025-08-18,4.25
US404280AY54,OG,2016-05-25,2021-05-25,2.95
US404530AB34,OG,2018-04-25,2048-07-01,4.211
US416515BE33,OG,2019-08-19,2029-08-19,2.8
US423012AA16,OG,2012-04-03,2022-04-01,3.4
US428236BF92,OG,2010-12-02,2020-12-01,3.75
US42824CBC29,OG,2018-09-19,2021-10-05,3.5
US442331QM91,OG,2009-01-08,2032-03-01,6.29
US44328MAK09,OG,2011-01-19,2021-01-19,4.75
US44962LAA52,OG,2016-07-28,2022-11-01,5
US44962LAB36,OG,2017-02-09,2025-02-15,4.75
US451295A254,OG,2018-08-09,2048-03-01,5.02
US452252FH79,OG,2009-05-21,2034-01-01,6.184
US456837AG88,OG,2017-03-29,2022-03-29,3.15
US458140AP51,OG,2012-12-11,2042-12-15,4.25
US459200JX08,OG,2019-05-15,2022-05-13,2.85
US46115HAD98,OG,2011-02-24,2021-02-24,6.5
US46647PAM86,OG,2018-01-23,2029-01-23,3.509
US46647PAS56,OG,2018-06-18,2022-06-18,3.514
US46849LSP75,OG,2016-04-29,2021-04-29,2.25
US46849LTB70,OG,2018-06-11,2021-06-11,3.3
US478160BK90,OG,2013-12-05,2043-12-05,4.5
US49271VAE02,OG,2019-05-31,2021-05-25,3.551
US49326EED13,OG,2011-03-24,2021-03-24,5.1
US49327M2W30,OG,2018-06-13,2021-06-15,3.35
US49456BAA98,OG,2013-11-05,2021-02-15,5
US496902AJ65,OG,2012-06-18,2021-09-01,5.125
US539439AK53,OG,2016-07-06,2021-07-06,3.1
US539439AT62,OG,2018-08-16,2028-08-16,4.55
US53944YAC75,OG,2017-01-11,2022-01-11,3
US54438CPA44,OG,2010-07-22,2049-08-01,6.75
US544495VY79,OG,2010-12-02,2045-07-01,6.574
US544646XY34,OG,2009-10-15,2029-07-01,5.755
US552081AD31,OG,2012-07-17,2021-11-15,6
US55608JAK43,OG,2017-11-28,2028-11-28,3.763
US55608JAL26,OG,2018-03-27,2024-03-27,4.15
US55608JAN81,OG,2018-03-27,2029-03-27,4.654
US55608PAW41,OG,2016-01-15,2026-01-15,3.9
US571748BB78,OG,2017-01-12,2022-01-30,2.75
US57629WCD02,OG,2017-04-13,2022-04-13,2.5
US581760AV77,OG,2018-07-25,2048-05-15,4.386
US585055AW63,OG,2012-03-19,2042-03-15,4.5
US59217GAQ29,OG,2012-04-10,2022-04-11,3.875
US59217GCR83,OG,2018-10-09,2021-10-09,3.45
US59259NZH96,OG,2009-04-30,2039-11-15,7.336
US59259YBY41,OG,2010-01-13,2039-11-15,6.668
US59259YGF07,OG,2010-12-29,2040-11-15,6.814
US594918BL72,OG,2015-11-03,2045-11-03,4.45
US59562VBD82,OG,2014-04-28,2043-11-15,5.15
US606822AG93,OG,2016-09-13,2021-09-13,2.19
US606822AW44,OG,2018-07-26,2021-07-26,3.535
US606822BG84,OG,2019-03-07,2022-03-07,3.218
US60687YAB56,OG,2016-04-12,2021-04-12,2.632
US60920LAC81,OG,2016-10-28,2021-10-28,2
US617482V925,OG,2012-07-24,2042-07-24,6.375
US62854AAM62,OG,2017-01-31,2021-06-15,3.15
US62947QAU22,OG,2016-05-23,2021-06-01,4.125
US638612AK78,OG,2011-03-25,2021-03-25,5.375
US63861VAD91,OG,2019-04-26,2023-04-26,3.622
US641062AN41,OG,2018-09-24,2048-09-24,4
US646139X831,OG,2010-12-15,2041-01-01,7.102
US64952WCJ09,OG,2016-09-14,2021-09-14,1.7
US64966JAR77,OG,2010-12-21,2037-12-01,6.271
US64972FY341,OG,2010-11-18,2044-06-15,5.882
US64990FMV30,OG,2009-10-20,2039-03-15,5.427
US65120FAC86,OG,2012-10-01,2022-10-01,4.2
US65339KAS96,OG,2019-08-08,2021-09-01,2.403
US654740AV10,OG,2017-01-13,2022-01-13,2.8
US65557FAD87,OG,2012-09-21,2022-09-21,4.25
US662352AB99,OG,2013-09-17,2043-11-01,6.15
US686330AJ06,OG,2017-07-18,2027-07-18,3.7
US693475AZ80,OG,2020-01-22,2030-01-22,2.55
US69832AAA43,OG,2019-07-19,2022-07-19,2.536
US70014LAD29,OG,2017-09-25,2021-03-15,3.625
US709599AS35,OG,2015-02-02,2022-02-01,3.375
US709599BD56,OG,2019-01-29,2021-07-29,3.65
US714264AD02,OG,2011-10-25,2022-01-15,4.45
US72650RAY80,OG,2011-01-14,2021-02-01,5
US743756AE88,OG,2018-02-06,2048-10-01,3.93
US74432QCA13,OG,2014-05-15,2044-05-15,4.6
US747525AE30,OG,2015-05-20,2022-05-20,3
US754730AG43,OG,2020-03-31,2030-04-01,4.65
US75625QAC33,OG,2017-06-26,2022-06-24,2.375
US780099CH81,OG,2014-05-28,2024-05-28,5.125
US785592AM87,OG,2016-01-13,2025-03-01,5.625
US79467BBN47,OG,2018-02-22,2048-01-01,3.82
US79467BCM54,OG,2019-01-30,2040-01-01,4.637
US79741TAR59,OG,2010-02-04,2049-05-01,6.138
US82481LAB53,OG,2016-09-23,2021-09-23,2.4
US82620KAR41,OG,2017-03-16,2022-03-16,2.7
US8265Q0WE83,OG,2007-03-12,2009-03-12,0
US8265Q0XC19,OG,2007-04-30,2008-10-30,0
US8265Q0XD91,OG,2007-04-30,2008-10-30,0
US8265Q0XF40,OG,2007-05-14,2008-11-14,0
US8265Q0XG23,OG,2007-05-14,2008-11-14,0
US83368RAG74,OG,2016-04-08,2021-04-08,2.5
US837151JB67,OG,2013-08-21,2041-12-01,5.784
US853254AY62,OG,2016-01-15,2021-01-15,3.05
US854502AH46,OG,2018-11-06,2028-11-15,4.25
US858119BK53,OG,2019-12-11,2030-04-15,3.45
US86562MAB63,OG,2016-03-09,2021-03-09,2.934
US86562MAH34,OG,2016-10-19,2021-10-19,2.442
US86562MCA62,OG,2020-07-08,2025-07-08,1.474
US86657MBK18,OG,2016-11-16,2047-10-01,4.172
US86787EBA47,OG,2018-10-26,2021-10-26,3.525
US86944BAE39,OG,2018-04-04,2048-08-15,4.091
US87165BAC72,OG,2014-08-11,2021-08-15,3.75
US87236YAF51,OG,2017-04-27,2027-04-01,3.3
US88732JAX63,OG,2010-11-15,2021-02-15,4.125
US891906AD10,OG,2016-03-17,2021-04-01,3.8
US89352HAL33,OG,2013-10-07,2043-10-16,5
US90351DAD93,OG,2016-04-05,2021-04-15,3
US90351DAF42,OG,2016-04-05,2026-04-15,4.125
US904678AJ86,OG,2019-01-15,2022-01-14,6.572
US911312BC97,OG,2017-05-16,2022-05-16,2.35
US913366EP17,OG,2010-11-18,2048-05-15,6.548
US91481CAB63,OG,2017-12-13,2047-08-15,4.008
US92340LAF67,OG,2020-06-29,2028-01-15,3.4
US92343VDU52,OG,2017-03-16,2037-03-16,5.25
US92857WBH25,OG,2018-05-30,2024-01-16,3.75
US92928QAC24,OG,2017-04-05,2022-04-05,3.15
US92928QAH11,OG,2019-10-15,2027-01-15,2.875
US931427AQ19,OG,2016-06-01,2026-06-01,3.45
US949746RF01,OG,2014-02-04,2044-01-15,5.606
US94988J5T07,OG,2018-10-23,2021-10-22,3.625
US959802AU35,OG,2017-03-15,2022-03-15,3.6
US960413AW24,OG,2020-06-12,2030-06-15,3.375
US96949LAA35,OG,2015-03-03,2022-03-15,3.6
US97063PAB04,OG,2011-03-17,2021-03-15,5.75
XS0053792700,OG,1994-10-28,2024-10-28,0
XS0071996515,OG,1997-01-21,2027-01-21,0
XS0100373017,OG,1999-09-01,2029-09-03,0
XS0109077486,OG,2000-03-15,2030-03-15,0
XS0161488498,OG,NULL,2033-01-24,7.5
XS0162513211,OG,2003-02-14,2033-02-14,5.75
XS0177618039,OG,2003-10-10,2033-10-10,5
XS0219724878,OG,2005-05-18,2037-10-15,4
XS0222474339,OG,2005-06-23,2021-01-18,3.75
XS0232778083,OG,2005-10-19,2020-10-19,3.5
XS0236181334,OG,2005-12-07,2035-02-15,0
XS0254356057,OG,NULL,2021-05-17,0
XS0256171777,OG,2006-06-09,2022-01-18,4.375
XS0256775957,OG,2006-06-20,2021-06-20,5.75
XS0260981658,OG,2006-07-13,2021-07-13,4.5
XS0271758301,OG,2006-10-27,2021-10-27,4.875
XS0288429532,OG,2007-02-22,2027-02-22,4.625
XS0289011198,OG,2007-02-27,2022-02-28,4.375
XS0290214146,OG,2007-03-09,2009-03-09,0
XS0304458051,OG,2007-06-06,2022-06-06,5.375
XS0304459026,OG,2007-06-08,2022-06-08,4.75
XS0307792159,OG,2007-06-27,2022-06-27,4.875
XS0412842857,OG,2009-02-10,2021-08-10,6.5
XS0416848520,OG,2009-03-11,2021-03-11,5.625
XS0417209052,OG,2009-03-17,2021-03-17,6.25
XS0427291751,OG,2009-05-07,2025-10-15,4.5
XS0438844093,OG,2009-07-07,2039-07-07,6.125
XS0454773713,OG,2009-09-30,2024-09-30,5.625
XS0458257796,OG,2009-10-19,2021-10-19,5
XS0468954523,OG,2009-11-27,2099-12-31,0
XS0502286908,OG,2010-04-16,2025-04-16,4.875
XS0505157965,OG,2010-04-29,2030-04-15,4
XS0519902851,OG,2010-06-28,2022-06-28,4.75
XS0525146907,OG,2010-07-13,2020-07-13,4
XS0525602339,OG,2010-07-14,2025-07-14,4.125
XS0525787874,OG,2010-07-13,2022-07-13,4.25
XS0525912449,OG,2010-07-14,2021-01-14,6
XS0527239221,OG,2010-07-22,2020-07-22,6.75
XS0541140793,OG,2010-09-14,2021-04-14,3.625
XS0543882095,OG,2010-09-23,2021-03-23,4
XS0544644957,OG,2010-09-28,2022-09-28,3
XS0545428285,OG,NULL,2025-10-01,3.875
XS0557252417,OG,2010-11-09,2020-11-09,3.75
XS0593606121,OG,2011-02-21,2023-02-21,4.625
XS0595092098,OG,2011-02-24,2021-02-24,4.375
XS0605214336,OG,2011-03-15,2021-03-15,4.75
XS0605958791,OG,2011-03-17,2021-01-15,3.625
XS0611398008,OG,2011-03-30,2022-03-30,6.625
XS0629937409,OG,2011-05-24,2021-05-24,4
XS0637846725,OG,NULL,2021-06-16,3.875
XS0648186517,OG,2011-07-13,2021-07-13,3.625
XS0670798171,OG,2011-08-30,2021-08-30,2.875
XS0671138377,OG,2011-08-31,2021-08-31,2.875
XS0676294696,OG,2011-09-13,2021-09-15,2.75
XS0746010908,OG,2012-02-14,2024-02-14,3.625
XS0750894577,OG,2012-02-24,2022-05-24,3.875
XS0752092311,OG,2012-03-01,2022-03-01,4.25
XS0758420748,OG,2012-03-19,2024-03-19,3.5
XS0760364116,OG,2012-03-28,2022-03-28,3.625
XS0787786440,OG,2012-05-29,2024-05-29,3
XS0802174044,OG,2012-07-12,2021-07-12,3
XS0811124790,OG,2012-08-01,2021-02-01,3.25
XS0811554962,OG,2012-08-02,2020-08-04,2.125
XS0811555183,OG,NULL,2025-08-04,2.875
XS0825855751,OG,2012-09-06,2022-09-06,2.25
XS0831560742,OG,2012-09-24,2020-09-24,2.5
XS0834367863,OG,2012-09-27,2022-09-27,2.625
XS0834385923,OG,2012-09-25,2027-09-24,3.25
XS0854746343,OG,2012-11-15,2022-11-15,2.625
XS0857662448,OG,NULL,2024-11-27,2.375
XS0858366098,OG,2012-11-27,2020-09-15,1.375
XS0861594652,OG,2012-12-04,2020-12-04,1.875
XS0863484035,OG,2012-12-13,2022-12-13,2.375
XS0863907522,OG,2012-12-12,2042-12-12,7.75
XS0866310088,OG,2012-12-17,2032-12-17,3.55
XS0867612466,OG,2013-06-07,2023-06-07,4
XS0874864860,OG,2013-01-22,2023-01-23,3.987
XS0877622034,OG,2013-01-24,2023-01-24,2.375
XS0878743623,OG,NULL,2043-07-04,5.125
XS0879869187,OG,2013-02-01,2021-02-01,3.5
XS0881362502,OG,2013-02-01,2023-02-01,2.375
XS0903433513,OG,NULL,2023-03-15,2.5
XS0907289978,OG,NULL,2021-03-26,3.961
XS0909369489,OG,2013-04-03,2023-04-03,3.125
XS0911388675,OG,NULL,2043-04-04,6
XS0911691003,OG,2013-04-04,2021-04-06,2
XS0914294979,OG,2013-04-10,2021-01-29,3.375
XS0924998809,OG,2013-04-30,2033-04-29,3.125
XS0940293763,OG,2013-06-05,2028-06-05,3
XS0942082115,OG,2013-06-12,2025-06-12,2.875
XS0951155869,OG,2013-07-10,2023-07-10,3.125
XS0951395317,OG,2013-07-09,2020-07-09,1.875
XS0951553592,OG,NULL,2043-07-05,6.125
XS0951565091,OG,2013-07-09,2023-07-10,3.25
XS0968316256,OG,2013-09-04,2020-09-04,2
XS0969341147,OG,2013-09-06,2073-09-06,6.375
XS0969572204,OG,2013-09-10,2025-09-10,2.875
XS0972165681,OG,2013-09-13,2021-02-17,2.517
XS0972165848,OG,2013-09-30,2020-09-30,2
XS0972523947,OG,NULL,2025-09-18,5.75
XS0972530561,OG,2013-09-19,2023-09-19,3.375
XS0974877150,OG,2013-09-30,2020-09-30,3.375
XS0975256685,OG,NULL,2021-10-07,3.625
XS0981442931,OG,NULL,2020-10-15,2.75
XS0982549197,OG,2013-10-21,2020-10-21,1.75
XS0983704718,OG,NULL,2025-10-21,4
XS0984087204,OG,NULL,2033-10-24,3
XS0986174851,OG,2013-10-29,2021-02-26,2.875
XS0990109240,OG,2013-11-13,2022-01-31,3
XS0991099630,OG,2013-11-07,2025-11-07,2.875
XS0993145084,OG,NULL,2021-12-17,2.65
XS0993148856,OG,NULL,2025-12-17,3.5
XS0994797529,OG,2013-11-19,2020-11-19,1.375
XS0995380580,OG,2013-11-20,2021-01-20,4.125
XS0995643003,OG,2013-11-20,2023-11-20,3
XS0995811741,OG,2013-11-20,2020-11-20,2.75
XS0996354956,OG,2013-11-22,2021-11-22,2.625
XS1001749289,OG,2013-12-06,2028-12-06,3.125
XS1014018045,OG,NULL,2024-01-16,2.5
XS1014627571,OG,2014-01-14,2021-01-14,3.25
XS1015884833,OG,NULL,2021-01-15,1.75
XS1016363308,OG,2014-01-16,2021-01-15,0
XS1017763100,OG,2014-01-21,2021-01-21,2.625
XS1017833242,OG,2014-01-22,2024-01-22,2.5
XS1018032950,OG,NULL,2022-01-17,3.5
XS1019709069,OG,NULL,2021-01-22,2
XS1019821732,OG,NULL,2024-01-22,3
XS1023268573,OG,2014-01-24,2021-01-25,1.875
XS1028599287,OG,2014-02-07,2099-12-31,5.25
XS1028950290,OG,2014-07-15,2099-12-31,4.5
XS1030900242,OG,NULL,2026-02-17,3.25
XS1031019562,OG,2014-02-11,2023-02-15,2.5
XS1032978345,OG,NULL,2021-10-18,2.5
XS1033736890,OG,2014-02-18,2021-02-18,2.75
XS1037382535,OG,NULL,2026-02-25,3.625
XS1040506112,OG,2014-02-28,2021-09-28,2.177
XS1040506898,OG,2014-02-28,2026-02-27,2.972
XS1044744032,OG,2014-03-12,2021-04-15,1.5
XS1046827405,OG,NULL,2026-03-20,2.875
XS1048519596,OG,2014-03-28,2021-03-29,2.25
XS1048519679,OG,2014-03-25,2026-03-25,2.5
XS1048521733,OG,2014-03-24,2021-03-24,1.625
XS1048529041,OG,2014-03-24,2026-03-24,2.5
XS1050547857,OG,2014-03-31,2021-03-31,2.375
