Id,Id Scheme,Start Date,End Date,Fixed Rate
XS1051003538,OG,2014-04-01,2021-04-01,2.75
XS1054522922,OG,2014-04-08,2044-04-08,4.625
XS1055037177,OG,NULL,2099-12-31,6.5
XS1055095704,OG,2014-04-09,2021-04-09,1.375
XS1057055060,OG,2014-04-24,2022-10-24,2.5
XS1057478023,OG,2014-04-16,2021-04-16,1.375
XS1060350326,OG,2014-04-24,2024-04-24,1.75
XS1068874970,OG,2014-05-22,2024-05-22,2.375
XS1069439740,OG,2014-05-20,2099-12-31,3.875
XS1069552393,OG,2014-05-23,2022-05-23,1.875
XS1070075988,OG,2014-05-23,2021-05-24,1.75
XS1071713470,OG,2014-05-28,2024-05-28,2.5
XS1072796870,OG,NULL,2026-05-28,2.5
XS1074144871,OG,2014-06-03,2026-06-03,2.875
XS1076018131,OG,2014-06-11,2024-03-15,2.4
XS1076781589,OG,2014-06-13,2099-12-31,4.375
XS1077631635,OG,NULL,2021-06-13,1.625
XS1079726334,OG,2014-06-19,2024-06-19,2.375
XS1083986718,OG,NULL,2044-07-03,3.875
XS1086835979,OG,2014-07-15,2022-07-15,1.75
XS1107890763,OG,2014-09-10,2021-09-10,1
XS1109802568,OG,2014-09-11,2025-09-11,1.875
XS1110449458,OG,NULL,2021-09-16,1.375
XS1110558407,OG,NULL,2026-09-16,2.5
XS1111123987,OG,NULL,2099-12-31,5.25
XS1111324700,OG,2014-09-18,2022-01-18,2.625
XS1111559925,OG,2014-09-18,2029-09-18,2.125
XS1112013666,OG,2014-09-22,2026-09-22,2.25
XS1112678989,OG,2014-09-22,2026-09-22,1.875
XS1112850125,OG,2014-09-23,2024-09-23,2.375
XS1115498260,OG,2014-10-01,2099-12-31,5
XS1115800655,OG,NULL,2099-12-31,5
XS1117279379,OG,2015-12-08,2025-12-08,1.5
XS1117297785,OG,2015-05-06,2025-05-06,1.25
XS1120892507,OG,2014-10-17,2029-10-17,2.932
XS1132402709,OG,2014-10-31,2021-10-31,1.375
XS1134541306,OG,2014-11-07,2099-12-31,3.941
XS1135334800,OG,2014-11-10,2022-11-10,1
XS1135337498,OG,2014-11-10,2026-11-10,1.625
XS1140297000,OG,NULL,2021-11-19,0.625
XS1142279782,OG,2014-11-24,2025-04-15,2
XS1143093976,OG,NULL,2024-11-26,1.25
XS1143163183,OG,2014-11-26,2023-05-26,1.25
XS1144086110,OG,NULL,2022-06-01,1.45
XS1146282634,OG,2014-12-01,2024-03-01,1.625
XS1146286205,OG,2014-12-01,2031-12-01,2.625
XS1152338072,OG,NULL,2074-12-12,2.625
XS1166160173,OG,2015-01-14,2022-01-14,1.125
XS1166201035,OG,2015-01-14,2025-01-14,1.25
XS1167352613,OG,NULL,2022-01-20,0.875
XS1168962063,OG,2015-01-21,2025-01-21,1
XS1169977896,OG,2015-01-21,2022-01-21,0.625
XS1170787797,OG,2015-01-23,2023-01-23,1
XS1171489393,OG,2015-01-21,2022-07-21,0.75
XS1171526772,OG,2015-01-27,2022-01-27,0.625
XS1173792059,OG,NULL,2025-01-28,1.75
XS1176079843,OG,2015-01-27,2025-01-27,1.966
XS1178105851,OG,2015-02-02,2022-02-02,0.875
XS1179916017,OG,2015-02-03,2025-06-03,1.25
XS1180651587,OG,2015-02-04,2099-12-31,4.25
XS1186131717,OG,NULL,2022-02-10,1.134
XS1186176571,OG,2015-02-11,2030-02-11,1.5
XS1188094673,OG,NULL,2022-02-11,0.75
XS1190624038,OG,2015-02-17,2027-02-17,1.25
XS1190624111,OG,2015-02-17,2023-02-17,0.875
XS1190973559,OG,2015-02-16,2023-02-16,1.109
XS1190987427,OG,NULL,2099-12-31,5.875
XS1195201931,OG,NULL,2099-12-31,2.25
XS1195202822,OG,2015-02-26,2099-12-31,2.625
XS1195574881,OG,2015-02-27,2025-02-27,2.625
XS1196380031,OG,2015-03-09,2035-03-15,2.45
XS1196503137,OG,2015-03-03,2027-03-03,1.8
XS1196759010,OG,2015-03-03,2022-03-03,0.75
XS1197351577,OG,2015-03-04,2022-03-04,1.125
XS1197833137,OG,2015-03-09,2035-03-09,1.625
XS1201001572,OG,NULL,2025-03-18,2.5
XS1202212137,OG,NULL,2022-03-13,0.875
XS1202213291,OG,2015-03-13,2027-03-13,1.4
XS1202846819,OG,2015-03-17,2021-03-17,1.25
XS1204154410,OG,NULL,2027-03-17,2.625
XS1209863254,OG,2015-03-26,2025-03-26,1.375
XS1216647716,OG,NULL,2021-10-14,0.75
XS1218287230,OG,NULL,2022-04-14,1.25
XS1218821756,OG,2015-04-16,2025-04-16,1
XS1219462543,OG,2015-04-24,2025-04-24,1.125
XS1219642441,OG,2015-04-22,2027-04-22,2
XS1222422856,OG,2015-04-23,2022-04-25,1.125
XS1222591023,OG,NULL,2075-04-23,3
XS1224955408,OG,2015-04-28,2030-04-29,1.5
XS1225004461,OG,2015-04-28,2022-10-28,0.75
XS1231153096,OG,2015-06-05,2037-02-25,3.1261
XS1233734562,OG,NULL,2027-05-28,1.75
XS1237271421,OG,NULL,2027-05-26,1.875
XS1238901166,OG,2015-05-28,2023-05-26,1.25
XS1241581179,OG,2015-06-04,2021-06-04,0.875
XS1242413679,OG,2015-06-04,2045-12-04,3.375
XS1243995641,OG,2015-06-09,2025-06-09,0.75
XS1250034276,OG,2015-07-21,2022-07-21,2.15
XS1253955469,OG,2015-06-30,2025-06-30,2.875
XS1254428896,OG,2015-06-30,2025-06-30,3
XS1255436005,OG,2015-07-08,2022-01-04,1.7
XS1265805090,OG,2015-07-27,2023-07-27,2
XS1271698612,OG,2015-08-05,2022-03-15,0.375
XS1278718686,OG,NULL,2099-12-31,5.75
XS1284570626,OG,2015-09-01,2022-09-01,1.375
XS1287843905,OG,NULL,2020-12-16,0.5
XS1288335521,OG,2015-09-09,2021-03-09,1
XS1288342659,OG,2015-09-11,2022-11-10,1.375
XS1288849471,OG,2015-09-10,2025-09-10,2.375
XS1288858548,OG,NULL,2025-09-11,3
XS1288894691,OG,2015-09-15,2025-09-15,1.75
XS1288903278,OG,NULL,2022-09-12,1.5
XS1290850707,OG,2015-09-14,2022-09-14,1.625
XS1291448824,OG,2015-09-16,2022-09-16,2.25
XS1292389415,OG,2015-09-17,2027-09-17,2
XS1292474282,OG,2015-09-17,2022-09-19,0.375
XS1293087703,OG,2015-09-24,2022-09-26,1.375
XS1294342792,OG,NULL,2099-12-31,5.25
XS1294518318,OG,2015-09-22,2022-09-22,0.625
XS1309436753,OG,NULL,2076-04-22,4.75
XS1310032260,OG,2015-10-22,2035-10-22,2.125
XS1310493744,OG,2015-10-26,2022-10-26,1.5
XS1310647729,OG,2015-10-23,2020-10-23,0.125
XS1310934382,OG,2015-10-26,2026-04-27,2
XS1311139601,OG,2015-10-27,2022-10-27,0.375
XS1311440082,OG,2015-10-27,2047-10-27,5.5
XS1314318301,OG,2015-11-02,2023-11-02,1.125
XS1315157153,OG,2015-11-04,2020-11-04,0.125
XS1316037545,OG,2015-11-12,2020-11-12,1.5
XS1316569638,OG,2015-11-04,2025-11-04,1.875
XS1317439559,OG,2015-11-10,2025-11-10,1.875
XS1317725726,OG,2015-11-09,2020-11-09,1.528
XS1319647068,OG,NULL,2025-11-11,2.625
XS1325080890,OG,2015-11-25,2020-11-25,0.875
XS1325645825,OG,2015-11-27,2026-01-27,2.75
XS1333139746,OG,2015-12-14,2022-12-14,1.125
XS1333702691,OG,2015-12-16,2021-02-16,0.875
XS1334225361,OG,2015-12-16,2020-12-16,2.125
XS1342506158,OG,2016-01-14,2036-01-14,1.5
XS1346089359,OG,2016-01-18,2021-01-18,0.375
XS1346228577,OG,2016-03-30,2047-07-06,3.375
XS1346315200,OG,2016-01-20,2021-01-20,1
XS1347758663,OG,NULL,2024-01-22,0.375
XS1348774644,OG,NULL,2023-01-25,0.75
XS1361115402,OG,2016-02-09,2023-02-09,1.75
XS1361554584,OG,2016-02-10,2036-09-15,1.125
XS1362349943,OG,2016-02-11,2021-02-11,1.66
XS1368470156,OG,2016-02-22,2023-02-22,1
XS1370695477,OG,2016-03-03,2021-03-03,1.375
XS1372838679,OG,2016-02-25,2023-08-25,1.75
XS1372839214,OG,2016-02-25,2026-08-25,2.2
XS1373987707,OG,2016-03-02,2022-03-02,1.875
XS1375841233,OG,2016-03-07,2024-09-06,1.125
XS1375956569,OG,2016-03-03,2022-03-03,1.373
XS1377682676,OG,2016-03-10,2024-11-11,1.875
XS1377745937,OG,NULL,2024-09-25,1.75
XS1378880253,OG,2016-03-11,2026-10-01,2.875
XS1379171140,OG,2016-03-11,2024-03-11,1.75
XS1379182006,OG,NULL,2022-03-15,1.5
XS1379630608,OG,2016-03-16,2021-03-16,0.2
XS1380334141,OG,2016-03-15,2024-03-15,1.3
XS1382368113,OG,2016-03-22,2023-03-22,2.5
XS1382791546,OG,2016-03-22,2021-10-15,0.1
XS1382791975,OG,2016-03-23,2028-04-03,1.5
XS1382792197,OG,2016-03-23,2023-04-03,0.625
XS1384064587,OG,2016-04-04,2026-04-04,3.25
XS1384281090,OG,2016-03-22,2026-05-12,1.375
XS1385395121,OG,2016-03-23,2023-03-23,2.375
XS1385945131,OG,2016-03-24,2026-03-24,2.375
XS1387174375,OG,2016-03-30,2023-03-30,2.25
XS1388661651,OG,2016-04-01,2021-04-01,0.375
XS1391085740,OG,2016-04-08,2023-04-06,1.25
XS1391086987,OG,2016-04-08,2028-04-06,2
XS1392459381,OG,2016-04-11,2026-04-10,1.5
XS1392927072,OG,2016-04-13,2026-04-13,0.5
XS1395057430,OG,2016-04-14,2026-04-14,1.125
XS1395180802,OG,2016-04-15,2024-04-15,2.625
XS1396261338,OG,2016-04-15,2024-04-15,0.75
XS1396767854,OG,2016-04-19,2026-04-19,1.25
XS1400165350,OG,2016-04-27,2026-04-27,1.125
XS1400167133,OG,2016-04-22,2026-04-22,0.875
XS1401197253,OG,2016-04-28,2036-04-28,2
XS1403264291,OG,NULL,2028-05-03,1.75
XS1403388694,OG,2016-05-05,2028-05-05,1.375
XS1405765733,OG,2016-11-09,2026-11-09,1.25
XS1405769487,OG,NULL,2025-11-03,0.875
XS1405770907,OG,NULL,2077-04-05,3.375
XS1405775534,OG,NULL,2028-09-12,1.375
XS1405775708,OG,NULL,2024-09-12,0.75
XS1405780963,OG,2016-07-07,2026-07-07,1.375
XS1409726731,OG,2016-05-16,2036-05-16,1.375
XS1411401083,OG,NULL,2028-05-12,1.25
XS1413581205,OG,2016-05-18,2099-12-31,3.875
XS1415535183,OG,2016-05-26,2022-02-24,0.75
XS1415535696,OG,2016-05-26,2028-05-26,1.75
XS1418631930,OG,NULL,2021-05-24,1
XS1419646317,OG,2016-05-25,2028-05-25,1.5
XS1420338102,OG,NULL,2028-05-26,2.25
XS1422919594,OG,2016-06-01,2021-06-01,0.625
XS1423826798,OG,2016-06-01,2023-06-01,1.75
XS1425966287,OG,2016-06-01,2026-06-01,1.375
XS1428773763,OG,NULL,2048-06-08,5
XS1431730388,OG,2016-06-10,2024-06-10,0.125
XS1432384664,OG,2016-06-13,2026-06-13,1
XS1443997819,OG,2016-07-12,2028-07-12,0.75
XS1456422135,OG,NULL,2024-01-25,0.625
XS1458405898,OG,NULL,2023-07-26,0.75
XS1458408561,OG,2016-07-27,2026-07-27,1.625
XS1463043973,OG,2016-08-02,2027-02-02,1
XS1471646965,OG,NULL,2024-02-12,1.125
XS1485597329,OG,2016-09-06,2024-09-06,0.875
XS1485643610,OG,2016-09-02,2036-09-02,1.1
XS1487315860,OG,2016-09-08,2023-09-08,1.125
XS1489409679,OG,2016-09-14,2023-10-16,0
XS1490726590,OG,2016-09-15,2025-09-15,0.375
XS1497312295,OG,2016-10-03,2024-10-03,0.875
XS1499604905,OG,2016-09-30,2024-01-30,0.5
XS1500338618,OG,2016-10-05,2037-11-13,0.5
XS1501166869,OG,2016-10-06,2099-12-31,3.369
XS1501367921,OG,2016-10-07,2026-10-07,1
XS1501560848,OG,2016-10-07,2026-10-07,0.125
XS1505554771,OG,2016-10-17,2031-10-17,1.93
XS1505573482,OG,2016-10-25,2026-10-25,0.875
XS1505884723,OG,2016-10-18,2023-10-18,1.125
XS1508588875,OG,2016-10-25,2020-10-25,0
XS1509006380,OG,2016-11-01,2025-05-01,1.25
XS1511787589,OG,2016-10-27,2026-10-27,1.375
XS1515222468,OG,2016-11-09,2036-11-09,1.625
XS1527192485,OG,2016-11-29,2027-01-29,1.375
XS1527556192,OG,2016-11-30,2027-05-28,1.625
XS1529838085,OG,2016-12-02,2022-12-02,1
XS1538284230,OG,2016-12-20,2026-12-20,1.875
XS1548533329,OG,2017-01-12,2026-11-26,0.625
XS1548776498,OG,2017-01-12,2021-09-13,0.869
XS1549372420,OG,2017-01-18,2021-01-18,0.5
XS1550134602,OG,2017-01-17,2024-01-17,0.75
XS1550951211,OG,2017-01-17,2025-01-17,1.528
XS1550988569,OG,2017-01-13,2023-01-13,0.875
XS1550988643,OG,2017-01-13,2048-01-13,4.625
XS1551678409,OG,2017-01-19,2023-07-19,2.5
XS1551917591,OG,2017-01-19,2027-01-19,1.625
XS1554112281,OG,NULL,2022-01-31,1.5
XS1555080198,OG,2017-01-24,2024-01-24,0.25
XS1557096267,OG,2017-01-30,2024-01-30,0.875
XS1557268221,OG,2017-02-09,2022-02-09,1.375
XS1560863802,OG,2017-02-07,2025-02-07,1.379
XS1561572287,OG,2017-02-08,2037-02-06,1.4
XS1564325550,OG,2017-02-13,2024-07-15,0.25
XS1564337993,OG,2017-02-13,2025-02-28,1.875
XS1566190945,OG,2017-02-15,2047-02-15,2.25
XS1570260460,OG,2017-02-23,2027-02-23,2
XS1571331955,OG,2017-03-01,2027-03-01,1.25
XS1572146162,OG,2017-03-01,2021-03-01,0.125
XS1574672397,OG,2017-03-09,2024-03-08,0.5
XS1574681620,OG,2017-03-06,2021-11-22,0.375
XS1575444622,OG,2017-03-07,2025-03-07,1
XS1575474371,OG,2017-03-07,2022-09-07,0.35
XS1576837725,OG,2017-03-22,2021-03-22,0.375
XS1576838376,OG,2017-03-22,2024-03-22,1
XS1577586321,OG,2017-03-17,2025-03-17,1
XS1589806907,OG,2017-04-04,2026-04-07,1.625
XS1590823859,OG,2017-04-11,2028-04-11,3
XS1594302868,OG,2017-04-10,2024-04-10,0.125
XS1594368539,OG,NULL,2022-04-12,0.346
XS1599125157,OG,2017-04-19,2023-04-19,0.625
XS1602547264,OG,2017-04-27,2027-05-04,1.776
XS1603892149,OG,NULL,2027-04-27,1.875
XS1605365193,OG,2017-05-03,2027-05-03,1.375
XS1612513132,OG,2017-07-06,2020-07-06,3.25
XS1612542669,OG,2017-05-17,2022-05-17,0.375
XS1612542826,OG,2017-05-17,2025-05-17,0.875
XS1613140489,OG,2017-05-23,2022-05-23,0.5
XS1613374559,OG,2017-05-17,2032-05-17,1.125
XS1614198262,OG,NULL,2024-05-15,1.375
XS1614416193,OG,2017-05-17,2025-11-17,1.5
XS1616411036,OG,2017-05-22,2021-08-23,0.375
XS1617831026,OG,2017-05-26,2027-05-26,1.25
XS1619283218,OG,2017-05-26,2021-05-26,0.25
XS1619312173,OG,2017-05-24,2025-05-24,0.875
XS1619567677,OG,2017-05-26,2027-05-26,0.95
XS1619568139,OG,2017-05-26,2047-05-26,2.1
XS1623360028,OG,2017-06-02,2022-06-02,0.25
XS1627193359,OG,NULL,2027-06-14,1.375
XS1627602201,OG,2017-06-21,2027-06-21,1.875
XS1629866432,OG,2017-06-21,2036-09-04,3.15
XS1632897762,OG,2017-06-26,2025-06-26,0.75
XS1637162592,OG,2017-06-30,2027-06-30,1.2
XS1637277572,OG,NULL,2024-06-27,1
XS1645494375,OG,2017-07-12,2024-07-12,1
XS1647404554,OG,NULL,2022-07-18,0.875
XS1651071877,OG,2017-07-24,2026-01-23,1.4
XS1651453729,OG,2017-07-25,2029-07-25,2
XS1652855815,OG,2017-07-24,2027-07-24,1.5
XS1652866002,OG,2017-07-26,2027-07-26,1.375
XS1671760384,OG,2017-09-06,2023-09-06,0.5
XS1673096829,OG,2017-08-29,2025-08-29,0.25
XS1676933853,OG,2017-09-05,2027-09-05,1.125
XS1677902162,OG,2017-09-06,2023-09-06,0.5
XS1681521081,OG,2017-09-12,2028-01-12,1.715
XS1685481332,OG,2017-09-18,2024-09-18,0.625
XS1689595830,OG,2017-09-26,2024-09-26,0.25
XS1691781865,OG,2017-10-03,2029-10-03,1.5
XS1692332684,OG,2017-10-03,2029-10-03,1.936
XS1693260702,OG,2017-10-03,2022-10-03,0.75
XS1693281534,OG,2017-10-03,2023-10-03,0.75
XS1694219780,OG,2017-10-11,2024-10-11,0.934
XS1701458017,OG,2017-10-18,2024-10-18,0.25
XS1702729275,OG,2017-10-19,2027-10-19,1.25
XS1706111793,OG,2017-10-23,2026-10-23,1.342
XS1707074941,OG,2017-11-02,2024-01-18,0.375
XS1708161291,OG,NULL,2026-10-27,1.375
XS1716820029,OG,2017-11-14,2023-11-14,0.625
XS1717355561,OG,2017-11-15,2027-11-15,1.625
XS1717567587,OG,2017-11-16,2021-11-16,0
XS1718393439,OG,2017-11-15,2025-05-15,0.875
XS1718418103,OG,2017-11-15,2027-11-15,0.875
XS1719154574,OG,2017-11-17,2024-06-19,0.5
XS1720639779,OG,2017-11-21,2021-07-21,0
XS1720642138,OG,2017-11-21,2024-11-21,0.625
XS1721051495,OG,2017-11-20,2027-11-22,1.5
XS1721244371,OG,2017-11-22,2099-12-31,1.875
XS1721423462,OG,2017-11-20,2025-11-20,1.125
XS1725633413,OG,NULL,2029-11-28,1.5
XS1732232340,OG,2017-12-13,2024-12-13,0.625
XS1732400319,OG,2017-12-07,2023-12-07,0.875
XS1734548487,OG,NULL,2023-06-15,0.75
XS1734689620,OG,2017-12-14,2026-12-14,1
XS1748456974,OG,NULL,2026-06-11,1.125
XS1750122225,OG,2018-01-17,2025-07-17,0.75
XS1750986744,OG,2018-01-16,2026-09-16,1.125
XS1751004232,OG,NULL,2025-01-17,1.125
XS1753042743,OG,2018-01-18,2048-10-16,1.5
XS1757377400,OG,2018-02-08,2099-12-31,1.625
XS1757442071,OG,NULL,2021-01-25,0.339
XS1766857434,OG,2018-02-07,2022-02-07,0.203
XS1767931121,OG,2018-02-08,2028-02-08,2.125
XS1774629346,OG,2018-02-21,2023-02-21,0.625
XS1782803503,OG,2018-03-02,2028-03-02,1.25
XS1784246701,OG,NULL,2025-03-05,1.25
XS1787477543,OG,2018-03-19,2026-03-19,1.125
XS1788515861,OG,NULL,2022-03-02,0.625
XS1788834700,OG,2018-03-08,2026-03-08,1.5
XS1789176846,OG,2018-03-15,2028-03-15,1.75
XS1790990474,OG,2018-03-13,2025-03-13,1.375
XS1791423178,OG,2018-03-14,2033-07-14,1.25
XS1793252419,OG,2018-03-19,2025-03-19,1.25
XS1793349926,OG,2018-03-23,2026-03-23,1.125
XS1794195724,OG,2018-03-20,2022-03-20,0.061
XS1794344827,OG,2018-03-20,2028-03-20,1.125
XS1795252672,OG,NULL,2028-03-21,1.625
XS1795254025,OG,2018-03-21,2023-03-21,0.5
XS1795353199,OG,2018-03-21,2023-07-15,0.452
XS1796209010,OG,2018-03-22,2028-03-22,2
XS1797138960,OG,2018-03-26,2099-12-31,2.625
XS1799045197,OG,2018-03-27,2025-03-27,0.375
XS1799061558,OG,2018-05-22,2023-05-22,0.875
XS1799611642,OG,2018-03-26,2049-05-28,3.25
XS1802465846,OG,2018-04-11,2028-04-11,1.5
XS1803247557,OG,2018-04-12,2026-10-12,1.125
XS1806124753,OG,2018-04-13,2025-04-13,1.25
XS1808338542,OG,2018-04-17,2024-04-17,1
XS1808739459,OG,2018-04-18,2025-04-22,0.875
XS1809240515,OG,2018-04-19,2023-04-19,1.125
XS1810087251,OG,2018-04-26,2022-10-26,0.125
XS1813593313,OG,2018-04-27,2026-04-27,1.625
XS1815116568,OG,2018-05-02,2024-05-02,0.75
XS1823246803,OG,2018-05-22,2026-05-22,1.125
XS1823485039,OG,2018-05-22,2025-05-22,1
XS1823502650,OG,2018-05-22,2025-05-22,0.875
XS1823532640,OG,NULL,2023-11-22,1.125
XS1824294901,OG,2018-05-25,2023-05-25,0.2
XS1825405878,OG,2018-05-25,2023-05-25,0.125
XS1828032786,OG,2018-06-01,2025-12-01,1.375
XS1828033834,OG,2018-06-01,2029-12-01,2
XS1829217428,OG,2018-05-30,2022-11-30,0.75
XS1830992480,OG,NULL,2021-09-08,0.625
XS1840618059,OG,2018-06-26,2026-06-26,1.5
XS1850111789,OG,2018-07-03,2025-07-16,0.375
XS1852213930,OG,2018-07-05,2021-07-05,0.25
XS1854166078,OG,2018-07-10,2026-07-10,2
XS1858912915,OG,2018-07-23,2023-07-23,1
XS1859010685,OG,2018-07-24,2026-07-24,1.5
XS1862437909,OG,2018-08-03,2020-08-03,0.139
XS1863994981,OG,NULL,2022-08-09,0.5
XS1871094931,OG,2018-08-29,2023-08-29,0.375
XS1871439342,OG,2018-08-29,2023-08-29,0.75
XS1872032799,OG,2018-08-30,2028-08-30,1.375
XS1880928459,OG,2018-09-18,2028-09-18,1.5
XS1881014374,OG,2018-09-19,2024-07-15,0.2
XS1882544627,OG,2018-09-20,2023-09-20,1
XS1882544973,OG,2018-09-20,2028-09-20,2
XS1882681452,OG,2018-09-25,2028-09-25,1.5
XS1883245331,OG,2018-09-26,2026-01-15,1.75
XS1883911924,OG,2018-09-25,2023-09-25,0.6
XS1888206627,OG,NULL,2023-10-09,1.125
XS1892240281,OG,2018-10-11,2022-10-11,1.25
XS1893621026,OG,2018-10-12,2025-10-13,1.875
XS1896660989,OG,2018-10-22,2025-04-22,1
XS1896662175,OG,2018-10-22,2027-10-22,1.5
XS1900750107,OG,2018-10-30,2024-10-30,0.625
XS1901055472,OG,2018-10-31,2033-10-31,1.875
XS1904312318,OG,2018-11-07,2028-08-07,0.75
XS1904690341,OG,NULL,2030-11-14,2.375
XS1907120528,OG,NULL,2026-09-05,1.8
XS1907120791,OG,2018-12-03,2029-09-05,2.35
XS1908273219,OG,2018-11-13,2027-11-13,1.875
XS1908370171,OG,2018-11-15,2027-05-15,2.125
XS1909186451,OG,NULL,2030-11-15,2.5
XS1910245593,OG,2018-11-14,2022-01-14,0.25
XS1910245676,OG,2018-11-14,2024-11-14,1
XS1912656375,OG,NULL,2022-11-21,0.875
XS1917358621,OG,2018-12-05,2028-12-05,1.625
XS1917590959,OG,2018-12-04,2028-12-04,1.875
XS1917601582,OG,2018-12-04,2024-12-04,1.5
XS1933817824,OG,2019-01-10,2024-01-10,0
XS1933820372,OG,2019-01-10,2026-01-10,2.125
XS1933829324,OG,2019-01-09,2022-01-10,0.25
XS1935139995,OG,2019-01-15,2024-01-15,0.875
XS1935261013,OG,2019-01-28,2021-11-23,0.25
XS1936658530,OG,2019-01-15,2021-01-15,0.26
XS1936805776,OG,2019-01-18,2024-02-01,2.375
XS1936850137,OG,NULL,2023-01-22,0
XS1937665955,OG,2019-01-21,2025-07-21,1.5
XS1938387237,OG,2019-01-22,2029-01-22,0.625
XS1939355753,OG,NULL,2022-01-29,0.5
XS1942756096,OG,2019-01-30,2029-01-30,0.625
XS1944456109,OG,2019-01-31,2025-01-31,0.875
XS1945110606,OG,2019-01-31,2027-01-29,1.25
XS1945110861,OG,2019-01-31,2031-01-31,1.75
XS1948611840,OG,NULL,2029-02-06,1.5
XS1948612905,OG,2019-02-06,2023-10-06,0.625
XS1955024986,OG,2019-03-08,2031-03-08,1.25
XS1955187775,OG,2019-02-28,2028-02-28,0.9
XS1957442541,OG,2019-02-28,2025-08-28,1.25
XS1957541953,OG,2019-02-28,2022-05-24,1.375
XS1958214964,OG,2019-03-07,2022-03-07,0.125
XS1960248919,OG,2019-03-11,2027-03-11,1.09
XS1960589155,OG,2019-03-14,2034-03-14,1.875
XS1960678255,OG,2019-03-07,2027-03-07,1.125
XS1962554785,OG,2019-03-15,2024-03-15,0.625
XS1963744260,OG,NULL,2026-06-15,0.9
XS1966038249,OG,2019-03-26,2029-03-26,1.375
XS1967635977,OG,2019-03-27,2027-09-27,2.375
XS1968846532,OG,2019-03-27,2026-03-27,1.125
XS1972548231,OG,NULL,2024-10-01,1.5
XS1974787480,OG,NULL,2099-12-31,1.75
XS1978200555,OG,2019-04-09,2021-04-09,0
XS1978668298,OG,2019-04-09,2024-04-09,2
XS1979262448,OG,2019-04-09,2024-04-09,0.25
XS1979280853,OG,NULL,2027-04-08,0.875
XS1979280937,OG,NULL,2030-04-08,1.25
XS1979447064,OG,2019-04-09,2029-04-09,0.375
XS1980857319,OG,2019-04-09,2042-11-14,1
XS1981054221,OG,2019-04-12,2029-04-12,1.125
XS1982037696,OG,2019-04-15,2026-04-15,0.5
XS1982725159,OG,2019-04-16,2024-04-16,0.375
XS1985806600,OG,2019-04-25,2024-04-25,0.375
XS1986416268,OG,2019-04-29,2027-04-29,0.875
XS1987097430,OG,2019-04-26,2024-04-26,0.5
XS1989375503,OG,2019-04-29,2024-07-26,0.637
XS1989708836,OG,2019-05-02,2049-05-02,3.375
XS1995748172,OG,NULL,2022-05-24,0.1
XS1995781546,OG,2019-05-14,2027-05-14,1
XS1998797663,OG,2019-05-20,2024-05-20,0.25
XS1998902479,OG,2019-06-05,2023-09-15,1.95
XS1999675926,OG,2019-05-21,2020-12-21,0
XS2000538343,OG,2019-05-22,2026-05-22,0.875
XS2001175657,OG,2019-05-22,2026-05-22,0.5
XS2001183164,OG,2019-05-24,2027-05-24,1.5
XS2002017361,OG,2019-05-24,2026-11-24,0.9
XS2002018500,OG,2019-05-24,2030-11-24,1.625
XS2002491780,OG,2019-06-03,2030-06-03,0.875
XS2003499386,OG,2019-05-28,2026-05-28,0.375
XS2004381674,OG,2019-05-31,2028-05-31,0.696
XS2006277508,OG,2019-06-26,2027-06-26,0.75
XS2009152591,OG,2019-06-11,2025-06-11,0.875
XS2010032022,OG,NULL,2027-04-15,1.75
XS2010032378,OG,2020-02-25,2030-02-25,0.25
XS2010032451,OG,NULL,2032-04-15,2.375
XS2010044977,OG,2019-09-05,2079-12-05,1.625
XS2010445026,OG,2019-06-13,2022-07-13,0.125
XS2011260531,OG,2019-06-25,2079-06-25,1.625
XS2013536029,OG,2019-06-18,2024-06-18,0.125
XS2013574038,OG,2019-06-19,2026-06-19,1.375
XS2013745703,OG,2019-06-21,2026-06-21,1
XS2015227494,OG,2019-06-20,2029-06-20,0.125
XS2016228087,OG,NULL,2029-07-01,0.875
XS2016807864,OG,NULL,2024-06-24,0.5
XS2018636600,OG,2019-06-26,2025-06-26,0.25
XS2018637327,OG,2019-07-01,2027-12-01,1.125
XS2019260764,OG,2019-06-27,2029-06-27,1
XS2021467753,OG,2019-07-02,2027-07-02,0.9
XS2022093434,OG,2019-07-03,2025-07-03,0
XS2023644201,OG,2019-07-05,2027-07-05,0.375
XS2024715794,OG,2019-07-05,2027-07-05,0.5
XS2024716099,OG,NULL,2034-07-05,1.375
XS2025466413,OG,2019-07-15,2025-07-15,0.625
XS2029574634,OG,2019-07-18,2023-07-18,0.375
XS2031862076,OG,2019-07-23,2024-07-23,0.125
XS2035564629,OG,2019-08-05,2079-08-05,1.625
XS2042667944,OG,2019-09-20,2029-09-20,0.625
XS2043678841,OG,2019-08-19,2024-08-19,0.125
XS2046595836,OG,2019-08-27,2025-08-27,0.5
XS2047500769,OG,2019-08-28,2024-08-28,0
XS2047500926,OG,2019-08-28,2030-02-28,0.35
XS2049090595,OG,2019-09-10,2029-09-10,0.125
XS2049154078,OG,2019-09-03,2025-09-03,0.1
XS2049616621,OG,2019-09-05,2029-09-05,0.125
XS2050404800,OG,2019-09-18,2028-03-18,0.45
XS2050406094,OG,2019-09-18,2031-09-18,0.75
XS2051361264,OG,2019-09-11,2026-03-04,0.25
XS2051362312,OG,2019-09-11,2039-09-14,1.8
